,x,y,z
rec.autos,17.576258,-19.38759,16.533295
comp.graphics,-8.898934,5.906763,-26.647192
sci.med,11.9809,-22.911112,7.0777664
comp.graphics,15.01271,-1.155246,-14.191123
rec.autos,12.5737,44.93477,0.01990734
comp.graphics,11.224389,41.36957,-4.4063764
rec.sport.baseball,-9.897541,-15.540058,29.111874
rec.autos,24.980314,-16.180836,3.2522879
sci.med,-1.8029641,-18.27276,-16.651098
talk.politics.mideast,-7.5527735,23.81668,-3.631668
rec.sport.baseball,-4.316594,2.4126937,12.22272
rec.sport.baseball,-25.758305,-4.593769,17.852121
rec.sport.baseball,-17.21752,5.8282895,18.877516
sci.med,0.24419665,-0.36382142,-3.974924
talk.politics.mideast,15.150245,21.201138,17.503965
rec.autos,26.616165,-11.491586,-8.378951
rec.autos,4.0956283,-9.550189,25.693663
talk.politics.mideast,15.198852,22.150238,20.364895
rec.autos,-4.1871533,5.5553546,-0.470918
rec.autos,6.301571,16.346909,-15.023112
rec.autos,18.309097,-3.9855688,15.4927635
comp.graphics,-7.511938,18.244226,23.93094
rec.autos,23.879364,-6.623322,-3.5493526
comp.graphics,5.8634896,6.1832466,-30.782677
talk.politics.mideast,18.928988,19.203323,14.324826
comp.graphics,16.759237,-24.770634,-0.9562096
talk.politics.mideast,-5.554503,7.17639,16.880312
comp.graphics,8.600734,-18.64123,25.363398
rec.sport.baseball,-17.801018,10.255513,-11.192049
sci.med,-15.876649,28.930416,13.988759
comp.graphics,18.780388,3.7013805,-12.118512
rec.sport.baseball,-14.712894,-17.013727,21.244156
sci.med,6.0423474,-7.329755,-11.427289
talk.politics.mideast,13.49028,16.76802,18.892824
rec.sport.baseball,-25.777592,17.757805,-3.2146523
comp.graphics,7.0554037,-18.82727,23.105104
sci.med,-19.80013,27.80745,14.340844
rec.sport.baseball,-7.2311707,37.183903,0.24572633
sci.med,5.0704236,-3.1461897,-3.7828069
comp.graphics,3.5642517,-35.34809,-9.430762
talk.politics.mideast,12.877865,17.931635,-1.6259373
rec.autos,-11.325877,18.58726,-13.175392
comp.graphics,-0.20961209,12.9794855,-33.21952
talk.politics.mideast,-1.5664684,25.028435,6.0999937
rec.sport.baseball,-27.614738,-1.616507,-16.065178
rec.sport.baseball,-2.0124104,-33.025192,19.798613
comp.graphics,-8.400727,9.77688,-29.064915
sci.med,14.821417,28.79388,0.08870137
rec.sport.baseball,-25.113417,14.734932,1.2416192
sci.med,-5.7152667,-12.374826,-20.519419
sci.med,-20.048904,32.203495,-14.154413
rec.sport.baseball,-17.382113,-8.108881,-1.3271823
comp.graphics,9.611912,11.582078,-24.192677
sci.med,2.5559158,-5.3737974,13.970339
comp.graphics,16.837463,35.822895,-4.1482854
rec.autos,33.433712,-9.653488,5.1801147
talk.politics.mideast,-25.46114,-10.102006,-10.782368
rec.autos,15.748065,-14.957578,-6.097157
sci.med,-4.860427,-3.1935573,-15.941438
rec.autos,24.264805,-19.273664,7.0796337
sci.med,-9.28613,1.5000308,-14.531336
talk.politics.mideast,11.67327,7.4305606,6.640476
comp.graphics,-9.271904,23.45888,-11.733942
talk.politics.mideast,-14.596596,-30.76301,13.4541855
talk.politics.mideast,-13.438182,-30.676846,6.0346966
rec.sport.baseball,-1.0850867,-16.235785,10.383892
talk.politics.mideast,20.296392,23.230312,6.1402683
sci.med,14.945041,8.10172,-13.686694
rec.sport.baseball,-18.217415,12.110785,-17.080437
rec.sport.baseball,-7.4039683,-19.65511,30.853952
sci.med,3.9671533,2.0470943,-2.3208501
sci.med,9.79245,-18.393007,-17.834902
rec.sport.baseball,-25.513605,-1.7784797,6.7263455
rec.sport.baseball,-17.89048,16.92202,-0.41925678
rec.autos,-9.397859,8.777168,-4.1463017
rec.sport.baseball,2.5959754,36.703663,-17.743275
rec.sport.baseball,-5.4758883,-35.95908,10.344547
talk.politics.mideast,4.9151545,33.60695,6.677599
sci.med,-12.205978,-9.107732,-18.053253
rec.autos,28.543627,-15.078193,5.07375
comp.graphics,23.347227,-27.431753,6.527004
rec.sport.baseball,-7.243457,-10.64812,10.518417
comp.graphics,13.518955,-27.950634,7.1727214
talk.politics.mideast,8.120206,25.855186,0.28928435
rec.sport.baseball,-22.97074,5.4684935,-18.242062
talk.politics.mideast,11.19705,15.186248,-1.1454817
talk.politics.mideast,-17.525728,-22.231472,11.316538
rec.sport.baseball,-27.058544,7.228925,-7.9425344
sci.med,-10.28246,-24.67265,-4.458424
comp.graphics,18.786634,16.284039,-22.719732
sci.med,7.9326077,-14.192919,-26.440952
sci.med,15.378905,9.068993,-2.8858752
talk.politics.mideast,7.6959944,3.4657912,27.187061
rec.sport.baseball,-27.917578,8.270029,7.658582
rec.sport.baseball,7.8824754,-28.789318,22.804363
rec.sport.baseball,-16.649708,-0.60352635,15.327652
comp.graphics,11.311721,-36.584267,-8.714401
sci.med,5.313059,-24.79585,-24.98232
rec.sport.baseball,-26.059317,-5.594006,-4.214898
talk.politics.mideast,-23.590212,-3.92435,-16.56529
sci.med,-1.5114251,-16.74558,-17.566538
rec.sport.baseball,-23.963701,-15.089423,3.0044765
comp.graphics,7.448077,2.3080318,-30.660244
talk.politics.mideast,9.265732,19.882914,19.539953
comp.graphics,0.36417806,-26.915285,3.8305953
sci.med,-18.310055,35.529827,-15.461091
talk.politics.mideast,-17.494417,9.65956,-22.979254
sci.med,-5.1486807,-11.521957,-14.590505
rec.autos,28.612362,-25.387949,6.492298
comp.graphics,8.585331,-40.059673,-3.8197713
rec.autos,6.750148,24.784424,-12.776159
sci.med,-9.246413,-20.729116,-7.3242946
sci.med,10.788328,34.57532,-15.140793
rec.autos,-10.846247,33.59786,-16.969769
rec.sport.baseball,-19.355698,4.8396225,-13.817283
talk.politics.mideast,-5.8601446,30.245487,-7.63108
sci.med,2.6397429,-14.335768,-24.317589
rec.autos,0.37964764,-38.129734,14.910582
rec.autos,34.090473,-3.3548915,-2.9827852
