,x,y,z
rec.autos,-16.543474,-1.7672592,-8.53701
comp.graphics,22.152388,-6.699511,-9.625989
sci.med,8.019137,-11.247735,-12.44795
comp.graphics,-13.16055,1.9202572,-10.436205
rec.autos,4.089715,11.272242,1.0537041
comp.graphics,2.7506628,-8.489624,-11.524134
rec.sport.baseball,8.5945635,-14.123317,-2.560529
rec.autos,12.18681,17.3797,8.509299
sci.med,-10.641316,6.1360564,0.28025675
talk.politics.mideast,-7.1458554,-9.286277,19.223341
rec.sport.baseball,-1.733452,-8.750133,2.2804193
rec.sport.baseball,-2.7697835,-18.217524,4.7173867
rec.sport.baseball,-9.509088,-10.631404,1.2886242
sci.med,6.4227414,11.639245,-8.744693
talk.politics.mideast,4.411354,-4.9793305,24.575447
rec.autos,-3.661967,17.502789,4.0388393
rec.autos,17.308695,-10.72992,-7.366213
talk.politics.mideast,4.1513367,-4.198917,28.550964
rec.autos,-1.9005721,14.039408,15.088935
rec.autos,13.558711,18.302723,-6.2102685
rec.autos,0.57737637,15.817296,0.7700916
comp.graphics,13.242205,5.053459,-0.24077249
rec.autos,1.6818447,23.635662,1.5269378
comp.graphics,3.8112328,8.633188,-18.18094
talk.politics.mideast,4.7638407,8.096802,20.351254
comp.graphics,4.607761,5.3050838,-21.42508
talk.politics.mideast,21.140373,-1.3384882,9.304802
comp.graphics,-3.9011858,-16.536142,-17.01018
rec.sport.baseball,-6.187598,-1.8096032,13.447644
sci.med,-23.563356,9.531942,-3.174909
comp.graphics,10.456355,14.159812,-13.86719
rec.sport.baseball,9.326015,-7.5654063,4.1466804
sci.med,-12.849243,4.7891126,-2.5891805
talk.politics.mideast,7.088675,-2.3188262,27.168009
rec.sport.baseball,1.575026,-3.9922628,6.6673717
comp.graphics,-1.503263,-13.220169,-13.527974
sci.med,-13.276468,1.1665244,-5.021684
rec.sport.baseball,-13.369253,-9.260335,5.847832
sci.med,-9.39602,9.162782,-12.009137
comp.graphics,-0.6009878,-7.770387,-18.285894
talk.politics.mideast,-10.117236,-12.615473,18.191467
rec.autos,-18.45198,6.529377,4.5958867
comp.graphics,-18.41784,-12.359527,-1.1050152
talk.politics.mideast,-8.87107,-6.0909085,14.052778
rec.sport.baseball,-15.846112,-4.7248254,6.5467896
rec.sport.baseball,12.277915,-10.31692,-13.504496
comp.graphics,-19.791996,-12.260657,-6.8024273
sci.med,-8.105523,11.867543,-22.388767
rec.sport.baseball,-1.1410362,-26.95943,5.198379
sci.med,-6.256379,14.92693,-6.3158
sci.med,-21.532629,7.000773,-12.201533
rec.sport.baseball,0.055107623,-23.094007,14.82392
comp.graphics,5.856785,-0.9517866,-20.009962
sci.med,-3.916475,6.4454627,-5.9601145
comp.graphics,13.507276,6.758856,-13.399201
rec.autos,1.8621014,18.27287,3.4830189
talk.politics.mideast,-19.783373,1.6356124,-14.867666
rec.autos,9.586079,8.540645,10.102952
sci.med,-9.616608,25.337135,3.4386356
rec.autos,1.6231588,4.8685365,-5.267351
sci.med,19.425673,7.905335,-2.6880047
talk.politics.mideast,-6.1660533,6.445565,16.377733
comp.graphics,0.7338425,1.4880111,-29.513222
talk.politics.mideast,3.9009695,-1.3250118,2.5462162
talk.politics.mideast,1.8104774,-2.4455845,2.0874457
rec.sport.baseball,-22.492521,-2.9548616,-12.239272
talk.politics.mideast,13.367592,-12.980114,11.754832
sci.med,21.36082,4.0320325,-4.5772347
rec.sport.baseball,18.251831,-1.6267241,1.8120339
rec.sport.baseball,2.7174737,-1.3812361,-0.060961112
sci.med,0.75023544,21.802692,-5.710046
sci.med,-12.389617,4.945113,-21.171629
rec.sport.baseball,-3.2246559,-14.131993,4.913944
rec.sport.baseball,-14.897453,-17.691603,1.6374074
rec.autos,-12.2076435,9.898756,8.602345
rec.sport.baseball,-8.180893,-11.799381,3.4411569
rec.sport.baseball,10.083492,-4.1799855,-13.995724
