,x,y,z
rec.autos,2.4451935,-6.687675,2.9014454
comp.graphics,5.473461,5.849599,2.3800216
sci.med,6.8931975,-7.6319275,1.7960727
comp.graphics,2.923394,3.0686755,4.7692738
rec.autos,-9.816361,11.617912,-1.5249827
comp.graphics,-9.359962,12.147169,-0.44932246
rec.sport.baseball,2.5458355,-9.601047,-3.8037426
rec.autos,2.7943883,-3.6012332,1.3115362
sci.med,-2.787802,-4.2863097,5.813052
talk.politics.mideast,-1.8486818,9.253797,-0.87707144
rec.sport.baseball,-1.7115935,-0.4799761,-2.9640572
rec.sport.baseball,3.0939693,-4.9720373,-6.4054008
rec.sport.baseball,1.0375142,-3.1581562,-5.601588
sci.med,-3.5495033,1.6040201,-0.00880696
talk.politics.mideast,-6.38316,0.45187742,-5.193377
rec.autos,3.6464252,-2.2145984,5.236347
rec.autos,3.723619,-7.43794,-0.9932138
talk.politics.mideast,-6.712027,0.60027456,-5.5839853
rec.autos,-0.37350532,3.3417773,0.5133168
rec.autos,2.601941,3.0757015,1.682098
rec.autos,2.823958,-4.262535,5.384099
comp.graphics,-8.89516,3.4743023,-1.1044561
rec.autos,3.4340885,-1.2495688,3.298823
comp.graphics,2.9728832,6.4065065,5.4316163
talk.politics.mideast,-5.749963,1.296234,-5.6949315
comp.graphics,7.7379594,-7.186616,4.2715063
talk.politics.mideast,-6.003485,-3.2271302,-1.0873456
comp.graphics,2.664407,-8.155547,-0.37188822
rec.sport.baseball,1.045104,6.3859224,-2.8742115
sci.med,-3.0091147,5.1350617,4.8271255
comp.graphics,7.570353,-4.8733397,2.2515361
rec.sport.baseball,0.057588894,-8.985754,-3.070067
sci.med,-2.3330877,-0.6223914,4.2314963
talk.politics.mideast,-6.5920563,0.41683927,-4.6082144
rec.sport.baseball,1.6417009,9.664425,-2.855624
comp.graphics,2.472449,-8.824897,-0.60631996
sci.med,-3.8167186,4.4702425,4.968156
rec.sport.baseball,-5.7290416,13.285095,-1.9709584
sci.med,-3.5800457,0.00080793654,2.0510938
comp.graphics,5.2233357,-9.950091,6.7617974
talk.politics.mideast,-4.622509,4.3915462,-0.26090464
rec.autos,1.6520655,7.1368527,0.077093005
comp.graphics,3.7636125,8.263533,3.5255523
talk.politics.mideast,-3.0507517,5.8858743,-2.9516287
rec.sport.baseball,0.41321018,3.9106925,-8.156937
rec.sport.baseball,4.3445473,-11.777483,-0.09811651
comp.graphics,3.3849478,6.9142923,-4.410257
sci.med,-7.749223,8.284632,0.089637056
rec.sport.baseball,4.6134095,3.1798694,-5.204718
sci.med,-3.9991171,-1.2542531,6.0063024
sci.med,-0.9518106,13.25572,-1.8285922
rec.sport.baseball,5.1793785,3.5933626,-1.8870419
comp.graphics,3.3844743,5.1579323,4.026922
sci.med,-3.9482968,-4.62991,1.0399859
comp.graphics,-7.565667,10.249191,1.4574625
rec.autos,3.7477815,-2.7735164,1.672217
talk.politics.mideast,-0.24791297,2.7870877,-6.3121505
rec.autos,3.5001621,-1.8621025,1.1936529
sci.med,-3.6008463,0.73464185,4.3380594
rec.autos,1.887098,-5.6427827,0.5238603
sci.med,-1.7194295,5.092307,2.9454944
talk.politics.mideast,-3.085928,-0.95128,-1.5763154
comp.graphics,-0.677414,11.135138,-0.24739555
talk.politics.mideast,-1.5615414,-11.223652,-1.6081805
talk.politics.mideast,-1.7111298,-10.802006,-1.1018677
rec.sport.baseball,2.6424484,-9.048202,1.4126548
talk.politics.mideast,-4.945481,4.885489,-4.158249
sci.med,-2.1187751,-1.8516657,3.766585
rec.sport.baseball,1.652805,6.8946157,-3.1472013
rec.sport.baseball,-0.7261105,-11.4672165,-2.3443627
sci.med,-3.9185345,3.8393795,3.2154734
sci.med,-0.87925696,-0.62721896,6.561873
rec.sport.baseball,3.258967,-0.48272166,-6.117345
rec.sport.baseball,-0.30090714,8.42782,-2.8341982
rec.autos,0.84279627,6.8859744,0.4022656
rec.sport.baseball,-4.9728003,12.578767,2.9023528
rec.sport.baseball,2.4597511,-12.199854,2.0025725
talk.politics.mideast,-7.6726284,9.625885,-2.53192
sci.med,-5.3530774,-1.0886319,5.7408295
rec.autos,1.8509938,-1.4720912,0.8139426
comp.graphics,8.813036,-7.358052,2.0615745
rec.sport.baseball,-0.46505862,-7.626295,-1.809719
comp.graphics,8.382034,-7.775888,2.5971298
talk.politics.mideast,-5.3609805,7.88618,-0.4994974
rec.sport.baseball,1.711646,5.302648,-6.6102185
talk.politics.mideast,-4.3357997,4.3924313,-0.105362065
talk.politics.mideast,-0.55341405,-11.235228,-1.9685247
rec.sport.baseball,2.453552,4.069926,-6.6871905
sci.med,-1.6142104,-8.385718,4.6283846
comp.graphics,5.278699,4.1964245,-1.5543302
sci.med,-2.497244,-1.635307,2.9042418
sci.med,-2.2492924,-0.30697763,1.1060141
talk.politics.mideast,-4.2575836,-4.92407,-2.03282
rec.sport.baseball,4.2301745,0.39943466,-6.667631
rec.sport.baseball,6.5439725,-9.978447,-0.6232975
rec.sport.baseball,3.0865192,-3.2503998,-5.420809
comp.graphics,7.4073114,-9.118659,6.2424445
sci.med,-5.2600756,-4.6701684,3.1152163
rec.sport.baseball,1.2930714,-0.49340093,-4.211579
talk.politics.mideast,-0.916243,3.9382477,-6.553653
sci.med,-1.9620122,-0.4878103,6.6022573
rec.sport.baseball,-3.020433,-7.900645,6.2540617
comp.graphics,2.1697884,6.6651917,5.577798
talk.politics.mideast,-7.5951023,1.2783916,-4.478604
comp.graphics,4.6276317,-8.948154,3.3896263
sci.med,-1.4277347,14.084215,-1.4196192
talk.politics.mideast,2.4116888,6.6510034,-4.040922
sci.med,-4.0655184,-1.259994,4.9569626
rec.autos,7.275666,-3.2098036,-0.0373252
comp.graphics,7.2896495,-10.261004,5.8025603
rec.autos,-3.5265582,9.539912,2.1699088
sci.med,-2.7528176,-7.112738,4.761092
sci.med,-4.195811,11.264462,2.7210119
rec.autos,-1.2547059,13.015695,-0.07538296
rec.sport.baseball,0.9935383,4.3236065,-6.246003
talk.politics.mideast,-1.9970435,10.615721,-0.42890903
sci.med,-4.2162957,-0.8634501,6.8843436
rec.autos,3.9299662,-12.625224,-0.3200979
rec.autos,5.323222,1.5035868,2.17258
comp.graphics,3.709535,-10.379053,5.3310714
talk.politics.mideast,2.656294,6.339751,-4.44129
talk.politics.mideast,-4.9634857,1.1283463,-3.967479
rec.sport.baseball,2.4719913,-0.5149307,-6.9902215
sci.med,-8.511216,13.173775,-0.97480917
rec.sport.baseball,5.105034,6.7854886,-2.0581105
rec.autos,-1.3403001,-10.875969,-0.033091698
sci.med,-2.4445817,-6.490271,4.37589
talk.politics.mideast,-5.697555,-0.6243018,-4.0435734
sci.med,-0.65940285,4.9462285,-5.9231396
comp.graphics,9.0134325,-7.7614193,5.0034127
talk.politics.mideast,-2.1173642,8.914328,0.8970621
talk.politics.mideast,-3.685852,3.14338,-0.46193063
rec.sport.baseball,3.3872156,-0.41725233,-2.0497446
comp.graphics,8.406785,-3.8743553,5.0825734
sci.med,-1.2615719,-0.9887652,4.7615128
rec.autos,3.7615745,-1.4081124,4.758408
comp.graphics,4.8932424,-10.80745,2.9837358
rec.autos,6.0268965,-0.8442996,3.2305458
talk.politics.mideast,-5.0377517,1.582492,0.38066906
rec.sport.baseball,-8.26863,12.859415,-2.2155037
rec.sport.baseball,1.9831743,-4.8793387,-3.5749795
rec.sport.baseball,0.4002976,-7.8095737,-2.2987294
rec.autos,1.1293116,-4.6088305,3.6960447
comp.graphics,-8.899479,3.1975253,-1.0220356
talk.politics.mideast,-4.2940874,2.8977602,-2.5735755
talk.politics.mideast,-7.5240955,-0.76016736,-5.5452943
rec.autos,0.99158055,2.97161,-3.8219354
comp.graphics,2.4585195,6.079032,3.7054021
comp.graphics,2.1497421,7.102624,-2.4144394
talk.politics.mideast,-8.704894,13.62242,-3.2324026
comp.graphics,2.658666,8.360283,3.0662038
rec.sport.baseball,3.6600857,-2.0000477,-4.3518515
rec.autos,1.3458179,-4.8689322,2.4732275
rec.autos,4.5103917,-8.634381,1.405423
rec.autos,3.8806164,6.4221125,-0.20430279
rec.autos,0.27720115,8.754878,1.4218785
sci.med,-4.966022,-3.070925,3.1721303
rec.autos,0.67213476,0.98810995,6.348519
sci.med,4.822491,-6.0058346,0.96965265
rec.autos,0.8375897,-1.182368,3.099696
rec.sport.baseball,2.0871952,-10.896467,-0.79147565
sci.med,-3.8049514,-3.676224,0.030416029
rec.autos,2.1815808,-8.659028,1.6383711
sci.med,0.16179287,6.411362,-6.524502
comp.graphics,0.5628447,8.120488,3.0074422
comp.graphics,8.267155,-11.704618,3.1218677
talk.politics.mideast,-1.7309108,7.382756,0.14882754
sci.med,-2.7477915,0.4509492,5.6763625
rec.sport.baseball,1.8573695,-8.340618,-2.483505
comp.graphics,8.226654,-12.191329,5.2803245
talk.politics.mideast,-6.9879537,-0.007334161,-4.44363
rec.autos,4.291263,0.9613432,2.7304554
comp.graphics,2.3563216,10.015954,2.3708103
comp.graphics,5.778331,-9.420805,2.6283076
sci.med,-2.6329195,6.104396,2.0457249
rec.sport.baseball,0.45972893,7.4010534,-1.9725538
rec.sport.baseball,-6.1163683,13.284263,-2.0152717
rec.sport.baseball,-9.11913,11.387744,-2.3755577
rec.sport.baseball,1.5941168,-6.91737,-5.08403
rec.sport.baseball,-1.3224754,12.431573,-1.0225856
talk.politics.mideast,-7.475741,8.514243,-2.4335551
rec.autos,5.0871773,3.419498,0.6290167
rec.autos,2.3479798,2.5152874,1.9560064
talk.politics.mideast,-3.0477486,-1.2885593,-1.9546963
talk.politics.mideast,-3.8857183,2.9019468,-0.25500774
comp.graphics,8.990602,-11.155676,3.5546849
rec.autos,3.2298083,-3.4579136,0.9564525
comp.graphics,-8.938315,11.296736,-1.7308288
sci.med,-1.4018632,2.8696675,4.984618
comp.graphics,6.833909,-6.265998,6.46896
comp.graphics,8.640612,-6.2640853,4.75742
rec.sport.baseball,1.383818,-9.0758705,-0.7283201
rec.autos,0.101714,2.8461623,-4.776755
comp.graphics,-7.222622,10.97063,-0.14990349
rec.sport.baseball,5.4168267,-0.84201896,-2.6996346
sci.med,-2.8086262,1.9411546,3.836332
rec.autos,1.6889051,-3.6728218,3.0049748
rec.sport.baseball,0.2961221,9.512332,-1.5821457
comp.graphics,6.7885985,-10.765357,6.6614485
talk.politics.mideast,-7.6224823,-2.2743685,-5.049863
sci.med,-8.736621,14.460671,-3.0591319
rec.sport.baseball,4.283657,0.94361717,-4.0112953
rec.autos,0.7242211,4.957015,-6.570137
rec.autos,-0.9656021,8.730369,0.12293886
rec.autos,-0.0043092314,5.7869153,1.5274923
talk.politics.mideast,-7.7988844,2.9674566,-3.4281182
rec.sport.baseball,5.746675,0.63005203,-2.9435544
rec.autos,2.0516124,7.346748,1.3946244
sci.med,-8.893582,12.758133,-0.975407
comp.graphics,8.120171,-9.61307,3.6400487
rec.sport.baseball,-6.89087,10.17625,-0.5202623
comp.graphics,3.6579838,-7.458371,4.4567313
rec.sport.baseball,1.4194461,2.385483,-7.3230805
talk.politics.mideast,-8.12075,1.1155691,-5.78287
sci.med,-3.6125941,-2.9968212,6.80678
rec.autos,3.8031936,-0.6179301,3.1527855
rec.autos,-1.0901943,-13.635999,-1.018023
rec.autos,2.5793123,6.5452094,-0.15917502
sci.med,1.6727893,5.81956,-6.6006355
sci.med,-3.3622532,0.14587413,4.131164
rec.autos,2.440422,8.3656645,-1.5424198
talk.politics.mideast,-3.4140258,1.3152096,-2.5242734
talk.politics.mideast,-7.0682783,0.9220084,-4.782897
comp.graphics,4.83003,-9.923294,3.6281939
sci.med,-5.5642276,1.1131338,4.013426
sci.med,3.2881398,-8.794971,1.7151479
talk.politics.mideast,-1.3020408,6.0148654,-1.0115815
talk.politics.mideast,-1.6968602,5.036495,-1.0188746
sci.med,-4.315826,1.1240302,1.7079325
sci.med,-8.678349,11.905363,-0.9159435
rec.autos,4.825849,0.093035094,1.8623192
rec.autos,4.102478,-2.0485601,2.466115
talk.politics.mideast,-1.5216849,4.661185,-1.3354322
comp.graphics,9.267876,-5.347706,5.497936
talk.politics.mideast,-5.3693233,-0.9607576,-0.8806545
talk.politics.mideast,-2.6394172,6.591773,-1.3118528
talk.politics.mideast,-6.077664,1.5220673,-5.4659157
talk.politics.mideast,-4.573816,0.577196,-2.0727465
rec.autos,5.607841,-4.02256,0.66902405
talk.politics.mideast,-6.7191806,1.3767338,-1.720173
rec.autos,3.7343154,0.88973826,1.9808482
talk.politics.mideast,-8.481655,12.410153,-3.1616154
rec.sport.baseball,0.07103268,9.150427,-2.1656873
rec.autos,2.1546497,-2.5901048,4.4748716
talk.politics.mideast,-6.5079503,0.3443121,-5.2387414
rec.sport.baseball,4.0096235,-7.539011,-1.5267379
talk.politics.mideast,1.3196458,-11.255467,1.4259375
talk.politics.mideast,-2.5445108,4.199923,-6.034556
sci.med,0.1400725,-4.0545692,6.0116944
rec.sport.baseball,-0.19408512,-7.0281672,-3.6290898
rec.sport.baseball,2.692629,-0.18168144,-4.130802
sci.med,-0.68833876,-1.8453249,0.5146093
rec.autos,5.0521145,-0.093579896,3.4048052
rec.autos,-1.2426716,12.728817,-1.0117964
rec.sport.baseball,1.945069,-5.204321,-4.888901
rec.sport.baseball,3.9609616,-0.5042788,-4.7627773
sci.med,-2.9205334,3.798698,2.844541
rec.autos,1.5940493,-4.6947727,2.562513
talk.politics.mideast,-3.4643424,8.6829815,-2.641639
rec.sport.baseball,2.9082754,1.3835857,-6.619405
talk.politics.mideast,-4.3342752,2.5681481,-2.4849992
sci.med,-8.538802,12.951036,-0.4868844
rec.autos,2.0318613,7.7589803,-0.46089602
comp.graphics,-9.278298,12.026944,-1.0635442
rec.autos,1.184012,0.39849046,6.6296473
comp.graphics,2.2021167,4.2095346,3.7260246
rec.autos,-1.8508016,1.0821294,-2.582066
sci.med,-4.371184,-3.1174471,3.2801197
sci.med,-3.17677,-0.8391227,2.4476173
rec.autos,-0.32340267,2.7561474,-0.04370854
rec.sport.baseball,5.355732,-1.2027522,-3.0710156
comp.graphics,4.5470614,5.1974177,3.996055
rec.autos,0.41386068,-6.728928,2.2209597
talk.politics.mideast,-8.259396,1.5455661,-5.7571
comp.graphics,-7.5164886,10.1926365,1.2076061
talk.politics.mideast,-3.1535056,11.378773,-0.73233086
rec.autos,-6.1201677,7.5679793,4.0180206
talk.politics.mideast,-5.0628314,1.6451133,-4.7853003
rec.autos,0.7426609,-6.0105658,0.50418943
rec.autos,1.6456833,-10.555583,1.3292952
rec.sport.baseball,6.2516184,1.5369159,-4.4837594
comp.graphics,7.8294964,-9.486314,4.207228
