,x,y,z
rec.autos,3.5260923,4.3916655,-1.662663
comp.graphics,0.80844194,3.275758,3.8373234
sci.med,-4.7740755,1.1864005,4.1931086
comp.graphics,0.59512144,-2.8089955,8.651546
rec.autos,3.2601984,5.887712,-1.6941812
comp.graphics,0.42334586,-0.3353862,6.2644286
rec.sport.baseball,-2.6734242,0.8339977,1.0180031
rec.autos,6.1840377,3.5943046,1.4273849
sci.med,2.8193467,0.63500464,-6.4325585
talk.politics.mideast,3.1041193,-6.713194,-2.1369963
rec.sport.baseball,-2.3762467,-3.0994244,-3.32118
rec.sport.baseball,-5.673095,1.3345209,-5.268591
rec.sport.baseball,-0.88816667,-2.3713205,-6.221669
sci.med,2.9677486,-2.0231042,1.8714361
talk.politics.mideast,-2.769282,-7.8079314,-0.18458264
rec.autos,3.3953836,7.956528,2.3937466
rec.autos,-4.7504053,-2.099245,-0.74098265
talk.politics.mideast,-2.5123277,-8.737301,-0.19971105
rec.autos,4.2267485,-3.9660292,1.6041499
rec.autos,-0.05515241,7.560763,2.4482288
rec.autos,1.5611104,5.2825627,0.4897267
comp.graphics,-1.1089228,5.158197,8.585461
rec.autos,4.4676785,-3.2408307,7.8510256
comp.graphics,0.43054783,1.1347265,7.0598826
talk.politics.mideast,-2.032311,-7.0138927,-1.6963129
comp.graphics,0.16583033,0.67029524,6.441261
talk.politics.mideast,5.2061214,-4.360646,-5.602184
comp.graphics,-2.3634002,0.93403405,3.3379543
rec.sport.baseball,-3.6759152,-2.1419945,-0.19878359
sci.med,5.095236,0.2255561,-4.737163
comp.graphics,3.3875058,-0.08495958,1.2070608
rec.sport.baseball,-3.3369546,-0.3697465,-1.6901
sci.med,-0.5775041,2.1494884,-2.1011477
talk.politics.mideast,-3.787502,-8.088251,-0.20829551
rec.sport.baseball,0.2548175,-3.2238028,-5.5751977
comp.graphics,-2.105108,1.1801157,2.261224
sci.med,5.580729,2.2788947,-2.7408464
rec.sport.baseball,-4.7884064,-0.40266332,-8.477048
sci.med,5.145355,-0.86814827,-3.9133492
comp.graphics,-0.30649447,-0.83020586,5.25489
talk.politics.mideast,3.215884,-8.831506,-2.404566
rec.autos,2.942195,8.021159,4.8244047
comp.graphics,5.702309,-0.7502636,6.799954
talk.politics.mideast,3.6065395,-4.51657,-3.8780136
rec.sport.baseball,-1.7368762,0.03691952,-0.8381724
rec.sport.baseball,-1.8155862,1.3990594,1.0638343
comp.graphics,0.42151266,0.58532983,1.7309978
sci.med,0.9628742,-0.48214838,-2.4338982
rec.sport.baseball,-2.606413,0.8825021,-4.612696
sci.med,2.6020832,1.0410417,-4.0592203
sci.med,3.9986646,-0.79559493,-5.081799
rec.sport.baseball,1.4032338,-1.1296153,-6.176539
comp.graphics,-3.601326,1.9984727,5.2895694
sci.med,1.0590425,-1.580979,-1.2619183
comp.graphics,1.5638971,-0.10728151,10.0688715
rec.autos,0.43619102,3.0248718,-0.10031867
talk.politics.mideast,-1.1556882,-3.7206752,-1.1461624
rec.autos,0.3188557,6.7408967,0.12298688
sci.med,7.424167,0.6777977,-3.200652
rec.autos,1.6736418,2.0373254,1.0347781
sci.med,3.911821,-0.7922183,-2.154248
talk.politics.mideast,-0.14571245,-7.2918496,-2.0953164
comp.graphics,5.9234414,-2.006813,2.1750262
talk.politics.mideast,-2.8719676,-0.1953288,1.4037567
talk.politics.mideast,-4.5652375,0.2596736,1.6420391
rec.sport.baseball,-2.541062,-2.528221,-0.602936
talk.politics.mideast,6.7114434,-5.128161,2.0799942
sci.med,4.47475,-2.1897087,2.2432191
rec.sport.baseball,-0.20630689,0.2559037,-0.41667432
rec.sport.baseball,-3.270125,0.41885713,1.3299171
sci.med,3.876177,0.82855046,-5.345244
sci.med,-1.8970835,8.140144,-1.9961615
rec.sport.baseball,-1.9677248,2.680711,-4.817899
rec.sport.baseball,-1.2733947,-0.6237113,-8.400524
rec.autos,7.4872074,2.6578655,-1.2969997
rec.sport.baseball,-1.7930855,2.7713912,-3.8911388
rec.sport.baseball,-3.345013,0.562876,0.37301728
