,x,y,z
rec.autos,8.575709,-15.558136,-1.1985159
comp.graphics,-12.897862,-8.881675,-5.797803
sci.med,21.688715,-8.226389,6.253931
comp.graphics,-7.6552515,-15.325823,3.5152278
rec.autos,-13.729817,34.382404,-0.11052243
comp.graphics,-15.061217,31.791918,2.3092809
rec.sport.baseball,17.232399,-8.024746,-18.25129
rec.autos,6.9776745,-10.036159,-6.520522
sci.med,5.989332,-3.350207,17.933525
talk.politics.mideast,-10.859081,11.3268,-3.3259382
rec.sport.baseball,12.167196,8.280525,-9.299261
rec.sport.baseball,16.616371,1.5958855,-19.965067
rec.sport.baseball,12.008741,8.117557,-16.062208
sci.med,6.1925545,7.8860435,9.119937
talk.politics.mideast,4.3678994,27.233923,-4.7114334
rec.autos,-0.0027597789,-4.633054,4.663489
rec.autos,11.432222,-8.578831,-11.099845
talk.politics.mideast,5.5112805,26.357534,-4.804889
rec.autos,-0.1735622,5.2023396,3.1561065
rec.autos,-8.84933,1.6971949,5.8488774
rec.autos,5.8729057,-10.740255,5.715229
comp.graphics,-9.1252575,18.481005,15.787136
rec.autos,1.7762595,-5.206601,0.47459805
comp.graphics,-13.990778,-17.66247,-1.5150912
talk.politics.mideast,2.475679,25.650509,-2.8547995
comp.graphics,-5.350413,-24.18461,7.683608
talk.politics.mideast,8.029013,16.71721,8.710965
comp.graphics,12.713397,-19.844458,-5.1480336
rec.sport.baseball,-10.63156,3.2617433,-13.775791
sci.med,-7.050511,4.468319,18.018297
comp.graphics,-6.6012506,-11.723502,2.7587745
rec.sport.baseball,19.139177,-6.7772193,-13.609699
sci.med,3.6257658,3.9512084,13.446061
talk.politics.mideast,7.678057,24.93838,-4.3674693
rec.sport.baseball,-14.712375,9.642368,-14.06324
comp.graphics,12.703995,-20.091566,-4.13776
sci.med,-6.0231686,4.850738,20.121471
rec.sport.baseball,-18.2301,22.434004,-5.054628
sci.med,7.11089,11.71231,11.495936
comp.graphics,-6.208977,-25.643461,-4.3258123
talk.politics.mideast,3.2527764,21.222809,9.64635
rec.autos,-15.787763,4.3035145,-2.134777
comp.graphics,-19.27842,-12.889748,-1.267873
talk.politics.mideast,-6.5372887,18.71059,-1.5981905
rec.sport.baseball,-8.695477,-4.999607,-16.0624
rec.sport.baseball,14.336545,-28.235216,1.9408877
comp.graphics,-18.06996,-9.059266,-4.2987256
sci.med,-11.186508,24.76362,6.9343066
rec.sport.baseball,-0.76433486,7.3407307,-21.349857
sci.med,4.7333536,3.465092,20.687147
sci.med,-23.982445,8.247392,-4.854223
rec.sport.baseball,-3.161389,0.79294443,-16.903833
comp.graphics,-15.108957,-15.156996,3.169709
sci.med,13.582588,7.875286,6.298813
comp.graphics,-15.92688,27.696898,8.680596
rec.autos,4.1418395,-9.185871,-5.073249
talk.politics.mideast,2.2598672,12.785073,-9.086695
rec.autos,7.9946957,-6.2331424,8.649921
sci.med,-2.3277872,5.474167,14.623857
rec.autos,8.7979555,-11.718459,-4.9590793
sci.med,-12.012731,7.0180078,12.657997
talk.politics.mideast,5.064582,8.616195,2.920085
comp.graphics,-18.91692,3.7255986,-0.45717862
talk.politics.mideast,22.3946,-4.1142693,0.89227796
talk.politics.mideast,20.37986,-0.9237823,0.9007267
rec.sport.baseball,11.794373,-16.837734,5.9146233
talk.politics.mideast,8.195682,21.358536,-12.61343
sci.med,3.9740307,4.3334026,7.9258533
rec.sport.baseball,-14.555506,-0.79646367,-7.0918474
rec.sport.baseball,12.525351,-9.733575,-15.291357
sci.med,6.5375757,14.904155,14.069324
sci.med,2.0261707,-7.858156,24.313051
rec.sport.baseball,6.1232076,0.89991486,-21.273226
rec.sport.baseball,-10.163118,9.699133,-10.136149
rec.autos,-5.2599196,0.78723675,4.300553
rec.sport.baseball,-15.278933,22.871696,-12.579649
rec.sport.baseball,8.92872,-27.522142,-1.909502
talk.politics.mideast,-8.406795,25.603289,0.13869968
sci.med,7.406174,4.419156,23.635372
rec.autos,5.672191,-11.218644,-7.1181927
comp.graphics,2.4623406,-26.967628,13.96128
rec.sport.baseball,13.167402,0.022037424,-7.983986
comp.graphics,0.00022368273,-23.832043,11.503424
talk.politics.mideast,-6.955146,21.44082,4.144149
rec.sport.baseball,-14.057755,-3.0757918,-13.809817
talk.politics.mideast,2.70148,19.256819,8.546518
talk.politics.mideast,20.352177,-8.448812,-7.983878
rec.sport.baseball,-12.350529,2.6365466,-16.33689
sci.med,13.428494,-11.406751,16.185175
comp.graphics,-18.365768,-8.966714,9.468117
sci.med,5.9120164,9.326253,23.945402
sci.med,3.0172365,7.66333,7.249858
talk.politics.mideast,15.643719,15.055567,-0.16749997
rec.sport.baseball,7.5419617,2.003192,-24.63261
rec.sport.baseball,12.8260145,-23.280256,8.208319
rec.sport.baseball,12.609758,4.096723,-16.657112
comp.graphics,-6.602977,-28.368082,1.6634475
sci.med,16.73555,7.66303,17.767921
rec.sport.baseball,0.4940467,-4.6462812,-18.836357
talk.politics.mideast,-8.028886,-2.6158714,-13.812315
sci.med,5.732183,-3.0985558,17.940237
rec.sport.baseball,9.290682,-7.9320526,-22.396515
comp.graphics,-12.818431,-18.847775,-5.1528597
talk.politics.mideast,8.783991,26.451727,-6.674676
comp.graphics,2.8357627,-22.50626,2.9042537
sci.med,-24.895897,9.56656,-3.6514459
talk.politics.mideast,-15.8695755,-6.680045,-10.874073
sci.med,7.6166883,3.5319662,20.214285
rec.autos,1.2826188,-12.534413,-8.2576065
comp.graphics,-3.13691,-31.046568,1.7838042
rec.autos,-15.007289,15.647949,-15.469471
sci.med,13.684748,-7.146635,21.241154
sci.med,-20.504784,21.05666,8.865097
rec.autos,-22.545286,8.89031,-0.5855615
rec.sport.baseball,-7.3427258,-7.707746,-13.30029
talk.politics.mideast,-17.889233,14.002672,1.1265011
sci.med,11.176087,6.6882358,23.579163
rec.autos,10.935018,-30.361435,3.5230772
rec.autos,-6.597333,-7.996392,-0.8891787
comp.graphics,-2.417287,-26.246681,-5.62736
talk.politics.mideast,-15.117504,-7.402676,-10.466352
talk.politics.mideast,10.986199,22.009937,0.51928717
rec.sport.baseball,7.5114703,-1.5489509,-21.703825
sci.med,-15.906642,27.74165,-5.0897818
rec.sport.baseball,-22.139406,-4.8386345,-9.863238
rec.autos,19.313637,-8.777246,-0.5120606
sci.med,11.2897215,-4.36213,22.728865
talk.politics.mideast,10.356223,20.787971,-4.134714
sci.med,-12.127176,7.025724,12.667157
comp.graphics,-9.565352,-26.748646,7.004404
talk.politics.mideast,1.4570894,14.285893,4.234374
talk.politics.mideast,-1.989157,12.648195,1.8163289
rec.sport.baseball,1.2900363,6.7908473,-16.378786
comp.graphics,-5.693649,-12.513224,-8.616531
sci.med,1.8558187,-4.1030445,27.51005
rec.autos,-1.6313349,-5.308945,4.689048
comp.graphics,5.653717,-24.07031,1.9359523
rec.autos,-2.8471284,-15.100832,-4.371852
talk.politics.mideast,7.935807,16.687277,8.769188
rec.sport.baseball,-13.098791,29.543312,-4.889167
rec.sport.baseball,11.605282,1.0594417,-12.675767
rec.sport.baseball,17.662565,-6.129087,-10.500934
rec.autos,9.581567,-8.095662,3.771968
comp.graphics,-10.744787,16.789707,16.163147
talk.politics.mideast,3.985261,17.055836,-4.8769403
