,x,y,z
rec.autos,3.8617132,-9.8347025,-1.7985806
comp.graphics,8.907646,3.5979598,-2.2840738
sci.med,10.40759,-3.8663216,-2.3006608
comp.graphics,6.65453,-0.08595035,-5.496021
rec.autos,-12.170147,15.704508,-0.7579483
comp.graphics,-11.309805,14.618776,0.32387823
rec.sport.baseball,5.6693115,-6.09684,6.589165
rec.autos,1.8628049,-5.134699,0.30380392
sci.med,-6.5645404,-8.977867,-4.5439434
talk.politics.mideast,-2.362736,10.03562,-0.34339732
rec.sport.baseball,-2.2766893,0.7619776,9.586909
rec.sport.baseball,3.9661663,-3.4991438,12.099984
rec.sport.baseball,0.050660945,-0.60805017,11.649507
sci.med,-5.312305,0.49936768,2.3968227
talk.politics.mideast,-10.257337,1.0419073,8.603044
rec.autos,0.2801197,-5.613897,-6.10518
rec.autos,5.0545797,-7.2689934,1.8723098
talk.politics.mideast,-10.693347,1.3810624,8.769651
rec.autos,-2.99702,2.8070674,-1.6328923
rec.autos,-0.17618476,1.9792453,-6.6382194
rec.autos,1.1967938,-8.750891,-5.177615
comp.graphics,-13.384684,2.966128,3.5664625
rec.autos,0.88761955,-3.7279663,-4.8597717
comp.graphics,8.361374,2.5427313,-8.288835
talk.politics.mideast,-10.146148,2.582037,8.373486
comp.graphics,10.247343,-2.061741,-4.784161
talk.politics.mideast,-7.2420816,-5.0183907,4.2375617
comp.graphics,5.387922,-8.4346285,2.4195917
rec.sport.baseball,4.2927337,7.061796,0.35461283
sci.med,-9.321655,2.9692335,-7.5366387
comp.graphics,7.248363,-0.99118537,-3.7780297
rec.sport.baseball,3.5816753,-9.960253,8.516671
sci.med,-7.696698,-2.3785396,-5.625081
talk.politics.mideast,-10.233214,0.024660083,8.097997
rec.sport.baseball,2.5176308,10.512255,4.064456
comp.graphics,5.203441,-8.723435,2.9139576
sci.med,-9.781141,2.831455,-6.270567
rec.sport.baseball,-4.6981635,15.958244,-0.09809346
sci.med,-8.00939,-1.7032706,-1.4624593
comp.graphics,11.157578,-6.45528,-8.035465
talk.politics.mideast,-6.702701,3.8328967,1.2123971
rec.autos,1.0524557,5.851576,-3.7624657
comp.graphics,7.927222,6.69555,-5.8309417
talk.politics.mideast,-4.6143146,7.7274895,3.312115
rec.sport.baseball,9.399815,4.1308937,4.2715254
rec.sport.baseball,10.324374,-10.898184,1.2340274
comp.graphics,8.112743,6.045935,-2.8147688
sci.med,-10.081497,9.913978,-2.5313141
rec.sport.baseball,0.838724,7.1231694,6.8799753
sci.med,-10.184612,-4.420618,-5.788231
sci.med,1.4764808,15.175957,-0.7584039
rec.sport.baseball,2.8796856,3.0087488,2.0628386
comp.graphics,7.5072722,3.2892442,-6.10503
sci.med,-6.2484884,-7.316842,1.7200223
comp.graphics,-8.975468,11.989103,-4.7143803
rec.autos,2.0534685,-3.7161593,-1.3405824
talk.politics.mideast,7.5929313,2.2678158,3.8118122
rec.autos,1.5667406,-3.3699615,-0.7010517
sci.med,-9.030222,-1.5826831,-5.0304775
rec.autos,2.7777774,-7.020902,0.7803873
sci.med,-7.2105894,3.4749432,-5.9098353
talk.politics.mideast,-8.382141,-2.1435168,2.2272933
comp.graphics,0.71461093,11.216315,-1.6373227
talk.politics.mideast,3.2629194,-13.588745,5.9166217
talk.politics.mideast,2.3056455,-13.499293,5.796841
rec.sport.baseball,6.850348,-9.409229,-0.7983784
talk.politics.mideast,-7.410631,6.9667044,5.424172
sci.med,-5.9619374,-1.290728,-3.3422637
rec.sport.baseball,5.185419,7.195499,-0.104103126
rec.sport.baseball,4.1219015,-13.446968,7.3067636
sci.med,-9.010557,2.5509357,-4.048788
sci.med,-6.102594,-4.212437,-7.9453464
rec.sport.baseball,3.7740307,1.5631098,8.777726
rec.sport.baseball,0.9311734,8.340518,3.5119994
rec.autos,0.14465722,7.017349,-3.732381
rec.sport.baseball,-4.6543794,13.804154,-7.4672704
rec.sport.baseball,7.9285336,-10.166326,3.9959285
talk.politics.mideast,-10.1733,10.874872,1.4686366
sci.med,-10.597997,-5.5873456,-6.53701
rec.autos,-1.2916247,-2.531288,-2.0977933
comp.graphics,10.4727545,-1.615745,-1.6366459
rec.sport.baseball,1.7807709,-8.386404,6.2041397
comp.graphics,10.333945,-0.80743074,-2.9428005
talk.politics.mideast,-7.5181923,8.930234,-0.6378595
rec.sport.baseball,7.783433,6.329559,2.429056
talk.politics.mideast,-6.6537614,3.7402422,1.0564097
talk.politics.mideast,3.650428,-13.340612,7.444065
rec.sport.baseball,5.5740876,4.441832,4.5529003
sci.med,-4.5025845,-13.853791,-2.1888318
comp.graphics,3.0280733,3.116864,1.2961731
sci.med,-10.107265,-3.9177842,-1.7410924
sci.med,-6.0303245,0.28535417,-1.1473747
talk.politics.mideast,-5.329284,-6.7940035,6.056631
rec.sport.baseball,4.753055,3.8200276,8.965693
rec.sport.baseball,10.41768,-7.399174,1.3202182
rec.sport.baseball,2.1768909,-1.3292627,10.559184
comp.graphics,12.385672,-4.70229,-7.2931256
sci.med,-8.163297,-8.185546,-0.009525648
rec.sport.baseball,1.7839832,0.45911068,6.0528464
talk.politics.mideast,9.159058,2.1663218,2.6260505
sci.med,-5.7478743,-3.0073724,-7.349832
rec.sport.baseball,-6.066316,-13.273358,-4.0086913
comp.graphics,7.7104874,2.67067,-9.356566
talk.politics.mideast,-11.908538,-0.035389785,7.1263504
comp.graphics,8.941185,-7.3686895,-3.8261218
sci.med,0.51441324,16.250206,-1.2388792
talk.politics.mideast,6.688577,6.5416737,-1.0133083
sci.med,-9.548212,-4.0037394,-4.7236514
rec.autos,9.923635,-0.95020354,1.4420184
comp.graphics,13.330848,-5.449533,-6.6774487
rec.autos,-4.164171,10.676301,-5.3051987
sci.med,-6.0879583,-12.162112,-2.4765007
sci.med,-4.4749646,12.034532,-6.837285
rec.autos,0.30189994,14.86885,-2.891417
rec.sport.baseball,7.0184903,4.6821513,2.7386115
talk.politics.mideast,-2.0451374,11.324763,-1.1643242
sci.med,-9.447908,-4.3578625,-7.6672416
rec.autos,11.447743,-11.657647,0.99086434
rec.autos,3.18904,-0.24449141,-3.678
comp.graphics,9.621235,-8.8734455,-7.0483356
talk.politics.mideast,7.0005817,6.258533,-1.0267787
talk.politics.mideast,-8.195457,0.91729164,7.3034554
rec.sport.baseball,5.789311,1.2933682,8.0988245
sci.med,-8.82742,16.018623,0.7196042
rec.sport.baseball,8.605923,9.614142,-2.035818
rec.autos,1.0423411,-13.909176,4.8792205
sci.med,-5.600086,-11.342051,-2.039378
talk.politics.mideast,-8.946571,-1.2595936,8.069499
sci.med,9.274502,3.202555,1.2683434
comp.graphics,12.60237,-1.2802953,-5.3803225
talk.politics.mideast,-4.5249386,8.519919,-1.7617422
talk.politics.mideast,-6.306478,2.371729,2.114984
rec.sport.baseball,-1.5217243,3.1713343,7.916166
comp.graphics,8.505343,-1.034526,-6.841202
sci.med,-5.3835692,-4.773661,-5.1904135
rec.autos,0.50805753,-4.951367,-6.540717
comp.graphics,10.117378,-8.439599,-3.2301123
rec.autos,3.7715569,-1.9708276,-7.1936154
talk.politics.mideast,-7.2336392,1.2154773,1.1932634
rec.sport.baseball,-9.77213,17.653793,-0.87578857
rec.sport.baseball,1.8922677,-4.1024623,8.514018
rec.sport.baseball,2.7593386,-8.374135,6.8366313
rec.autos,-0.47194964,-8.503704,-2.625911
comp.graphics,-13.416819,2.5288405,3.4191682
talk.politics.mideast,-5.385754,2.5280392,4.6414046
talk.politics.mideast,-11.831934,-2.36492,9.435242
rec.autos,5.2932677,1.8768432,1.1413763
comp.graphics,6.0416226,4.1103196,-6.2257037
comp.graphics,5.3525,7.5088744,-1.3941085
talk.politics.mideast,-10.131273,18.099327,2.746998
comp.graphics,6.5586085,6.8371773,-6.3358746
rec.sport.baseball,0.6803697,0.68331194,10.249702
rec.autos,0.52648365,-7.977025,-1.0009508
rec.autos,7.454731,-8.044014,-1.3122613
rec.autos,2.2649753,4.8421826,-5.3039613
rec.autos,0.10809155,8.237442,-5.122919
sci.med,-8.744925,-6.3078833,-1.0847224
rec.autos,-3.521977,-1.664002,-8.570553
sci.med,6.4412613,-4.754639,0.38952836
rec.autos,-2.470989,-4.6834726,-3.6017504
rec.sport.baseball,7.6287436,-11.968062,2.5450974
sci.med,-3.02817,-4.3035784,2.8891516
rec.autos,5.6678343,-9.105069,0.545289
sci.med,9.963263,4.489334,0.3215158
comp.graphics,4.6862483,7.264683,-3.2183795
comp.graphics,15.070527,-4.8278065,-1.7082236
talk.politics.mideast,-2.6301117,7.6634607,-1.4732904
sci.med,-7.8548574,-2.0521157,-6.5919533
rec.sport.baseball,4.1287413,-7.7477474,5.9299397
comp.graphics,15.872995,-6.2664227,-4.0404286
talk.politics.mideast,-10.445407,-0.6885122,8.122463
rec.autos,1.7832068,-0.9414364,-5.837912
comp.graphics,6.198208,8.628916,-4.1256256
comp.graphics,10.505046,-7.3699484,-2.5660996
sci.med,-5.8894434,4.1238565,-2.2060506
rec.sport.baseball,2.5638282,7.587327,1.7620454
rec.sport.baseball,-4.82128,15.99778,-0.11339347
rec.sport.baseball,-10.766879,16.631063,-1.9863087
rec.sport.baseball,3.6417189,-6.4042945,10.687464
rec.sport.baseball,0.21687552,13.939748,-1.205335
talk.politics.mideast,-10.056106,10.264931,1.1330826
rec.autos,2.9342809,1.4207495,-2.647062
rec.autos,-0.5812776,1.5084847,-6.3470736
talk.politics.mideast,-8.182448,-2.6945271,2.402295
talk.politics.mideast,-6.4613543,2.166385,1.885976
comp.graphics,14.216433,-4.897529,-1.2584735
rec.autos,2.0906243,-4.799606,0.4820693
comp.graphics,-11.491878,14.492022,-1.1436872
sci.med,-5.719582,1.097562,-7.0627
comp.graphics,12.265785,-2.0109558,-8.583454
comp.graphics,9.978023,0.5206095,-5.6277533
rec.sport.baseball,4.1224856,-9.500961,5.1254625
rec.autos,6.5211735,0.6084891,0.9737561
comp.graphics,-8.053584,12.844196,-2.6717632
rec.sport.baseball,-1.0616043,3.6994011,11.201074
sci.med,-8.219393,-0.5375601,-4.8261795
rec.autos,-0.1270264,-6.9909906,-2.3358238
rec.sport.baseball,1.5841618,9.964725,2.3903365
comp.graphics,12.911783,-6.6026993,-7.6746125
talk.politics.mideast,-11.962205,-3.2241507,8.107733
sci.med,-9.702387,19.160276,2.3866038
rec.sport.baseball,0.8715668,4.443451,8.26321
rec.autos,8.67362,4.6826043,1.8771701
rec.autos,-2.2141733,9.090974,-3.012406
rec.autos,-2.2941606,5.182598,-3.448913
talk.politics.mideast,-10.519742,4.9683347,3.9893558
rec.sport.baseball,-0.525771,5.386519,11.084826
rec.autos,1.7843331,6.6032815,-5.960029
sci.med,-9.802447,15.392359,0.3967523
comp.graphics,13.060766,-3.2888558,-2.989249
rec.sport.baseball,-8.211837,11.710006,-2.0389087
comp.graphics,7.0348682,-5.526663,-4.645266
rec.sport.baseball,7.037083,2.1833377,6.0444164
talk.politics.mideast,-13.057549,1.1897814,8.90645
sci.med,-7.911112,-6.669439,-5.0569086
rec.autos,0.74490416,-2.819017,-3.3550732
rec.autos,3.5069363,-16.486088,7.347027
rec.autos,2.1449487,5.0569105,-3.8972068
sci.med,8.447983,6.4813266,2.0978882
sci.med,-8.477452,-1.8774,-4.683174
rec.autos,0.28785905,5.5566,-0.52711517
talk.politics.mideast,-7.9036736,2.2944655,5.0803804
talk.politics.mideast,-11.322542,0.36925885,7.8295217
comp.graphics,10.117832,-5.093561,-3.736693
sci.med,-11.311678,-1.27219,-2.7636108
sci.med,6.768495,-9.133514,-0.91550255
talk.politics.mideast,-2.6374595,6.0461755,0.3672502
talk.politics.mideast,-2.849803,5.6776223,0.5772812
sci.med,-8.405432,0.40926167,-0.9898337
sci.med,-10.528739,14.881061,-0.25842243
rec.autos,2.515607,-1.3029567,-3.4377506
rec.autos,2.5022128,-3.4518104,-3.2219045
talk.politics.mideast,-2.9344199,5.1172347,0.9348493
comp.graphics,12.316012,0.91131115,-5.7634783
talk.politics.mideast,-5.359012,-1.9823757,4.832178
talk.politics.mideast,-2.98799,6.9944015,0.97384536
talk.politics.mideast,-10.24136,2.2950804,8.108195
talk.politics.mideast,-7.169805,0.17652893,4.1313825
rec.autos,5.0915127,-0.6619416,1.010203
talk.politics.mideast,-9.035292,-0.731634,4.228502
rec.autos,1.1257684,-0.4706006,-4.1489754
talk.politics.mideast,-10.310827,16.618597,3.1516829
rec.sport.baseball,0.98322874,9.578871,2.7364419
rec.autos,-0.1436171,-6.107263,-4.4444118
talk.politics.mideast,-10.391204,0.95793664,8.787539
rec.sport.baseball,4.7113914,-7.008481,2.2435231
talk.politics.mideast,7.680723,-8.507872,3.246236
talk.politics.mideast,-1.5683734,1.7195958,4.003996
sci.med,-2.5892842,-9.216767,-5.500161
rec.sport.baseball,1.5863061,-7.7514973,8.3428135
rec.sport.baseball,0.860661,1.9158921,7.750646
sci.med,-3.3002138,-3.56271,0.056717895
rec.autos,2.0142455,-0.6772351,-6.677598
rec.autos,0.6897372,14.366844,-1.5277425
rec.sport.baseball,2.0350716,-4.3544993,10.888811
rec.sport.baseball,1.6265843,2.576023,8.963573
sci.med,-7.9700737,2.5301425,-4.5616446
rec.autos,0.67444307,-7.980702,-1.4671692
talk.politics.mideast,-3.5443466,10.748839,2.1441665
rec.sport.baseball,5.1517572,2.9161859,6.575884
talk.politics.mideast,-5.282146,2.4169345,4.7909966
sci.med,-8.453054,15.497651,1.0526464
rec.autos,2.5423472,5.940207,-3.9775603
comp.graphics,-11.431695,15.046495,-0.3692905
rec.autos,-2.5888684,-2.4155529,-8.8796
comp.graphics,5.6927214,1.9080262,-4.5682096
rec.autos,-2.7186127,4.3972616,6.8989363
sci.med,-7.9984884,-6.530048,-1.5633162
sci.med,-7.270372,-2.672594,-1.546633
rec.autos,-3.1860476,2.178668,-0.84229493
rec.sport.baseball,-1.0489738,3.2157853,11.230152
comp.graphics,9.65691,2.1832902,-5.455976
rec.autos,1.0650452,-8.906117,0.9957591
talk.politics.mideast,-13.118432,1.2898802,8.874168
comp.graphics,-8.989056,11.949973,-4.4204674
talk.politics.mideast,-3.1322753,12.979714,-2.0703666
rec.autos,-2.110714,11.67154,5.560405
talk.politics.mideast,-8.259327,2.1632264,7.850718
rec.autos,0.68875873,-11.507018,0.8392523
rec.autos,7.074573,-8.872821,2.985451
rec.sport.baseball,1.2514127,7.08274,9.295268
comp.graphics,12.968368,-3.8089342,-4.1625066
talk.politics.mideast,-5.331059,0.49510273,2.7407906
sci.med,-6.7372932,-11.37488,-2.5465245
sci.med,-8.2276125,-6.4847717,-3.255024
sci.med,-7.0906377,2.1856065,-5.2636085
comp.graphics,3.1610913,-1.605936,-4.2552185
rec.autos,-0.05100795,-10.067552,-4.111581
rec.autos,-0.075026736,-6.129117,-4.568427
talk.politics.mideast,-11.214084,-0.7332486,9.224806
comp.graphics,12.92989,-1.4315,-5.302251
rec.sport.baseball,0.1419287,4.2216578,3.795904
rec.autos,0.5083613,15.262567,-2.0464895
sci.med,-4.444432,-4.4673543,-3.9576027
rec.autos,2.842412,-10.942753,0.6823583
rec.autos,3.2195964,-8.051979,-1.891529
