,x,y,z
rec.autos,-9.027159,-11.687974,-14.076996
comp.graphics,24.892366,8.218531,-5.2138853
sci.med,16.711414,3.6493993,-6.892096
comp.graphics,-18.662954,-9.649735,-2.6772225
rec.autos,-8.891965,-12.811764,-2.2130468
comp.graphics,10.489144,-2.4603004,-10.604805
rec.sport.baseball,-1.6826459,10.378822,3.3408377
rec.autos,-14.9460125,-18.282038,0.93341887
sci.med,-3.6147125,-1.712939,17.421116
talk.politics.mideast,13.402472,16.513134,-1.1536663
rec.sport.baseball,-7.46052,4.1487627,2.8753428
rec.sport.baseball,-9.586139,9.160492,-6.915271
rec.sport.baseball,-3.540211,3.3187418,7.789416
sci.med,-6.2248216,-3.1702158,8.266574
talk.politics.mideast,1.1505135,13.045172,-14.510895
rec.autos,-8.402059,-12.431622,4.0428357
rec.autos,17.121637,2.6182234,3.904308
talk.politics.mideast,1.1541286,12.89301,-19.039145
rec.autos,-16.985525,0.5874764,11.290464
rec.autos,-10.205512,-21.912666,-3.5699992
rec.autos,-7.5873647,-15.727606,-0.39666954
comp.graphics,5.745471,-9.387977,-6.8183928
rec.autos,-16.843481,-4.380215,7.807401
comp.graphics,-9.816804,-8.099985,-16.650747
talk.politics.mideast,-4.3611846,20.851538,2.1523404
comp.graphics,-0.9123472,0.6453883,-14.429199
talk.politics.mideast,0.39985913,16.281706,13.764114
comp.graphics,5.0774345,2.2982435,-10.325691
rec.sport.baseball,3.6037283,16.329634,5.600547
sci.med,-6.2471714,-27.149986,6.09621
comp.graphics,-24.407246,-9.668311,0.4968505
rec.sport.baseball,-7.5082097,11.971976,6.4943213
sci.med,2.3102648,-6.140198,4.175161
talk.politics.mideast,-0.19728749,16.859522,-17.284607
rec.sport.baseball,-13.218806,4.7903233,6.986078
comp.graphics,5.907148,1.095651,-13.680955
sci.med,19.392937,-18.378893,2.1004217
rec.sport.baseball,-11.187015,6.1380987,-13.979125
sci.med,9.091052,-4.4640937,13.753692
comp.graphics,12.650729,0.045592476,-18.08825
talk.politics.mideast,16.196213,14.525233,-4.8225346
rec.autos,0.995933,10.465361,20.473656
comp.graphics,-16.64984,0.072772965,1.8540219
talk.politics.mideast,15.462138,22.429245,3.0233476
rec.sport.baseball,15.641866,9.742462,0.6395007
rec.sport.baseball,20.332523,4.4463577,-4.102152
comp.graphics,-17.406488,-3.9119985,-3.9189825
sci.med,0.5484666,-11.953748,19.687986
rec.sport.baseball,-0.5996553,15.958808,5.195463
sci.med,4.225966,-7.5742235,10.059436
sci.med,0.7193495,-4.332738,27.778025
rec.sport.baseball,-3.3749557,18.713142,-1.3443552
comp.graphics,3.7698424,-7.2118797,-17.311213
sci.med,4.9581103,0.45047334,11.175915
comp.graphics,-12.331254,-14.725854,-16.373362
rec.autos,-6.0496874,-15.807035,4.3534374
talk.politics.mideast,22.725872,-14.204143,4.2110248
rec.autos,-14.736211,-5.803886,11.896074
sci.med,-11.801315,-20.79399,7.360064
rec.autos,4.8132777,-13.300159,-3.4559422
sci.med,-13.7741585,-14.546981,17.905785
talk.politics.mideast,18.459797,-16.840088,-5.2869353
comp.graphics,-15.970887,-1.8971187,-18.146702
talk.politics.mideast,2.7433355,3.0931048,3.894564
talk.politics.mideast,7.6040673,1.7171438,3.578588
rec.sport.baseball,-11.315399,-6.2717314,-22.874384
talk.politics.mideast,15.156123,7.605942,6.33008
sci.med,5.6451764,1.2371911,16.312994
rec.sport.baseball,7.6941586,8.351999,1.1298549
rec.sport.baseball,2.4577138,0.8446169,1.4395956
sci.med,3.7191749,-2.8883178,20.140858
sci.med,0.7086011,-19.716684,15.901772
rec.sport.baseball,-10.887452,8.20365,-3.2232707
rec.sport.baseball,-12.524983,16.39703,-12.804765
rec.autos,16.664108,-13.780018,1.8972204
rec.sport.baseball,-15.799325,11.4016485,-3.5215173
rec.sport.baseball,12.346127,4.01277,-9.6035385
talk.politics.mideast,9.373995,16.949732,1.0274426
sci.med,8.995078,-8.104302,17.614822
rec.autos,-2.002956,-19.562159,-10.136995
comp.graphics,1.1445575,-6.1422853,-15.324082
rec.sport.baseball,-1.4721049,-0.53421926,-1.7287004
comp.graphics,3.3826642,-4.0247355,-14.887684
talk.politics.mideast,9.072708,12.355977,-7.976952
rec.sport.baseball,6.960558,7.629132,-11.8741
talk.politics.mideast,16.77941,15.679801,-5.1540422
talk.politics.mideast,6.673345,18.957254,2.5038407
rec.sport.baseball,0.7232559,12.223942,5.955093
sci.med,-9.563522,-7.345582,15.81671
comp.graphics,-9.329483,-17.12459,-16.369787
sci.med,7.220023,-17.96534,8.553027
sci.med,-2.3207173,-20.411377,6.6546955
talk.politics.mideast,5.1134796,7.252256,3.043272
rec.sport.baseball,-1.1147913,8.590827,-9.68031
rec.sport.baseball,14.391315,-1.8481443,-5.1710052
rec.sport.baseball,-13.170052,7.9669657,0.20231405
comp.graphics,5.66565,2.5166724,-20.859604
sci.med,0.052021675,2.5248094,15.169301
rec.sport.baseball,-4.5720677,4.6841416,-1.9487379
talk.politics.mideast,9.1179905,11.995323,0.70975363
sci.med,-3.6116297,-1.7289997,17.413858
rec.sport.baseball,-14.737064,11.983526,5.579049
comp.graphics,-22.771883,-8.49293,-7.790976
talk.politics.mideast,4.430411,11.570283,-19.589409
comp.graphics,6.579238,-3.2194686,-13.633558
sci.med,9.936451,-13.5164995,13.844937
talk.politics.mideast,13.849309,-1.2181311,22.805729
sci.med,4.173991,-4.2096004,11.7799425
rec.autos,-5.7363753,-5.236468,7.336293
comp.graphics,-3.767395,-1.0641232,-21.549334
rec.autos,-5.6395574,5.5783052,16.208628
sci.med,10.772918,-7.380615,10.152997
sci.med,22.74912,0.20498616,-7.368584
rec.autos,-16.283955,-13.983885,-10.781465
rec.sport.baseball,22.498674,-14.388484,4.3803077
talk.politics.mideast,15.987177,21.659412,2.197932
sci.med,-3.0052524,-10.688295,9.24734
rec.autos,11.45405,1.0106223,-2.236591
rec.autos,-7.2628374,-1.2107904,6.043795
comp.graphics,23.47984,1.0096401,11.245624
talk.politics.mideast,17.777178,13.759614,5.844662
talk.politics.mideast,7.572782,26.490774,-1.7333711
rec.sport.baseball,-15.463696,9.6794815,9.351845
sci.med,-1.3178408,-15.710802,21.22279
rec.sport.baseball,-1.4844966,4.504218,-21.382683
rec.autos,1.0411646,3.0765378,0.053682573
sci.med,-9.797336,-7.877037,-22.663168
talk.politics.mideast,3.8528996,17.884672,-12.611348
sci.med,-13.775174,-14.538158,17.917461
comp.graphics,4.180308,-4.0634723,-18.793968
talk.politics.mideast,8.862113,18.964048,15.953065
talk.politics.mideast,10.465916,20.688824,9.0780735
rec.sport.baseball,-11.72274,4.7738805,-13.240427
comp.graphics,20.09301,-8.2260475,-6.9014177
sci.med,-6.7739525,-0.6526577,26.738235
rec.autos,-3.5941534,-14.783191,0.22543193
comp.graphics,9.162499,-1.8771853,-24.42836
rec.autos,4.819953,-19.449291,-8.157045
talk.politics.mideast,0.47135645,16.071512,13.684595
rec.sport.baseball,-15.711987,1.4551836,-8.698258
rec.sport.baseball,-8.07679,10.40682,-11.415397
rec.sport.baseball,-2.7056346,1.8185135,3.498718
rec.autos,-17.718609,-4.426461,7.4348874
comp.graphics,2.2394357,-6.6982636,-9.078894
talk.politics.mideast,10.305045,22.717958,-1.2202406
talk.politics.mideast,9.486028,16.295343,2.9202363
rec.autos,4.599375,5.810751,-12.400992
comp.graphics,12.486675,-13.466901,-9.980984
comp.graphics,9.768336,4.3020716,24.155321
talk.politics.mideast,-7.329177,19.303545,-12.192996
comp.graphics,-17.215506,-4.735009,-5.074528
rec.sport.baseball,-18.582008,16.076353,1.0811574
rec.autos,-8.548283,-6.3756766,-6.9562016
rec.autos,-4.6498656,-9.288196,-7.587898
rec.autos,13.991806,-14.560478,-2.5673542
rec.autos,-8.801629,-22.199291,-1.900851
sci.med,-8.561123,-15.095646,9.975068
rec.autos,-9.090422,8.975701,20.632242
sci.med,20.700151,-3.2734826,8.343291
rec.autos,-15.04582,-11.924948,7.588347
rec.sport.baseball,3.954788,4.1272054,-1.2215372
sci.med,1.4806415,3.251074,7.9954
rec.autos,1.1377517,1.4618574,-6.072935
sci.med,2.7297578,6.434217,15.711686
comp.graphics,24.590216,0.993068,10.245492
comp.graphics,6.9069204,-11.276044,-23.24541
talk.politics.mideast,-2.6603808,26.998215,2.088407
sci.med,-9.704108,-3.4685676,18.513098
rec.sport.baseball,-17.20208,3.4834669,5.3469725
comp.graphics,0.7678626,-0.97940505,-12.41998
talk.politics.mideast,4.410308,13.686451,-18.298973
rec.autos,-3.1563594,-16.058348,-6.2196784
comp.graphics,7.3613033,-13.047827,-15.018723
comp.graphics,3.0683835,-4.422876,-22.040457
sci.med,8.202128,-17.880497,16.574717
rec.sport.baseball,-14.655314,5.3444915,-13.836103
rec.sport.baseball,-22.077131,13.740385,-1.4246297
rec.sport.baseball,18.290043,12.110586,-11.130509
rec.sport.baseball,-14.873923,12.607495,-6.4468775
rec.sport.baseball,-16.826384,10.664576,-17.037697
talk.politics.mideast,5.8408313,17.640226,-0.765811
rec.autos,-1.4150102,-9.866892,-6.68313
rec.autos,-13.611512,-5.7645535,12.19618
talk.politics.mideast,8.481828,16.20644,-15.586584
talk.politics.mideast,-7.0354915,19.677559,11.751228
comp.graphics,7.2737823,-12.967256,-15.079897
rec.autos,-1.8618933,-20.236217,-10.870423
comp.graphics,-2.619618,-7.723182,-11.165395
sci.med,-0.063030824,-13.447793,12.293607
comp.graphics,-3.7472653,-5.1135464,-15.78445
comp.graphics,-3.030527,-4.293898,-21.335999
rec.sport.baseball,-3.8494017,8.82559,1.508848
rec.autos,-5.8436327,-25.52889,0.6275233
comp.graphics,-6.827523,-7.1767597,-11.546153
rec.sport.baseball,-17.554422,14.254268,-5.4706926
sci.med,14.271689,-9.755989,11.8311405
rec.autos,-0.20558552,-11.896823,1.5956042
rec.sport.baseball,-22.02394,12.824606,-8.232081
comp.graphics,15.922716,-3.5196264,-15.746795
