,x,y,z
rec.autos,7.7973957,-22.38018,3.4596825
comp.graphics,12.224035,9.02467,4.951557
sci.med,21.951694,-0.24807613,0.97958183
comp.graphics,9.532695,2.1464639,10.52583
rec.autos,-15.936078,24.562048,-17.531242
comp.graphics,-15.641398,26.0633,-14.873216
rec.sport.baseball,21.475286,-10.424657,-19.052822
rec.autos,9.180048,-17.206102,-10.269249
sci.med,0.03977728,-22.921934,21.92083
talk.politics.mideast,-7.470408,15.584427,-1.0946345
rec.sport.baseball,-2.514552,-7.933431,-26.925377
rec.sport.baseball,11.802199,-5.8226924,-25.204136
rec.sport.baseball,-2.3810186,7.4876056,-25.209396
sci.med,-12.145078,-5.365152,11.672307
talk.politics.mideast,-26.167265,5.36455,6.0618987
rec.autos,-3.6076648,-23.88938,-6.8916907
rec.autos,-16.088877,-11.756951,-13.285335
talk.politics.mideast,-27.910585,6.7975817,2.0303473
rec.autos,-11.434168,0.06492977,5.4092536
rec.autos,0.24351218,0.04403673,4.7641726
rec.autos,3.7438703,-24.811047,8.341162
comp.graphics,-13.750046,21.423246,20.073256
rec.autos,-4.222552,-19.502104,-1.2338127
comp.graphics,9.983755,8.790077,17.49931
talk.politics.mideast,-28.100552,8.336248,0.902948
comp.graphics,18.559677,4.6892877,6.884763
talk.politics.mideast,-29.01389,-10.773878,-4.782562
comp.graphics,17.95649,-25.247927,0.50516725
rec.sport.baseball,5.048894,14.53746,-4.3184376
sci.med,-10.348067,6.084006,30.346077
comp.graphics,8.315077,-3.0283642,9.648582
rec.sport.baseball,15.6344,-10.741339,-20.512735
sci.med,-3.4079869,-1.501185,16.353212
talk.politics.mideast,-28.271057,7.1563625,-2.6281724
rec.sport.baseball,3.3256137,15.557215,-22.71964
comp.graphics,17.955694,-25.244385,0.5097307
sci.med,-9.106495,6.9401603,26.19063
rec.sport.baseball,1.8214474,26.099161,-20.438599
sci.med,-19.030535,-5.418911,6.0514703
comp.graphics,15.671287,-0.7659291,25.595959
talk.politics.mideast,-27.88,-8.341332,-13.73176
rec.autos,6.0322213,19.004347,-1.2110482
