,x,y,z
rec.autos,0.30094525,-0.14721166,0.0039387043
comp.graphics,0.25021055,-0.032014642,-0.34809688
sci.med,0.28830233,-0.026523601,-0.09770285
comp.graphics,0.04625761,-0.09801698,-0.4587625
rec.autos,0.29439452,-0.41735607,-0.22779188
comp.graphics,0.25730264,-0.06260934,-0.5925986
rec.sport.baseball,0.46116447,0.03161601,0.046190046
rec.autos,0.2641655,-0.26641256,-0.37142757
sci.med,-0.46762577,-0.23885179,-0.02327172
talk.politics.mideast,-0.73353153,0.81421494,0.08998306
rec.sport.baseball,-0.071305305,0.18704276,0.23658466
rec.sport.baseball,0.63234633,-0.08461203,0.8410833
rec.sport.baseball,0.57858324,-0.07606116,0.8012662
sci.med,-0.00032939695,0.06095169,-0.15847021
talk.politics.mideast,-1.1003778,1.0438412,0.35979888
rec.autos,0.38876244,-0.55471665,-0.3814427
rec.autos,0.22015242,0.080597974,0.19374439
talk.politics.mideast,-1.1774662,1.125074,0.40346882
rec.autos,-0.4170301,0.3165045,0.0341354
rec.autos,0.30665484,-0.4434188,-0.34810248
rec.autos,0.21343544,-0.3273103,-0.15992953
comp.graphics,-0.31672922,-0.11628367,-0.9822599
rec.autos,0.40430242,-0.48934093,-0.36660287
comp.graphics,0.34644496,-0.014346359,-0.55437505
talk.politics.mideast,-0.914711,0.8555505,0.24821584
comp.graphics,0.28668463,-0.020785874,-0.49578658
talk.politics.mideast,-0.5278377,0.4722093,0.07410881
comp.graphics,0.2994072,-0.013210328,-0.2297152
rec.sport.baseball,0.2836625,-0.05823035,0.1028854
sci.med,-0.6389605,-0.33962873,-0.10185885
comp.graphics,0.07972418,-0.08165975,-0.2026032
rec.sport.baseball,0.3251608,-0.039193034,0.25870728
sci.med,0.23679204,-0.09472263,0.23575976
talk.politics.mideast,-1.2004331,1.126674,0.40514016
rec.sport.baseball,0.514667,-0.052911054,0.74815637
comp.graphics,0.32635468,-0.0014254219,-0.14524236
sci.med,-0.35357282,-0.20000705,-0.13297477
rec.sport.baseball,0.75874,-0.11649928,1.2644892
sci.med,-0.64180946,-0.35885125,-0.11433751
comp.graphics,0.25856122,-0.061205644,-0.45136333
talk.politics.mideast,-1.0644559,1.4376645,-0.046757605
rec.autos,0.41585037,-0.63130504,-0.3934511
comp.graphics,0.2998645,-0.039692555,-0.63779706
talk.politics.mideast,-0.34883755,0.36761686,0.029226791
rec.sport.baseball,0.35399434,-0.03945828,0.2171505
rec.sport.baseball,0.3530455,-0.033621013,-0.052281957
comp.graphics,0.21345067,-0.05303633,-0.1658077
sci.med,-0.2450811,-0.13651098,-0.12739551
rec.sport.baseball,0.5450587,-0.069125555,0.72459424
sci.med,-0.44508076,-0.22154313,-0.0447064
sci.med,-0.63830036,-0.28311762,-0.08184328
rec.sport.baseball,0.3172277,-0.08672411,0.465622
comp.graphics,0.27720723,-0.07198582,-0.35769373
sci.med,-0.09959774,0.16991036,-0.0334646
comp.graphics,0.33720306,-0.03178161,-0.5936705
rec.autos,0.25843945,-0.11551022,-0.21330206
talk.politics.mideast,-0.27712622,0.29306075,0.064408
rec.autos,0.2944029,-0.39613086,-0.28517878
sci.med,-0.84245294,-0.45057726,-0.11162954
rec.autos,0.24857283,-0.13033895,-0.048987366
sci.med,-0.45119599,-0.20206155,-0.1129198
talk.politics.mideast,-0.692681,0.69416434,0.10982102
comp.graphics,-1.0291425,-0.34697354,-0.541033
talk.politics.mideast,0.49778777,0.09988215,0.0354165
talk.politics.mideast,1.6464365,0.66156965,-0.20113555
rec.sport.baseball,0.17996676,0.07221974,0.041373357
talk.politics.mideast,-0.78984237,0.7405244,0.10508136
sci.med,-0.9938716,-0.3183807,-0.4837298
rec.sport.baseball,0.22460516,-0.031923365,-0.034028374
rec.sport.baseball,0.6497323,0.13310993,0.09611105
sci.med,-0.53385335,-0.2607135,-0.084909245
sci.med,-0.36837307,-0.35531923,-0.05149225
rec.sport.baseball,0.55522275,-0.07000314,0.6644766
rec.sport.baseball,0.6454434,-0.09459754,1.0183129
rec.autos,0.005503585,-0.26220772,-0.2269862
rec.sport.baseball,0.51095784,-0.072635084,0.581593
rec.sport.baseball,0.5658003,0.07148203,0.17776488
talk.politics.mideast,-1.0186826,0.9697962,0.30067825
sci.med,-0.4932179,-0.26265237,-0.07037495
rec.autos,0.16951694,-0.18007298,-0.16905554
comp.graphics,0.32602468,-0.00094680826,-0.3757321
rec.sport.baseball,0.22795375,-0.13358767,-0.14415678
comp.graphics,0.3117354,-0.015269925,-0.41385296
talk.politics.mideast,-0.69629174,0.72968143,0.06329846
rec.sport.baseball,0.55065095,0.056173146,0.20872678
talk.politics.mideast,-1.0581828,1.4257176,-0.044201545
talk.politics.mideast,0.48084036,0.06709842,0.069616705
rec.sport.baseball,0.5098949,-0.06315144,0.60362077
sci.med,-0.28127375,-0.14627683,-0.10238435
comp.graphics,0.2444948,-0.03735097,-0.2693403
