,x,y,z
rec.autos,-4.8718343,-14.804255,1.5766493
comp.graphics,19.578981,3.542752,1.5226427
sci.med,10.490182,-17.475256,-9.72428
comp.graphics,13.368959,-6.3604074,-10.164029
rec.autos,-15.018148,23.764442,-15.28855
comp.graphics,-11.793973,27.252098,-13.888992
rec.sport.baseball,-7.5815115,-12.435251,-17.657661
rec.autos,2.1799319,-19.629498,-2.54792
sci.med,-10.161259,-14.130274,26.754702
talk.politics.mideast,4.183435,20.256067,0.8468712
rec.sport.baseball,-10.675184,5.571814,-21.023705
rec.sport.baseball,-8.444199,-4.404877,-31.835659
rec.sport.baseball,7.754154,4.249907,-27.010822
sci.med,-0.5887595,-1.3319838,14.7386055
talk.politics.mideast,-24.348577,21.764338,11.520556
rec.autos,-18.560951,-15.479107,2.56665
rec.autos,-22.89107,-7.7333164,1.4103916
talk.politics.mideast,-23.153141,18.686026,8.651317
rec.autos,-13.353582,-4.5767336,17.937279
rec.autos,-13.21634,-3.7490854,3.3035946
rec.autos,-11.413322,-27.995949,-0.6908688
comp.graphics,5.7414894,26.651066,21.201134
rec.autos,-11.578758,-10.135903,-0.48238194
comp.graphics,28.644539,-1.1883212,6.50517
talk.politics.mideast,-23.502403,17.704454,7.5678797
comp.graphics,18.152481,-13.643454,2.0492363
talk.politics.mideast,-21.215824,1.8236583,17.693295
comp.graphics,-7.11629,-21.966185,-15.269489
rec.sport.baseball,6.6427927,10.934967,0.46881488
sci.med,6.533007,3.290523,31.221281
comp.graphics,11.464675,-8.558831,-15.470909
rec.sport.baseball,-10.817557,-11.712538,-22.923384
sci.med,5.1701765,-1.0082575,14.812244
talk.politics.mideast,-26.258192,15.818622,7.301302
rec.sport.baseball,10.289448,18.912653,-17.02223
comp.graphics,-7.085788,-21.935274,-15.253697
sci.med,7.222715,4.3047237,29.613173
rec.sport.baseball,0.6544528,22.021366,-20.487087
sci.med,-4.2831726,14.346197,22.710285
comp.graphics,24.825665,-16.713625,8.082317
talk.politics.mideast,-15.345343,12.72995,28.705963
rec.autos,3.5700688,5.8330975,-4.869256
comp.graphics,29.41773,1.2865694,-2.6492307
talk.politics.mideast,3.978911,31.294277,-1.6619232
rec.sport.baseball,16.33473,2.2970762,-10.506147
rec.sport.baseball,11.908998,-30.400646,-0.29503277
comp.graphics,27.499283,7.3371153,-7.0176463
sci.med,-12.316604,1.9697249,28.997124
rec.sport.baseball,3.3620703,12.769908,-19.71144
sci.med,4.54783,-4.2862396,26.615255
sci.med,22.756409,26.13625,-1.8782028
rec.sport.baseball,6.8271837,-1.5752687,-18.793976
comp.graphics,-14.100685,-13.033549,9.70785
sci.med,-25.165476,-7.0304804,1.0935973
comp.graphics,-10.718166,19.069887,-5.0147314
rec.autos,-9.276107,-13.134622,-7.218637
talk.politics.mideast,-21.649948,7.56586,-0.86559373
rec.autos,-6.735461,-20.16275,6.15088
sci.med,9.282635,2.0223856,24.386913
rec.autos,-1.7154393,-22.648499,-6.232461
sci.med,14.503979,4.820915,26.017166
talk.politics.mideast,-19.73744,-0.085128486,-1.7124496
comp.graphics,16.881115,12.709271,-0.9722269
talk.politics.mideast,-28.005842,-5.32974,-8.022436
talk.politics.mideast,10.182184,-16.562738,-2.155297
rec.sport.baseball,7.1468506,-5.923288,6.3310914
talk.politics.mideast,-6.570898,22.599787,22.452095
sci.med,16.397028,3.658478,13.7025385
rec.sport.baseball,15.4689045,4.388305,-0.6353459
rec.sport.baseball,-17.67763,-12.312864,-16.445091
sci.med,6.159693,18.597538,17.471472
sci.med,-9.094722,-19.893513,23.762833
rec.sport.baseball,-2.4359598,7.4081197,-25.642065
rec.sport.baseball,2.9494882,13.100944,-18.77864
rec.autos,-16.51127,-6.994874,6.268302
rec.sport.baseball,17.338358,-35.276356,7.340303
rec.sport.baseball,5.233756,-24.144323,-1.0071512
talk.politics.mideast,-22.22466,16.498768,-7.7167125
sci.med,-1.1564851,-2.3174534,29.565102
rec.autos,1.6032252,-20.015749,-3.624712
comp.graphics,18.675777,-2.6483455,3.0092316
rec.sport.baseball,-9.731992,-2.905917,-17.479752
comp.graphics,17.055475,-10.855878,-8.940371
talk.politics.mideast,-17.14223,29.568104,0.5987335
rec.sport.baseball,16.143911,7.6475368,-6.1570296
talk.politics.mideast,-15.1748085,12.949221,26.365599
talk.politics.mideast,-3.548903,-18.831299,-20.887432
rec.sport.baseball,5.853811,9.564883,-0.113701746
sci.med,8.587288,-12.07088,16.965786
comp.graphics,24.831467,-1.9880261,-12.667636
sci.med,-1.0263071,-9.328519,35.04597
sci.med,18.142887,5.593167,15.376341
talk.politics.mideast,-25.697237,2.3688998,2.7581558
rec.sport.baseball,-1.3423939,13.889934,-26.306458
rec.sport.baseball,9.000258,-21.396624,-14.385943
rec.sport.baseball,3.8067806,6.495584,-26.337961
comp.graphics,25.514688,-16.05364,3.9326537
sci.med,17.5555,-7.362459,19.428427
rec.sport.baseball,-1.9737117,1.3632715,-16.468142
talk.politics.mideast,9.61106,7.9487634,13.2618685
sci.med,-10.177792,-14.123658,26.756094
rec.sport.baseball,1.5335191,11.633231,-14.513465
comp.graphics,26.774069,-0.6085958,10.473377
talk.politics.mideast,-27.513329,12.935088,8.819938
comp.graphics,11.13755,-23.3455,9.981038
sci.med,23.133677,25.518518,-2.6999
talk.politics.mideast,14.177181,5.553616,0.38191196
sci.med,1.6812836,-4.613268,25.357668
rec.autos,4.3441143,-16.608515,-8.676327
comp.graphics,19.648478,-14.9088955,-3.8762035
rec.autos,2.2094982,33.959038,-9.8212595
sci.med,4.0381866,-8.824573,22.971577
sci.med,-9.711927,33.593822,-2.374562
rec.autos,16.7568,20.625555,-2.5337484
rec.sport.baseball,7.725396,0.033605736,-10.329632
talk.politics.mideast,4.6620827,31.149437,-2.0928514
sci.med,-5.7542286,-0.8966247,21.894855
rec.autos,6.924755,-27.610304,-3.2964144
rec.autos,-7.998536,-10.604496,-3.8178504
comp.graphics,15.539943,-17.951063,9.286064
talk.politics.mideast,13.329421,5.1029973,0.57923853
talk.politics.mideast,-21.942123,6.288656,0.541063
rec.sport.baseball,5.455709,-0.7987989,-31.202711
sci.med,-8.60058,19.958738,-18.540201
rec.sport.baseball,26.63161,13.893905,-9.005568
rec.autos,19.510637,-21.731155,-6.691481
sci.med,-1.4589831,-11.3171215,24.642696
talk.politics.mideast,-20.112001,11.079151,7.0925655
sci.med,14.509688,4.819933,26.01439
comp.graphics,30.038177,-4.8233404,-4.2016425
talk.politics.mideast,-14.448846,4.7842674,9.841533
talk.politics.mideast,-9.467829,7.8674126,11.319724
rec.sport.baseball,5.8298454,8.121673,-18.206215
comp.graphics,8.433702,-9.6618805,0.97012377
sci.med,-8.83724,-17.332664,14.841143
rec.autos,-19.742064,-14.1303425,2.537832
comp.graphics,12.193755,-22.963675,5.0309224
rec.autos,-0.07961762,-15.991924,-0.0657633
talk.politics.mideast,-21.216248,1.8216872,17.694275
rec.sport.baseball,-7.0257096,26.577635,-20.093727
rec.sport.baseball,-8.898085,-1.1016421,-18.431286
rec.sport.baseball,-9.653581,-6.8223243,-22.206884
rec.autos,-8.177993,-27.784214,5.741366
comp.graphics,7.3183985,25.28714,21.046194
talk.politics.mideast,-14.381503,11.29229,0.06815235
talk.politics.mideast,-19.628712,16.218288,14.428733
rec.autos,1.3157285,-10.913425,-9.627048
comp.graphics,23.307535,1.882024,-0.8667851
comp.graphics,17.338797,4.5862722,1.1588119
talk.politics.mideast,-20.963518,12.870055,-22.169376
comp.graphics,33.587906,2.2814183,-6.832979
rec.sport.baseball,9.67902,9.727201,-17.589298
rec.autos,-17.13082,-17.588898,-2.5556705
rec.autos,10.827311,-25.852245,-11.601177
rec.autos,-1.2180767,-1.7021651,-6.421943
rec.autos,16.070633,15.563765,9.640725
sci.med,-8.869127,-8.350114,11.896994
rec.autos,-20.78023,-7.489421,17.071552
sci.med,6.1645827,-18.272245,4.7276177
rec.autos,-17.840752,-11.599214,9.755803
rec.sport.baseball,1.7567222,-32.213417,1.5688014
sci.med,-4.3520656,-3.3143878,10.831566
rec.autos,18.916779,-21.078674,5.6817
sci.med,20.838617,6.368655,1.7612792
comp.graphics,23.91448,7.5188937,10.471709
comp.graphics,20.01324,-17.785664,-12.284785
talk.politics.mideast,7.29416,13.70786,3.5554402
sci.med,-0.69562453,-9.601325,27.40093
rec.sport.baseball,-0.2450029,-17.978544,-22.792126
comp.graphics,20.53137,-10.594751,-11.012034
talk.politics.mideast,-26.19363,14.465492,6.5273895
rec.autos,-4.676036,-12.558438,2.4418266
comp.graphics,28.468895,10.331163,-2.572818
comp.graphics,11.323336,-23.679976,4.203697
sci.med,14.315936,21.70554,15.321244
rec.sport.baseball,4.992037,13.817837,-2.6286612
rec.sport.baseball,0.5917058,22.126743,-21.041584
rec.sport.baseball,-8.859365,27.484812,-20.275589
rec.sport.baseball,-4.83276,-3.0480902,-28.492924
rec.sport.baseball,10.927816,20.45735,-7.542882
talk.politics.mideast,-20.090124,21.311123,-2.0959523
rec.autos,3.9520068,-8.316564,-7.687637
rec.autos,-6.6266937,-19.825254,5.932315
talk.politics.mideast,-21.990227,-0.4249042,-0.182377
talk.politics.mideast,-20.029602,-0.87751067,13.562658
comp.graphics,16.583536,-19.93815,-12.004485
rec.autos,1.6683407,-20.15569,-3.3258958
comp.graphics,-14.573927,27.538279,-18.594236
sci.med,-8.864253,-0.9141412,27.02242
comp.graphics,23.629307,-14.686534,2.2669034
comp.graphics,21.153532,-6.142539,0.8584965
rec.sport.baseball,0.20956728,-20.066319,-19.061823
rec.autos,0.4768291,-5.5384755,-13.671845
comp.graphics,-4.863452,27.626877,-6.2671924
rec.sport.baseball,9.7298975,12.525311,-25.797043
sci.med,2.7304482,3.8159697,18.851906
rec.autos,-14.532151,-17.801273,-2.8073041
rec.sport.baseball,7.2788954,16.358143,-11.438878
comp.graphics,18.220335,-17.822601,3.9815874
talk.politics.mideast,-27.565126,8.699024,7.480612
sci.med,-20.683193,14.066739,-22.895496
rec.sport.baseball,-5.457551,6.8898273,-14.837704
rec.autos,9.098891,-0.38695005,-6.2907276
rec.autos,14.842126,26.78998,3.9948742
rec.autos,-5.5935087,-0.31416056,1.7313721
talk.politics.mideast,-3.7993426,29.624052,19.732952
rec.sport.baseball,5.275391,8.512238,-25.801254
rec.autos,0.6704097,1.3332075,-6.534491
sci.med,-12.876964,25.26553,-10.457259
comp.graphics,23.887138,-8.958547,-12.54424
rec.sport.baseball,-4.162391,24.705006,-5.9944005
comp.graphics,4.2548122,-18.698086,7.0210843
rec.sport.baseball,5.7291613,-4.9409227,-29.125418
talk.politics.mideast,-25.674915,18.947748,7.301083
sci.med,-8.785602,-8.90289,5.425091
rec.autos,-0.31261826,-8.696735,3.6674159
rec.autos,13.583301,40.397896,-0.95010334
rec.autos,3.7045934,0.03746264,-1.0166408
sci.med,15.94729,6.990113,-6.1437902
sci.med,2.777538,3.295105,18.893951
rec.autos,-19.130957,-8.739805,20.29699
talk.politics.mideast,-8.5666485,4.1728244,14.832059
talk.politics.mideast,-26.644085,15.157212,8.76832
comp.graphics,11.716612,-15.234533,-6.259695
sci.med,15.4125185,10.999346,17.916275
sci.med,6.814139,-5.3997784,6.508903
talk.politics.mideast,-2.7828054,16.441837,1.1991225
talk.politics.mideast,-6.960866,17.7018,7.4995503
sci.med,11.931142,14.910757,25.41231
sci.med,-12.338477,24.373821,-10.83423
rec.autos,0.9255006,-10.675348,-8.614783
rec.autos,-17.824717,-12.518093,-3.0947711
talk.politics.mideast,-7.315482,14.11317,-7.123166
comp.graphics,17.206005,-2.6966522,-2.0490055
talk.politics.mideast,-11.886447,3.2708845,0.20809364
talk.politics.mideast,-3.0538743,15.544489,1.899305
talk.politics.mideast,-23.914198,21.282103,10.036656
talk.politics.mideast,-18.328173,6.941986,10.346754
rec.autos,7.6082006,-10.199218,-0.9306828
talk.politics.mideast,-15.457896,12.695319,1.3764995
rec.autos,-3.6533506,-14.550897,-9.913696
talk.politics.mideast,-23.890095,9.232371,-20.951977
rec.sport.baseball,7.2215466,16.485367,-11.280627
rec.autos,-5.957793,-28.620314,5.8803825
talk.politics.mideast,-25.164362,20.96445,12.120179
rec.sport.baseball,2.3922777,-5.888831,-32.55458
talk.politics.mideast,16.646578,-13.026814,-9.932817
talk.politics.mideast,-9.682282,4.068661,6.2888885
sci.med,-19.726374,-27.907372,8.38271
rec.sport.baseball,-6.310892,-2.14887,-26.876886
rec.sport.baseball,-8.13653,10.182758,-17.258251
sci.med,-3.0548062,-16.138618,10.2995205
rec.autos,-4.8293467,-14.1673155,1.7689539
rec.autos,10.690232,23.485378,-1.9610642
rec.sport.baseball,-11.12147,-10.053231,-28.496923
rec.sport.baseball,-9.088991,11.684884,-17.503223
sci.med,3.6760092,12.574382,19.574411
rec.autos,-10.739903,-23.301596,-1.6946436
talk.politics.mideast,3.4277885,25.455454,5.6907473
rec.sport.baseball,4.053915,-4.0214252,-29.926687
talk.politics.mideast,-14.536013,11.176638,0.1530727
sci.med,-7.7767367,19.2055,-18.84387
rec.autos,2.4067373,0.5598037,-5.1329
comp.graphics,-12.637019,27.135187,-14.700203
rec.autos,-25.194601,-6.716692,16.767551
comp.graphics,12.807076,-0.28474215,8.290783
rec.autos,2.6497002,16.567661,-10.678968
sci.med,-8.2203045,-9.272033,12.658983
sci.med,-5.1917686,-7.5109015,18.645836
rec.autos,-10.945294,-5.021566,12.055204
rec.sport.baseball,10.844254,13.157985,-24.31601
comp.graphics,20.584908,-3.920232,2.376053
rec.autos,-10.328705,-18.994652,-3.0051517
talk.politics.mideast,-26.095184,19.234241,7.1711164
comp.graphics,-10.540981,20.078804,-4.7081356
talk.politics.mideast,5.4980874,26.632414,-12.821089
rec.autos,-2.7224212,16.061594,-13.077041
talk.politics.mideast,-13.372425,21.709978,5.456943
rec.autos,-3.426515,-26.958712,-10.956142
rec.autos,0.21750943,-24.202047,-8.736688
rec.sport.baseball,9.085416,11.311588,-16.459303
comp.graphics,30.382467,-5.240571,-5.157785
talk.politics.mideast,-12.095636,3.1593935,0.32369173
sci.med,0.8602496,-13.890258,28.520262
sci.med,6.546293,-15.81145,22.646757
sci.med,2.2710378,10.535569,20.912663
comp.graphics,1.1779829,-10.893031,-2.219504
rec.autos,-13.805751,-24.719206,0.7008531
rec.autos,-9.136941,-30.6261,6.6442146
talk.politics.mideast,-4.960633,27.724197,5.4547153
comp.graphics,30.19802,-5.0662403,-3.5930715
rec.sport.baseball,16.636433,5.965999,-20.281353
rec.autos,15.307211,21.439917,-4.981473
sci.med,-13.625897,-15.076676,15.456192
rec.autos,-6.4872355,-28.73676,-3.97778
rec.autos,-2.3916166,-23.16724,-7.658964
comp.graphics,8.784342,-17.363144,6.7581215
sci.med,-4.9925985,2.9666076,30.336847
rec.autos,-13.601642,-12.322081,-1.1235416
rec.autos,-24.202515,-8.826202,14.682343
talk.politics.mideast,-12.364381,12.811274,7.860016
comp.graphics,21.41839,-7.3890204,1.376702
rec.sport.baseball,4.148376,21.111,-3.9380276
rec.autos,-20.468168,-7.89003,17.799847
talk.politics.mideast,-25.81752,5.987453,-2.2375486
comp.graphics,-4.4562926,28.623688,-5.853081
rec.autos,-1.4806628,4.354953,0.47179395
comp.graphics,25.637085,8.106036,-5.443306
rec.autos,5.8910475,-8.626245,6.567493
rec.sport.baseball,9.148711,31.336376,3.1736157
talk.politics.mideast,-21.113564,5.7644787,12.141376
sci.med,1.905956,-1.1644865,12.502877
sci.med,-3.3008294,-3.0409563,23.196901
rec.autos,14.64927,-7.347341,7.6390924
sci.med,-3.783266,-2.6676054,11.869152
rec.autos,-8.667125,-8.394845,2.9587204
rec.autos,-20.339735,-18.14242,-8.53204
rec.autos,1.3732625,-20.773767,-17.567999
sci.med,9.21596,-3.2266889,31.308693
rec.sport.baseball,1.2233747,3.970533,-22.167711
comp.graphics,26.17927,-11.0332985,-3.9194283
comp.graphics,30.152702,4.719683,-7.9556623
talk.politics.mideast,16.596863,9.458893,-6.759392
rec.sport.baseball,-3.5858498,33.079063,-3.046243
talk.politics.mideast,-5.8624945,11.329352,5.9730043
rec.autos,0.3371116,-4.8153353,-5.3283277
sci.med,-6.6270227,-9.636978,30.256563
comp.graphics,21.941454,-5.493749,-5.2307
talk.politics.mideast,-21.923405,11.236404,-20.968548
sci.med,-11.045942,23.497076,-13.027072
talk.politics.mideast,-7.892903,11.856492,5.7153006
talk.politics.mideast,7.1613655,-16.993605,-18.104303
sci.med,6.4528265,26.824255,20.900618
rec.sport.baseball,-11.088195,-1.0763602,-33.042404
sci.med,-1.0868156,-11.730787,15.841436
rec.autos,0.39478806,-11.061232,0.38642547
rec.sport.baseball,-12.088191,-2.490002,-27.183691
sci.med,-10.600709,26.128008,-4.614924
talk.politics.mideast,-14.11503,13.01241,11.5235815
talk.politics.mideast,6.315558,26.695183,1.124423
comp.graphics,21.903465,-22.054092,1.2098413
sci.med,-7.4549503,26.404259,-5.4742284
comp.graphics,9.575882,7.738152,11.838268
comp.graphics,10.231408,-21.833527,10.539801
talk.politics.mideast,4.171541,19.958857,-1.186218
comp.graphics,13.9858675,-19.58575,10.29321
talk.politics.mideast,-4.246248,9.911824,8.139373
rec.autos,6.2047095,1.8318444,-3.9435983
sci.med,-1.287195,-17.119356,20.991287
rec.sport.baseball,-0.75914305,-9.327108,-26.79202
rec.sport.baseball,0.67095345,5.7275023,-33.173317
comp.graphics,-28.252584,5.478009,-13.060763
rec.autos,1.2553271,1.2190802,-5.2102633
talk.politics.mideast,-24.50015,22.075394,11.583663
sci.med,15.109728,0.14069864,16.734694
talk.politics.mideast,-14.799398,1.2306359,-5.9971704
sci.med,-22.237413,-1.2988404,25.872381
sci.med,-3.1579087,0.9705309,34.440716
talk.politics.mideast,-25.97441,15.261336,6.4266133
sci.med,14.274375,2.903627,20.444824
sci.med,11.92183,-4.3346696,24.755548
rec.autos,3.5513904,-9.972053,-7.225819
rec.sport.baseball,-9.370714,-0.8324442,-17.378206
comp.graphics,17.445303,-11.673045,-9.623877
talk.politics.mideast,-21.476398,18.192703,20.18573
sci.med,9.483626,-12.732701,15.98313
sci.med,11.927096,-8.788893,28.626236
sci.med,0.20473745,-18.214417,20.295017
sci.med,-11.720359,-3.526162,-16.473866
rec.autos,-0.42821616,2.2535226,-1.8167596
talk.politics.mideast,-27.847937,5.3342714,-2.1333716
rec.sport.baseball,-2.7723186,-9.871402,-25.76785
rec.sport.baseball,5.0060544,-1.6295612,-30.704567
comp.graphics,16.41764,-18.657286,-12.872473
rec.sport.baseball,-14.620699,-13.05623,9.685755
sci.med,2.630355,1.9867129,19.068668
comp.graphics,22.049149,-12.738237,-1.8787735
comp.graphics,-6.0340815,23.997019,-14.947843
rec.autos,14.339278,26.588337,1.8429945
comp.graphics,12.281091,-21.303337,10.1316805
talk.politics.mideast,-1.2420762,15.439249,2.2809052
rec.sport.baseball,9.8344,10.459728,-23.443676
rec.sport.baseball,4.4082956,17.553833,-11.110738
rec.autos,20.124893,-16.008898,-13.683435
rec.autos,-19.279243,-13.501394,2.190182
comp.graphics,26.894955,-15.301319,1.1338528
talk.politics.mideast,-18.269154,-1.617466,-18.79718
talk.politics.mideast,-23.398237,13.611878,-0.66550565
rec.autos,-24.268837,-15.1789665,3.0740318
talk.politics.mideast,-26.44677,7.350652,3.6893203
talk.politics.mideast,-8.25843,5.7041936,-0.91243976
sci.med,7.771387,-11.298099,18.14192
talk.politics.mideast,-7.6870847,13.99095,-6.6730647
rec.sport.baseball,-8.67008,-10.262503,-22.13979
rec.sport.baseball,5.786183,20.082014,-10.132406
sci.med,10.99914,-12.031592,15.027979
rec.sport.baseball,-7.8114467,-1.715926,-18.435966
comp.graphics,19.009207,-15.030085,2.6459174
rec.sport.baseball,-13.743488,1.8036591,-14.77306
rec.autos,16.845882,-35.191593,6.3315616
talk.politics.mideast,2.6172078,17.756397,4.654883
talk.politics.mideast,-16.46072,12.910136,-4.156147
comp.graphics,19.81254,-21.009493,-6.598166
rec.sport.baseball,-10.282636,13.328441,-25.757202
sci.med,-14.263884,0.6270816,27.1328
rec.sport.baseball,-5.512108,-10.21288,-21.97102
comp.graphics,10.727467,-17.70838,-10.718144
sci.med,-7.1723623,8.751658,26.081526
rec.autos,-3.563548,-29.470055,3.579581
talk.politics.mideast,-25.417538,-1.9739107,0.4116512
rec.autos,-20.660288,-6.996077,16.787485
rec.sport.baseball,10.664243,12.09072,-24.535267
rec.sport.baseball,-5.9298835,15.801583,-32.75051
rec.autos,-7.5376244,-22.520103,-2.801833
rec.autos,-25.669676,-7.671102,11.146362
comp.graphics,25.87824,11.385638,3.6983836
rec.autos,-25.190416,-6.726584,16.757719
comp.graphics,23.42523,-14.584249,2.2014766
sci.med,6.556779,-14.198162,27.862003
rec.sport.baseball,-1.9760535,12.416888,-21.980606
rec.sport.baseball,-2.0838442,16.738031,-13.102093
sci.med,4.5824265,-27.178982,2.9158096
rec.sport.baseball,3.6960862,23.158653,-18.339712
rec.autos,-11.41131,-29.551514,0.87395656
