,x,y,z
rec.autos,-0.014367697,0.01187132,-0.029641908
comp.graphics,-0.014224637,0.011533714,-0.02912517
sci.med,-0.013831917,0.010271797,-0.027571367
comp.graphics,-0.014288013,0.01126439,-0.028987372
rec.autos,-0.014282963,0.010914524,-0.028498063
comp.graphics,-0.014345235,0.0121831875,-0.030096974
rec.sport.baseball,-0.014059142,0.01077629,-0.028138159
rec.autos,-0.0141798975,0.010291326,-0.027773524
sci.med,-0.013699192,0.0054121586,-0.02193927
talk.politics.mideast,-0.014391505,0.013391584,-0.031320654
rec.sport.baseball,-0.013937817,0.009716509,-0.027332753
rec.sport.baseball,-0.014516549,0.013681281,-0.03170354
rec.sport.baseball,-0.013864196,0.007904856,-0.024853468
sci.med,-0.013381378,0.0037664527,-0.019942226
talk.politics.mideast,-0.015117567,0.022254784,-0.041286435
rec.autos,-0.0140741635,0.009380689,-0.026723959
rec.autos,-0.014288645,0.011655938,-0.029288827
talk.politics.mideast,-0.01546605,0.02618127,-0.04579331
rec.autos,-0.014248384,0.010939648,-0.028480213
rec.autos,-0.014259855,0.010969246,-0.028540984
rec.autos,-0.014208035,0.010654792,-0.028329806
comp.graphics,-0.014223321,0.010932586,-0.028478036
rec.autos,-0.014246238,0.0108962525,-0.028461896
comp.graphics,-0.014394991,0.012329769,-0.030172767
talk.politics.mideast,-0.014583269,0.015387773,-0.033491798
comp.graphics,-0.014192378,0.010957101,-0.028497942
talk.politics.mideast,-0.014203729,0.0109169325,-0.028395295
comp.graphics,-0.014196184,0.011930996,-0.029601062
rec.sport.baseball,-0.014292371,0.011709394,-0.029382728
sci.med,-0.013833221,0.006768429,-0.023573965
comp.graphics,-0.0143418005,0.011557215,-0.029258084
rec.sport.baseball,-0.014281118,0.011527999,-0.029095106
sci.med,-0.013486701,0.0041923104,-0.02064277
talk.politics.mideast,-0.015288381,0.02412727,-0.043411348
rec.sport.baseball,-0.0142639205,0.011057392,-0.028634716
comp.graphics,-0.014450395,0.013328511,-0.031315006
sci.med,-0.013903088,0.007793224,-0.024787676
rec.sport.baseball,-0.01460192,0.01427438,-0.03239998
sci.med,-0.011400133,-0.016947353,0.004405652
comp.graphics,-0.01403265,0.010487915,-0.027981214
talk.politics.mideast,-0.014463534,0.013587006,-0.031483732
rec.autos,-0.014090497,0.009483925,-0.026854018
comp.graphics,-0.014324011,0.011577255,-0.029254071
talk.politics.mideast,-0.0143660875,0.01257457,-0.030341739
rec.sport.baseball,-0.014247998,0.011322506,-0.028906913
rec.sport.baseball,-0.014345984,0.012427414,-0.030235536
comp.graphics,-0.014322199,0.011648659,-0.029327564
sci.med,0.052476272,-0.6503148,0.75149465
rec.sport.baseball,-0.014263277,0.012027209,-0.029692605
sci.med,-0.012669603,-0.004297581,-0.010535082
sci.med,-0.013313442,0.0014391624,-0.017255297
rec.sport.baseball,-0.014397071,0.0126736695,-0.030500438
comp.graphics,-0.013969577,0.010823938,-0.029015189
sci.med,-0.013263039,0.003633823,-0.019973438
comp.graphics,-0.014362915,0.011961598,-0.029764572
rec.autos,-0.013946948,0.008012373,-0.025345273
talk.politics.mideast,-0.01280399,-0.0022284025,-0.0127980765
