,x,y,z
rec.autos,0.030890143,-0.19365446,0.03588413
comp.graphics,0.002453112,-0.0164859,0.0029834316
sci.med,0.027335688,-0.17151894,0.031773362
comp.graphics,0.014200815,-0.089677185,0.016575392
rec.autos,-0.118092306,0.73461044,-0.13650115
comp.graphics,-0.11744223,0.73056173,-0.13574877
rec.sport.baseball,0.022968162,-0.14430676,0.026720159
rec.autos,0.026331307,-0.1652555,0.030610494
sci.med,0.024149261,-0.15166269,0.02808377
talk.politics.mideast,-0.041394208,0.25671718,-0.047753178
rec.sport.baseball,0.012778882,-0.080812916,0.014931145
rec.sport.baseball,0.017055871,-0.10746962,0.019877871
rec.sport.baseball,0.015337291,-0.096761376,0.01788969
sci.med,0.0044256607,-0.028777173,0.0052670334
talk.politics.mideast,0.005625934,-0.036257092,0.006653078
rec.autos,0.02212293,-0.13904686,0.025741894
rec.autos,0.026441542,-0.16594993,0.030736245
talk.politics.mideast,0.0041301413,-0.026924869,0.004920608
rec.autos,-0.0069508804,0.042110734,-0.007899728
rec.autos,-0.002424049,0.013923103,-0.0026650904
rec.autos,0.02598511,-0.16310923,0.030210996
comp.graphics,0.0016886364,-0.01171764,0.0020982563
rec.autos,0.018182918,-0.11449561,0.021183914
comp.graphics,-6.759196e-05,-0.00076878764,6.32001e-05
talk.politics.mideast,0.002628765,-0.017566625,0.0031837416
comp.graphics,0.026679404,-0.16742375,0.031011932
talk.politics.mideast,0.01091073,-0.069178894,0.012767142
comp.graphics,0.03670213,-0.22987784,0.04261102
rec.sport.baseball,-0.016487503,0.10151813,-0.018932575
sci.med,-0.010497999,0.064209305,-0.012004132
comp.graphics,0.016388798,-0.103308454,0.019105492
rec.sport.baseball,0.030346056,-0.19027638,0.03525697
sci.med,0.01790522,-0.11276213,0.020861441
talk.politics.mideast,0.0050637266,-0.032750912,0.006003682
rec.sport.baseball,-0.025770701,0.15937462,-0.029675791
comp.graphics,0.037572723,-0.23530565,0.043618236
sci.med,-0.0025267573,0.01453803,-0.002780357
rec.sport.baseball,-0.10495431,0.6527537,-0.12130076
sci.med,0.012475423,-0.07893037,0.014575732
comp.graphics,0.0338205,-0.21192431,0.03927512
talk.politics.mideast,-0.00681271,0.041243866,-0.00773836
