,x,y,z
rec.autos,8.024418,4.5967817,7.42894
comp.graphics,9.202815,2.8408396,-5.678167
sci.med,8.234872,2.168664,-1.0216904
comp.graphics,12.599615,7.61083,-6.9324346
rec.autos,-1.9011248,7.9457784,14.059401
comp.graphics,12.480798,4.681696,1.1576273
rec.sport.baseball,4.258864,-7.283337,-0.986115
rec.autos,-0.62528354,1.6253206,12.230592
sci.med,-5.0987024,10.595554,1.8582864
talk.politics.mideast,-13.276405,-3.316703,-7.3523545
rec.sport.baseball,-3.8599243,-15.806124,-1.0479115
rec.sport.baseball,2.5199208,-18.552197,1.6145719
rec.sport.baseball,-5.8680763,-15.350534,1.1429845
sci.med,-4.8884,6.935413,-3.5830886
talk.politics.mideast,-17.67267,-0.9259258,4.007107
rec.autos,-3.6082146,5.81902,11.008323
rec.autos,5.4083877,4.7979608,4.5307016
talk.politics.mideast,-20.931751,0.9917824,4.0158553
rec.autos,-7.6151867,1.3097928,11.474754
rec.autos,2.7898037,3.6063514,16.473928
rec.autos,1.3121104,6.221265,10.436305
comp.graphics,7.870604,9.065697,-11.708077
rec.autos,1.3044139,2.704775,12.748074
comp.graphics,11.145577,6.6621103,-7.1527696
talk.politics.mideast,-15.534488,-2.1719055,2.0298147
comp.graphics,12.318953,3.6150126,-9.516181
talk.politics.mideast,-7.0933356,-6.264908,-7.9441915
comp.graphics,1.7061161,0.019821605,0.40723875
rec.sport.baseball,-4.051267,-9.077446,10.378554
sci.med,0.5551562,4.0563335,-10.206967
comp.graphics,14.195999,-8.094197,-2.2800405
rec.sport.baseball,3.4262698,-10.054061,-3.2308667
sci.med,-3.1609209,4.979466,-0.21367146
talk.politics.mideast,-19.45785,1.0629822,5.1028113
rec.sport.baseball,-4.8517585,-16.213938,-0.27720615
comp.graphics,15.047347,5.7096486,3.1564538
sci.med,-0.119138375,6.208155,-1.9034127
rec.sport.baseball,-4.1831803,-17.803038,6.248376
sci.med,-7.06194,10.367805,-3.217755
comp.graphics,9.069388,2.0872812,-0.16490309
talk.politics.mideast,-14.001718,-2.5717487,-8.692666
rec.autos,-3.724525,-5.0280857,12.383386
comp.graphics,16.017744,2.2511852,-14.629983
talk.politics.mideast,-13.508259,-6.7946405,-2.0575366
rec.sport.baseball,5.4441514,-7.9297805,-4.960681
rec.sport.baseball,12.34289,0.8111091,2.9095433
comp.graphics,16.339594,1.8222182,-11.78298
sci.med,-2.3369308,21.528137,2.035792
rec.sport.baseball,-2.9653502,-12.95189,5.526953
sci.med,-3.8835995,9.011446,-2.5618753
sci.med,-1.4979705,7.7452407,-7.3216105
rec.sport.baseball,4.4364867,-13.940148,5.34656
comp.graphics,9.547625,5.483548,-5.9667506
sci.med,-4.2613177,5.885104,-2.7778738
comp.graphics,14.283352,2.4146264,-8.0177355
rec.autos,-1.7321424,2.1412947,8.025201
talk.politics.mideast,-2.6931915,-8.495736,-1.332352
rec.autos,6.229489,6.87445,13.971237
sci.med,-3.8788712,6.162576,-13.796073
rec.autos,1.3878723,-2.17196,8.462355
sci.med,-2.8200188,5.0372667,-8.52976
talk.politics.mideast,-9.432176,-5.3087444,5.0273256
comp.graphics,4.890509,-0.3397589,-16.242212
talk.politics.mideast,-0.18305196,-3.406351,-1.0469735
talk.politics.mideast,-1.0199344,-2.0457697,-2.298579
rec.sport.baseball,10.161679,3.139013,4.8035154
talk.politics.mideast,-4.606815,-2.6334717,-13.061393
sci.med,-4.3893514,7.8656926,-0.49442795
rec.sport.baseball,-0.8205492,-4.873323,3.5195305
rec.sport.baseball,1.2868558,-3.271305,-1.0536164
sci.med,-3.9074674,9.273663,-4.285473
sci.med,-3.4854236,20.984072,0.22808428
rec.sport.baseball,0.43783736,-18.2692,-0.70276177
rec.sport.baseball,-0.9628126,-19.3084,3.2696588
rec.autos,-3.2207355,6.6172037,8.184794
rec.sport.baseball,0.91303205,-14.32348,2.4313898
rec.sport.baseball,12.922995,-2.7575345,-0.2883818
talk.politics.mideast,-13.660916,-4.0322375,-2.0116935
sci.med,-2.2995834,14.56776,-4.6635
rec.autos,1.6222736,-4.530248,10.749928
comp.graphics,9.60868,4.1328025,-9.929279
rec.sport.baseball,-3.8332362,-0.30543324,0.47246388
comp.graphics,10.333263,2.1102903,-4.5207696
talk.politics.mideast,-22.486204,0.3747348,-7.0268855
rec.sport.baseball,12.1471405,-5.655398,0.39708805
talk.politics.mideast,-13.778956,-2.7614446,-8.838066
talk.politics.mideast,-11.648407,-4.6695414,-3.9518788
rec.sport.baseball,3.1843572,-8.673937,-1.5059173
sci.med,5.011435,8.68791,0.98444915
comp.graphics,9.288111,0.9972223,-5.8479567
sci.med,-5.4906363,2.120592,-2.022342
sci.med,-6.0373807,7.6003103,-12.969757
talk.politics.mideast,-10.595932,-2.8450391,-2.7350209
rec.sport.baseball,5.558327,-17.418314,-3.7229428
rec.sport.baseball,11.690304,1.0881262,4.7699833
rec.sport.baseball,-1.2262893,-18.367142,-1.0075493
comp.graphics,12.321957,-0.038218975,-7.4405117
sci.med,-5.9686437,6.940645,-3.427302
rec.sport.baseball,-0.6411114,-10.656361,2.7124844
talk.politics.mideast,-10.723058,-3.465219,-6.036478
sci.med,-5.4632797,10.652441,1.7751443
rec.sport.baseball,0.9331427,-7.790164,-4.0377345
comp.graphics,11.420164,13.569787,-2.123417
talk.politics.mideast,-20.328907,-0.898263,5.890062
comp.graphics,14.887872,1.8844607,-1.3075446
sci.med,-1.8395736,17.733746,-1.2808713
talk.politics.mideast,-3.737291,-3.5261064,-2.4686599
sci.med,-5.6244063,8.726884,-3.4719577
rec.autos,0.67662406,-2.4013064,7.813059
comp.graphics,12.262952,3.0778472,-9.0185795
rec.autos,-9.636697,8.968016,7.6024466
sci.med,2.9803987,8.556344,-0.24840242
sci.med,10.348552,1.9361058,5.697899
rec.autos,-3.8823082,-9.254972,13.430895
rec.sport.baseball,0.23430853,1.3850534,-4.9774837
talk.politics.mideast,-13.776376,-6.7996616,-1.9995844
sci.med,-6.0390935,7.4190083,1.1907364
rec.autos,4.538885,-1.8507048,-0.3819538
rec.autos,1.8559848,-0.49737608,6.618687
comp.graphics,8.011505,-5.1694775,-13.72863
talk.politics.mideast,-6.8861475,-4.6116347,-7.648225
talk.politics.mideast,-11.88614,-2.2322757,-6.2923603
rec.sport.baseball,0.46163607,-15.814696,4.394394
sci.med,-0.35706764,22.02144,4.6199527
rec.sport.baseball,15.907125,0.8103795,5.5070457
rec.autos,2.9278142,-3.8160527,-0.4213826
sci.med,8.028672,4.5834627,3.9510744
talk.politics.mideast,-17.276543,1.8281263,2.4563353
sci.med,-2.7879994,5.0140853,-8.541715
comp.graphics,16.675255,1.9377657,-2.0334506
talk.politics.mideast,-7.3107285,-3.0932956,-10.052918
talk.politics.mideast,-13.994839,-0.27232516,-7.830257
rec.sport.baseball,-3.6612,-18.43879,5.7099495
comp.graphics,10.325996,5.366848,-0.71480775
sci.med,-0.0023281977,11.310355,-10.219393
rec.autos,-1.4664135,0.36239588,12.645777
comp.graphics,10.837737,1.1488632,-6.437573
rec.autos,3.6580465,-4.2485785,13.117265
talk.politics.mideast,-7.024199,-6.281847,-7.9133677
rec.sport.baseball,7.11467,-14.907203,2.5273578
rec.sport.baseball,3.2833445,-13.619482,1.379515
rec.sport.baseball,0.98876303,-9.723662,-3.1280925
rec.autos,1.866513,3.2725403,12.627826
comp.graphics,7.5352583,6.7957788,-10.991336
talk.politics.mideast,-14.243913,-4.2274613,-6.280769
talk.politics.mideast,-11.79483,-2.4082172,-1.8680227
rec.autos,6.275129,2.2367468,5.8794637
comp.graphics,8.538449,9.5854845,-1.836841
comp.graphics,7.833404,3.123505,-12.683284
talk.politics.mideast,-18.010702,6.0013537,1.6168995
comp.graphics,16.191711,1.514126,-10.53032
rec.sport.baseball,2.935932,-17.008865,3.399107
rec.autos,4.224219,6.2115736,7.0420938
rec.autos,7.2067213,3.9639997,8.870306
rec.autos,3.593591,-0.024056755,10.631116
rec.autos,4.163951,5.4195395,15.874683
sci.med,-4.8978405,8.237541,-12.362687
rec.autos,-10.913389,10.457012,8.989747
sci.med,-3.535447,3.1504242,5.222095
rec.autos,-7.27743,5.380349,14.451153
rec.sport.baseball,1.7298845,-4.046183,-1.1378368
sci.med,-2.645135,-11.472279,-1.5125507
rec.autos,1.2598469,2.3317068,1.9433095
sci.med,3.527935,5.516395,-1.2949715
comp.graphics,7.7302704,-5.159309,-13.702415
comp.graphics,18.207361,0.282145,-6.413395
talk.politics.mideast,-16.19395,-8.338778,-7.6347075
sci.med,1.4427619,-0.8379823,-7.860351
rec.sport.baseball,0.7334138,-10.7013855,-10.951583
comp.graphics,10.988028,2.4642408,-10.258192
talk.politics.mideast,-19.41325,-0.53931975,5.9734974
rec.autos,2.396824,7.5933914,11.7989855
comp.graphics,13.32786,4.6929483,-10.577067
comp.graphics,17.16406,3.449557,-3.2401795
