,x,y,z
rec.autos,7.8143544,-37.355312,-19.57008
comp.graphics,39.174683,-3.2852936,-6.3874125
sci.med,23.543247,-12.049668,18.695993
comp.graphics,47.5364,13.161381,-2.7992513
rec.autos,-7.381948,3.2382064,-38.071503
comp.graphics,17.876387,22.649837,-22.679384
rec.sport.baseball,3.414045,-21.07453,-10.162705
rec.autos,34.519833,-21.200186,-7.0602484
sci.med,-26.372208,23.239437,4.3387694
talk.politics.mideast,-10.424448,-8.863517,39.856895
rec.sport.baseball,-28.172155,-7.6076636,7.138051
rec.sport.baseball,-31.866653,-24.680073,-18.288637
rec.sport.baseball,-35.737473,6.81636,4.907489
sci.med,6.519626,14.733915,23.285261
talk.politics.mideast,-23.36057,-20.81004,24.637354
rec.autos,5.1699443,-6.9600754,-37.854794
rec.autos,3.4092216,-39.958904,4.2829313
talk.politics.mideast,-29.226536,-20.799534,27.139511
rec.autos,-4.075314,12.321269,18.739893
rec.autos,29.414675,-18.932964,-20.396862
rec.autos,4.923691,-6.9068832,-31.013897
comp.graphics,6.6074615,33.386574,-17.80714
rec.autos,42.220432,-10.7325,6.8679547
comp.graphics,29.459702,14.142059,-23.384117
talk.politics.mideast,-15.996911,-21.019257,32.24016
comp.graphics,34.033882,13.228444,-18.09535
talk.politics.mideast,14.150295,-22.8112,31.762316
comp.graphics,16.75365,-4.1917033,-13.5351715
rec.sport.baseball,-5.473416,-1.7873868,-8.530386
sci.med,-3.5468526,37.14935,13.711297
comp.graphics,10.0542755,15.642642,13.669815
rec.sport.baseball,-13.041603,-9.362431,-3.6728516
sci.med,-13.066804,10.34611,-12.962432
talk.politics.mideast,-25.349594,-26.026018,21.638603
rec.sport.baseball,-26.259243,8.172737,-1.4246621
comp.graphics,10.821351,-11.319976,-13.880798
sci.med,-5.9475284,35.13267,-5.4576664
rec.sport.baseball,-34.461876,-28.319468,-8.855218
sci.med,-18.602104,39.149075,17.50432
comp.graphics,19.31879,16.219206,-7.6501584
talk.politics.mideast,6.735378,9.9539175,45.56862
rec.autos,11.581988,43.964764,-7.931389
comp.graphics,45.278355,-8.999241,-16.026361
talk.politics.mideast,9.957352,3.0581176,38.117348
rec.sport.baseball,-9.576067,-9.936592,-8.276363
rec.sport.baseball,7.7670918,-15.32881,-12.665096
comp.graphics,5.9282236,4.121911,-5.271611
sci.med,-6.3829703,17.700747,8.539317
rec.sport.baseball,-21.863255,-11.972921,-13.882091
sci.med,-19.742693,25.787403,7.948306
sci.med,-4.4320927,30.545269,20.9586
rec.sport.baseball,-26.979433,12.685185,-9.099136
comp.graphics,34.92202,-5.7413425,-11.261275
sci.med,3.5302417,-1.5728418,11.403079
comp.graphics,37.554897,4.0198984,-32.183674
rec.autos,26.054045,-31.753862,-7.9163933
talk.politics.mideast,-14.661781,-3.5698247,13.8696575
rec.autos,23.855612,-27.010462,-18.344522
sci.med,8.056246,43.001015,21.416803
rec.autos,16.527126,0.28728235,5.6902575
sci.med,-1.8206177,24.625477,15.245032
talk.politics.mideast,-18.992464,4.3252563,33.382015
comp.graphics,23.124144,36.3093,6.892476
talk.politics.mideast,4.032017,-21.584635,2.3522472
talk.politics.mideast,5.7510266,-37.272278,-5.522281
rec.sport.baseball,-4.214232,-29.274136,12.303417
talk.politics.mideast,-23.452208,18.998203,32.36791
sci.med,14.830404,32.973743,15.212762
rec.sport.baseball,7.41696,-8.506502,9.892214
rec.sport.baseball,2.6669846,-26.255623,-5.6659427
sci.med,-20.422878,31.421822,14.573511
sci.med,-33.456223,27.78324,-11.654951
rec.sport.baseball,-23.571516,-9.197247,-17.837435
rec.sport.baseball,-36.76653,-16.067898,-2.7382634
rec.autos,30.19462,-33.963272,4.505357
rec.sport.baseball,-19.021345,-8.661764,-23.077711
rec.sport.baseball,-2.4371054,-24.91229,-5.400412
talk.politics.mideast,-9.406661,-21.192516,30.285141
sci.med,-5.498195,17.231264,15.694076
rec.autos,16.574677,-8.834412,10.403759
comp.graphics,32.0341,22.139463,-5.1442013
