,x,y,z
rec.autos,12.623951,3.4094064,-7.6074286
comp.graphics,5.0260396,15.841575,4.0442944
sci.med,2.3510768,4.075466,-9.4604435
comp.graphics,2.1945744,19.1423,-10.199727
rec.autos,-8.324296,12.492978,4.781957
comp.graphics,6.2080326,9.5491705,-5.011022
rec.sport.baseball,6.4436064,-5.4341416,-5.330389
rec.autos,-6.5973625,9.966898,7.710465
sci.med,-7.824959,-7.8403234,7.98312
talk.politics.mideast,-13.25849,-13.470223,2.416785
rec.sport.baseball,9.796415,-12.993925,1.0631273
rec.sport.baseball,13.573371,-10.677326,-5.296271
rec.sport.baseball,14.6101885,-9.225094,0.8556219
sci.med,-11.027006,0.41325572,5.227192
talk.politics.mideast,-1.0556196,-24.286716,-0.06498486
rec.autos,-6.489702,7.2199154,8.466706
rec.autos,-1.8264028,2.3525891,-14.953656
talk.politics.mideast,-1.694251,-24.285408,4.408963
rec.autos,-13.840561,3.497039,-9.072801
rec.autos,5.862769,8.107538,11.995502
rec.autos,-7.534733,9.867931,3.965149
comp.graphics,-3.9501855,10.581365,-8.926179
rec.autos,-8.113684,3.688241,0.13776004
comp.graphics,5.150727,22.323324,-3.6264782
talk.politics.mideast,-3.0413005,-24.153675,-3.5962265
comp.graphics,1.1156859,19.580336,-5.022681
talk.politics.mideast,-12.049735,-7.5898647,-6.8274455
comp.graphics,1.5610701,0.51618505,-0.2565775
rec.sport.baseball,2.813137,-6.501802,-15.317797
sci.med,-0.96846414,-6.4499583,19.41841
comp.graphics,21.194918,10.173115,-7.3699627
rec.sport.baseball,5.824201,-7.4921517,-2.5806003
sci.med,-7.9926972,-2.4527879,4.1270595
talk.politics.mideast,0.020170398,-23.128471,2.409903
rec.sport.baseball,10.658732,-14.524785,3.1186638
comp.graphics,8.843225,9.031996,-1.6174827
sci.med,-7.4962277,-8.737407,15.533066
rec.sport.baseball,21.454622,-12.533893,-1.6252663
sci.med,-15.9868965,-1.0285492,6.2110624
comp.graphics,6.134831,13.5593605,-5.6032553
talk.politics.mideast,-14.9117365,-13.934323,5.2945547
rec.autos,-0.42721102,14.736437,10.23096
comp.graphics,8.214866,29.10066,-1.8618543
talk.politics.mideast,-10.404842,-14.680117,-5.9213834
rec.sport.baseball,11.945779,1.3428599,5.946373
rec.sport.baseball,6.745033,9.641296,-12.29143
comp.graphics,8.9652,25.138586,-0.5897338
sci.med,-16.211811,18.304577,6.111515
rec.sport.baseball,3.9295616,-6.6639996,-11.56919
sci.med,-12.0971775,-3.3055854,5.4547887
sci.med,-10.305458,2.5850062,12.51654
rec.sport.baseball,7.8676763,-9.175049,-11.040054
comp.graphics,3.7247815,17.173834,-5.978026
sci.med,-9.899838,-1.4621474,3.273713
comp.graphics,5.433667,17.630184,-10.754713
rec.autos,-3.6936731,7.2197766,4.793264
talk.politics.mideast,6.885432,-4.926852,5.549504
rec.autos,-0.46320856,3.9541547,15.087882
sci.med,-23.678696,5.2026987,-3.1604056
rec.autos,1.7770878,7.06008,3.0314114
sci.med,0.08768709,-7.044545,5.5581555
talk.politics.mideast,3.6335373,-9.698933,10.860742
comp.graphics,13.50818,9.692039,14.180218
talk.politics.mideast,1.1487521,-4.4433727,0.778692
talk.politics.mideast,-2.0687387,-4.446413,-1.4603583
rec.sport.baseball,13.717086,6.0928073,-11.245278
talk.politics.mideast,-8.447663,-5.4272385,-5.351906
sci.med,-12.939224,-2.8337417,1.3446523
rec.sport.baseball,1.7895687,-7.4354153,1.8426454
rec.sport.baseball,2.404143,-2.699256,-0.82422715
sci.med,-13.724579,0.0026229944,7.9991727
sci.med,-19.091705,15.223617,5.230428
rec.sport.baseball,12.904896,-12.773384,-2.9662604
rec.sport.baseball,15.322738,-18.285595,-0.24136402
rec.autos,-10.972212,4.396802,-2.4088159
rec.sport.baseball,14.614081,-12.004572,-0.14776778
rec.sport.baseball,15.039956,9.749496,-4.164831
talk.politics.mideast,-5.7545896,-14.767538,-0.004655107
sci.med,-15.895626,4.4814496,8.585032
rec.autos,1.3788266,4.535949,8.276782
comp.graphics,1.7672144,16.817627,-6.3166437
