,x,y,z
rec.autos,6.2430296,1.6186147,-7.004448
comp.graphics,6.933132,2.8794932,1.788013
sci.med,6.059293,1.5577382,-0.8609954
comp.graphics,6.348945,9.115512,1.9634402
rec.autos,-0.03502596,5.403328,-11.514157
comp.graphics,10.430026,1.9388652,-2.3398085
rec.sport.baseball,1.6246974,-5.83671,0.9092327
rec.autos,-1.3461478,1.5732851,-7.9265265
sci.med,-5.3126564,5.829171,-0.29652923
talk.politics.mideast,-8.229596,-2.8958385,8.186457
rec.sport.baseball,-3.1777723,-11.161776,-0.71047354
rec.sport.baseball,1.223184,-13.21947,-2.914821
rec.sport.baseball,-3.0160134,-12.472282,1.3911823
sci.med,-3.9273524,4.721128,3.406681
talk.politics.mideast,-12.969963,-0.77086633,0.5479002
rec.autos,-2.7250931,5.4398885,-9.083652
rec.autos,4.306982,-2.1718628,-4.920721
talk.politics.mideast,-15.241917,0.75200033,1.0692453
rec.autos,-6.4759326,3.865234,-8.369201
rec.autos,-1.0648377,8.723896,-6.987646
rec.autos,0.92819625,5.4891443,-8.435161
comp.graphics,4.040184,6.6467338,6.4465914
rec.autos,-0.6085415,6.70377,-5.809756
comp.graphics,7.484738,6.9094663,2.7581208
talk.politics.mideast,-10.992608,-1.7803938,1.8934045
comp.graphics,9.017965,6.7433105,2.922602
talk.politics.mideast,-4.400582,-6.3553653,5.729318
comp.graphics,3.2530963,0.6243279,-0.60480016
rec.sport.baseball,-6.1166162,-7.0482545,-6.3345284
sci.med,0.62666696,-0.6601952,9.856717
comp.graphics,4.4034104,-4.8642545,9.962653
rec.sport.baseball,1.7229239,-7.27339,1.9000977
sci.med,-1.8328503,3.0461085,1.2126917
talk.politics.mideast,-14.622879,0.52143407,0.06296709
rec.sport.baseball,-3.2018337,-12.325777,-0.011942423
comp.graphics,12.505506,0.699266,1.8723303
sci.med,-0.1254132,3.029487,5.6722484
rec.sport.baseball,2.1757884,-12.005671,3.244607
sci.med,-5.7363553,7.1912117,5.1351776
comp.graphics,6.8108487,2.4029605,-0.39643687
talk.politics.mideast,-7.9921875,-3.2014961,8.672106
rec.autos,-0.6236742,1.4667095,-12.632755
comp.graphics,8.240243,11.271038,-1.694449
talk.politics.mideast,-7.3272753,-6.112719,1.5499938
rec.sport.baseball,4.0271373,-6.949177,5.6492
rec.sport.baseball,10.03856,-0.16054171,-3.3113756
comp.graphics,9.977357,2.9792585,4.7934256
sci.med,-2.8298478,15.116088,-0.9223147
rec.sport.baseball,-5.819242,-8.825028,-3.116512
sci.med,-3.6085064,6.223756,2.38331
sci.med,-3.3615541,1.8698652,6.717548
rec.sport.baseball,2.8012824,-7.3769026,-5.9002533
comp.graphics,6.7793045,6.762677,0.030033618
sci.med,-3.011572,3.9766545,4.346193
comp.graphics,11.314739,5.815536,2.6584086
rec.autos,-0.53101933,1.7285696,-5.450479
talk.politics.mideast,-1.1326343,-7.34196,1.3000666
rec.autos,1.7446598,5.060506,-14.117094
sci.med,-3.8426263,4.4555893,12.530649
rec.autos,0.99427485,0.054538283,-4.973
sci.med,-1.5074697,0.16303892,6.9424095
talk.politics.mideast,-6.4140267,-2.792219,-5.21565
comp.graphics,5.863721,1.8832088,10.89382
talk.politics.mideast,0.3699265,-1.8587631,0.89176154
talk.politics.mideast,-0.8171309,-1.7026097,2.1723862
