,x,y,z
rec.autos,4.9545064,-11.619211,16.525309
comp.graphics,11.226871,-1.1967635,-11.335449
sci.med,13.543188,7.1349583,9.789956
comp.graphics,14.411087,0.16348939,-0.54468894
rec.autos,-10.347427,17.354572,-9.1222
comp.graphics,-9.865707,16.771494,-11.388824
rec.sport.baseball,8.428546,15.736865,15.747233
rec.autos,-3.3795812,-6.5348825,4.591493
sci.med,-8.296271,-11.615769,16.722794
talk.politics.mideast,-7.1004806,0.9632878,-15.394333
rec.sport.baseball,3.5917075,17.405802,-0.76839757
rec.sport.baseball,11.53593,18.147217,1.6933392
rec.sport.baseball,18.157053,13.206756,-3.3974545
sci.med,-17.6777,-2.561851,2.249382
talk.politics.mideast,-22.212263,7.3476043,1.2893823
rec.autos,1.5975552,-16.248266,6.209546
rec.autos,-5.118809,13.342709,12.023281
talk.politics.mideast,-21.170124,10.289021,-0.7237158
rec.autos,-4.982001,-1.6402664,-0.11322443
rec.autos,0.6065135,-20.09315,-4.3898177
rec.autos,1.6829191,-15.650032,18.23828
comp.graphics,-25.398514,-2.3405771,-0.6631312
rec.autos,-1.0353538,-14.103977,2.6747115
comp.graphics,18.687122,-6.515937,0.13524516
talk.politics.mideast,-21.348434,9.72629,-2.959972
comp.graphics,11.804953,-0.20504928,6.2502913
talk.politics.mideast,-16.889965,10.079002,11.978417
comp.graphics,5.7453957,-4.351664,21.98049
rec.sport.baseball,0.63628215,-5.765034,-11.611909
sci.med,-17.014608,-19.086203,-6.7284865
comp.graphics,9.721555,0.09602574,0.002967334
rec.sport.baseball,9.379519,18.23883,11.048271
sci.med,-10.018146,-10.799614,2.2298822
talk.politics.mideast,-17.707514,13.27359,-1.5057683
rec.sport.baseball,9.600468,6.0876822,-15.311703
comp.graphics,5.7395825,-4.349745,21.979128
sci.med,-11.279077,-14.050561,-7.4768596
rec.sport.baseball,4.479447,14.73103,-19.997639
sci.med,-15.4282255,0.3454128,0.53237915
comp.graphics,20.361122,-7.340533,12.194545
talk.politics.mideast,-13.357114,3.5346596,5.694057
rec.autos,2.1513517,-9.250891,-16.551914
comp.graphics,18.406988,-6.9459133,-9.503991
talk.politics.mideast,-6.3742123,1.2149135,-10.309299
rec.sport.baseball,3.970755,2.556963,-8.055176
rec.sport.baseball,2.4522014,6.0691075,22.489634
comp.graphics,16.110918,-4.9874215,-11.942873
sci.med,-19.49534,-11.526191,1.975955
rec.sport.baseball,5.454517,5.8015213,-14.403459
sci.med,-18.71896,-8.780931,11.539117
sci.med,1.5000978,-8.413793,-26.684227
rec.sport.baseball,15.32486,10.03545,0.60634017
comp.graphics,15.296145,-6.6004233,-7.027691
sci.med,-4.6596866,11.965626,10.715529
comp.graphics,-13.788612,6.0797806,-21.696615
rec.autos,5.719564,-17.43537,-1.6699059
talk.politics.mideast,-5.4105062,10.018728,-4.376128
rec.autos,-4.869413,-11.524805,8.114315
sci.med,-17.112665,-13.888411,-3.772997
rec.autos,-1.4052086,-7.634446,3.8834975
sci.med,-12.93816,-16.261166,-5.70703
talk.politics.mideast,-7.5665708,2.6806386,4.889185
comp.graphics,-2.6507206,-7.628923,-16.363897
talk.politics.mideast,-1.6383748,16.323572,17.648598
talk.politics.mideast,-1.8726637,14.832446,16.904442
rec.sport.baseball,-2.6224983,2.5821218,10.286797
talk.politics.mideast,-19.042395,2.8337388,-2.858096
sci.med,-15.779895,-0.59365845,-4.1658916
rec.sport.baseball,7.528652,-3.186231,-12.635637
rec.sport.baseball,1.4476043,18.355972,12.865298
sci.med,-15.291567,-11.703056,-14.093012
sci.med,-11.288299,-17.02233,12.865454
rec.sport.baseball,5.793604,17.353643,-6.2588086
rec.sport.baseball,4.5867724,5.6751137,-16.21562
rec.autos,-0.69513047,-18.079283,-2.7801685
rec.sport.baseball,13.06108,-21.187426,-2.2928696
rec.sport.baseball,2.3853426,2.682848,17.479239
talk.politics.mideast,-18.156889,9.675623,-14.481502
sci.med,-17.73598,-5.847937,6.8571
rec.autos,-2.1896353,-6.5441084,4.198997
comp.graphics,13.816666,5.377559,6.5076447
rec.sport.baseball,2.068622,12.3899975,0.50196654
comp.graphics,14.588385,2.9115183,4.9091897
talk.politics.mideast,-16.86777,0.89829934,-16.273323
rec.sport.baseball,6.866125,0.0016756123,-8.368029
talk.politics.mideast,-12.505388,3.184129,4.893774
talk.politics.mideast,3.904972,9.982219,12.064897
rec.sport.baseball,14.584172,5.781165,-7.4629374
sci.med,-0.019534718,-4.989693,16.440916
comp.graphics,20.765787,7.528886,0.7129329
sci.med,-22.603535,-2.7851129,10.62764
sci.med,-16.342295,-1.7847797,-5.965831
talk.politics.mideast,-6.269651,16.485622,9.534469
rec.sport.baseball,12.205937,13.488045,-9.729506
rec.sport.baseball,8.662444,10.932274,17.937666
rec.sport.baseball,6.8684087,14.302113,1.1088527
comp.graphics,21.458654,-1.5711695,11.064516
sci.med,-10.397882,-4.721218,1.2163926
rec.sport.baseball,9.971122,3.2559505,-4.000309
talk.politics.mideast,-1.5411229,-3.2122085,-5.570638
sci.med,-8.361391,-11.579723,16.581993
rec.sport.baseball,-19.668495,-7.3438396,3.2874317
comp.graphics,21.4069,-7.415191,-0.19762799
talk.politics.mideast,-17.675686,15.814247,0.43743256
comp.graphics,6.3657475,-0.5891638,13.433219
sci.med,1.8255727,-7.6631675,-27.057184
talk.politics.mideast,6.437794,-3.4378977,-10.857594
sci.med,-19.358973,-6.403774,10.280648
rec.autos,3.5827656,-1.2722046,0.26969463
comp.graphics,19.525864,1.1320364,11.890876
rec.autos,-11.702249,-8.843829,-19.771677
sci.med,-12.334339,-5.6522303,16.522558
sci.med,-8.492091,8.622963,-21.084196
rec.autos,4.86802,-4.854302,-23.346968
rec.sport.baseball,5.953128,-1.4615915,-5.291062
talk.politics.mideast,-6.074535,-4.078557,-23.569487
