,x,y,z
rec.autos,4.0004573,-12.013971,-2.5203934
comp.graphics,9.178284,3.5612864,-5.202501
sci.med,11.244172,-5.023409,-4.6814833
comp.graphics,6.243725,-1.158029,-8.311084
rec.autos,-13.070881,20.218832,1.5864747
comp.graphics,-12.97432,20.329704,-0.64288795
rec.sport.baseball,6.620458,-6.214989,5.5105124
rec.autos,2.3362734,-6.596424,-1.0130981
sci.med,-9.405342,-10.191422,-2.1043673
talk.politics.mideast,-2.999711,11.588506,-0.68749195
rec.sport.baseball,-0.31530666,1.1356963,10.9230995
rec.sport.baseball,7.9123135,-3.081196,11.965957
rec.sport.baseball,3.569978,0.67072284,12.794406
sci.med,-5.0504465,1.2737067,4.7101765
talk.politics.mideast,-8.664008,2.9374263,12.851728
rec.autos,-1.905465,-7.346897,-7.0348063
rec.autos,6.409646,-8.698424,0.8873261
talk.politics.mideast,-9.0208435,3.4768429,13.118315
rec.autos,-3.7955163,3.2090447,-1.3369559
rec.autos,-2.2794755,1.6037402,-7.9147134
rec.autos,-0.7792654,-11.150907,-5.609191
comp.graphics,-13.121845,6.1013947,8.938208
rec.autos,-0.70775557,-5.187318,-6.0933833
comp.graphics,7.879986,3.0611334,-11.9976
talk.politics.mideast,-7.5730243,4.381381,12.836257
comp.graphics,10.415451,-3.4281683,-7.814411
talk.politics.mideast,-7.30782,-4.451578,7.4665194
comp.graphics,6.505575,-10.083605,1.7188692
rec.sport.baseball,5.084774,8.057605,-1.6460559
sci.med,-13.014385,2.870013,-5.2390585
comp.graphics,7.2379303,-2.0406182,-6.4416113
rec.sport.baseball,5.979206,-10.70144,9.175284
sci.med,-11.421633,-2.569812,-4.100113
talk.politics.mideast,-8.924599,1.6598222,12.410907
rec.sport.baseball,3.6934998,12.242357,3.1399684
comp.graphics,6.307278,-10.230657,2.273952
sci.med,-12.963402,2.947105,-3.7029166
rec.sport.baseball,-5.002042,19.233896,0.09181572
sci.med,-9.10778,-1.9815854,1.3649014
comp.graphics,12.445759,-9.134262,-10.744881
talk.politics.mideast,-7.450371,4.7279396,3.1257925
rec.autos,-0.4957566,6.1644855,-5.6352873
comp.graphics,7.667463,6.672866,-9.180043
talk.politics.mideast,-5.550027,9.725168,3.70516
rec.sport.baseball,11.457706,4.9170685,1.5409452
rec.sport.baseball,12.223228,-12.9343,0.18179147
comp.graphics,8.325866,6.2520456,-5.990675
sci.med,-11.644125,13.69619,-0.56592613
rec.sport.baseball,4.725903,8.421658,5.835264
sci.med,-12.864135,-5.58543,-2.802063
sci.med,1.567869,17.25325,-2.1493049
rec.sport.baseball,3.4585,2.9773788,1.1426688
comp.graphics,6.8876915,2.6833959,-9.234485
sci.med,-6.6043744,-7.6008334,4.8973007
comp.graphics,-10.809091,15.665501,-3.768643
rec.autos,1.8150183,-4.916714,-2.6604946
talk.politics.mideast,9.262434,2.6309657,1.4274726
rec.autos,1.3425316,-4.518782,-1.7422543
sci.med,-11.8050785,-1.9313046,-2.3389401
rec.autos,3.1396317,-8.643372,-0.11412726
sci.med,-9.894853,3.7451725,-4.4745502
talk.politics.mideast,-4.700582,-2.135963,4.0117326
comp.graphics,0.006538385,12.553653,-2.8042228
talk.politics.mideast,4.6221223,-15.219659,7.029204
talk.politics.mideast,3.4472764,-15.030629,7.15222
rec.sport.baseball,7.653973,-11.119458,-2.0313396
talk.politics.mideast,-7.025395,9.097017,7.128125
sci.med,-9.188885,-1.0497764,-1.4059259
rec.sport.baseball,5.965956,8.214607,-2.4579213
rec.sport.baseball,6.0147934,-14.909335,8.25883
sci.med,-11.447981,2.735865,-1.4345407
sci.med,-9.664901,-5.2605624,-6.26103
rec.sport.baseball,6.7475934,2.199908,8.132688
rec.sport.baseball,2.0072985,9.482234,3.1634083
rec.autos,-0.5180383,7.9145,-4.61283
rec.sport.baseball,-6.8801966,16.153929,-7.998378
rec.sport.baseball,9.5100155,-12.556244,3.453507
talk.politics.mideast,-10.177132,14.922982,3.7259805
sci.med,-14.073181,-5.2804055,-1.628654
rec.autos,-2.172793,-3.3590157,-2.5415714
comp.graphics,11.064433,-2.5920143,-4.141367
rec.sport.baseball,3.4217916,-9.219212,7.0661163
comp.graphics,10.810673,-1.6451516,-5.9098134
