,x,y,z
rec.autos,-0.3490188,-7.2880344,14.215854
comp.graphics,12.732917,9.654502,3.016151
sci.med,4.460062,0.50250095,5.1882787
comp.graphics,15.21036,2.667231,2.8366654
rec.autos,-8.208432,-5.982417,9.269407
comp.graphics,5.1202197,-1.2187134,11.628534
rec.sport.baseball,-4.5594344,4.7410116,4.802183
rec.autos,-14.748869,-7.8363514,-0.3447663
sci.med,-0.19078383,-1.8087797,-7.2289405
talk.politics.mideast,3.90485,9.260607,-3.8765407
rec.sport.baseball,-6.5411925,1.2816505,-3.6923769
rec.sport.baseball,-11.357189,4.8465176,-4.8322334
rec.sport.baseball,2.4530509,-2.10067,-2.963701
sci.med,-8.7236805,0.0055439514,17.313108
talk.politics.mideast,-1.9413657,8.326321,-10.261037
rec.autos,-11.715906,-7.2594557,7.079098
rec.autos,-2.383119,8.308793,18.001894
talk.politics.mideast,-5.2041945,9.025473,-8.941585
rec.autos,9.077345,11.991534,-9.754404
rec.autos,20.122042,-0.79914325,-3.710163
rec.autos,-10.991979,-11.58575,7.5861945
comp.graphics,8.528145,-12.72286,7.2373343
rec.autos,-14.236956,-0.20350839,11.070478
comp.graphics,18.590595,3.2610326,7.3247147
talk.politics.mideast,0.0047157477,10.782944,-10.013312
comp.graphics,10.718919,-3.4442434,10.112312
talk.politics.mideast,9.885081,5.8096895,-6.3726287
comp.graphics,1.1871662,8.022026,12.396832
rec.sport.baseball,0.56201696,14.341401,1.9260304
sci.med,-2.9332068,0.15635073,-20.02874
comp.graphics,18.854948,1.3821763,1.905247
rec.sport.baseball,-5.6128774,5.210792,-6.5643334
sci.med,1.5657438,-1.383782,-0.02170485
talk.politics.mideast,-11.040098,8.863045,-11.568498
rec.sport.baseball,-9.873234,-2.3421564,-8.275277
comp.graphics,4.09439,4.281251,11.593023
sci.med,8.238076,-12.923331,1.6778036
rec.sport.baseball,-18.978998,1.0959036,3.3627589
sci.med,6.2412114,-0.5791251,-8.65309
comp.graphics,9.310197,2.1373224,10.570418
talk.politics.mideast,-4.2414737,19.78118,1.1629138
rec.autos,-8.824055,-14.562815,3.7310655
comp.graphics,-8.582397,-12.121073,-14.958352
talk.politics.mideast,-14.917463,-6.0760374,-12.9035635
rec.sport.baseball,12.720545,0.8601334,-16.485437
rec.sport.baseball,14.283893,-3.1685898,1.6030208
comp.graphics,-4.9568553,-4.3207035,18.718111
sci.med,3.563333,-8.637068,-11.755378
rec.sport.baseball,-1.956671,15.226529,2.7099946
sci.med,2.8948147,-10.416238,-4.2533174
sci.med,12.563873,-13.755092,-2.049186
rec.sport.baseball,2.7452028,20.801687,1.2117109
comp.graphics,11.490352,-5.89215,4.401821
sci.med,3.1291323,0.3040518,-4.1261654
comp.graphics,-19.084349,-4.022161,5.2420816
rec.autos,-13.512133,-10.927841,7.292789
talk.politics.mideast,-6.645288,-2.6509216,-6.6170235
rec.autos,-7.177101,-6.9983444,-17.787918
sci.med,-10.600892,-14.426271,-11.336595
rec.autos,-9.209888,-0.24348487,6.8426065
sci.med,0.675657,2.4249675,-5.4650173
talk.politics.mideast,-14.481114,4.864996,11.786615
comp.graphics,6.437356,13.406937,-13.120912
talk.politics.mideast,2.555044,2.4080708,0.43646783
talk.politics.mideast,-2.0576813,-1.3932347,-1.2798023
rec.sport.baseball,1.7323422,-3.1965597,19.095654
talk.politics.mideast,-1.8210433,8.683934,-5.8368735
sci.med,10.117968,3.5621603,-2.8860474
rec.sport.baseball,-10.97174,6.0102777,9.684672
rec.sport.baseball,-0.6076778,3.586464,2.498447
sci.med,10.752131,-0.47248042,-4.7869244
sci.med,-0.87708944,-9.415581,-9.40387
rec.sport.baseball,-10.435587,3.1064615,-0.15651678
rec.sport.baseball,-18.554855,4.971507,-1.1138327
rec.autos,1.7776471,-16.620686,6.2683
