,x,y,z
rec.autos,7.1891737,-3.2451324,-1.379868
comp.graphics,-0.6630145,-2.4454055,1.5191516
sci.med,0.8860894,-5.6151676,-3.5010583
comp.graphics,-6.262354,-6.747661,-0.31328496
rec.autos,7.8344507,-1.8273721,0.18940118
comp.graphics,-0.8893463,-6.91942,2.6298718
rec.sport.baseball,2.5078242,-2.649764,-2.2623806
rec.autos,6.009059,-5.0376873,4.747567
sci.med,4.069615,4.850181,1.6069218
talk.politics.mideast,-7.9168377,-0.17565066,2.1118865
rec.sport.baseball,6.65952,-0.2836915,-4.074921
rec.sport.baseball,5.6232467,3.2154918,-6.098446
rec.sport.baseball,1.579238,3.533291,-6.2934785
sci.med,-1.2279483,0.9248836,2.348311
talk.politics.mideast,-5.066204,2.4758482,6.289629
rec.autos,6.5468507,-2.8064084,4.3011203
rec.autos,6.6048164,-2.620501,-4.0647316
talk.politics.mideast,-5.4792547,3.3444912,6.726283
rec.autos,-3.1641397,1.1579546,1.2499564
rec.autos,3.626766,-1.0943469,5.143844
rec.autos,6.352141,-0.40754205,2.238978
comp.graphics,-6.25272,3.5754812,-5.7438083
rec.autos,9.815892,-1.1673853,1.8096982
comp.graphics,-1.0280424,-4.185326,4.2857614
talk.politics.mideast,-4.605641,2.9563925,4.84825
comp.graphics,-0.8156163,-4.228163,3.960907
talk.politics.mideast,-3.4958313,2.2447438,2.1774228
comp.graphics,2.0427926,-5.415181,-0.8554245
rec.sport.baseball,0.068953246,-0.6667976,-2.8751085
sci.med,-1.2799567,5.067505,3.7085552
comp.graphics,-1.7831849,1.1614623,-2.3747997
rec.sport.baseball,2.5008812,0.21531312,-4.042534
sci.med,3.2042754,1.5695391,-0.99928933
talk.politics.mideast,-4.734399,2.0981016,7.2368093
rec.sport.baseball,-1.1825083,2.8999403,-5.807582
comp.graphics,2.2893848,-3.4614816,-0.75848967
sci.med,0.054687455,5.9128704,3.2346838
rec.sport.baseball,2.435162,6.8789163,-6.606006
sci.med,-2.4033506,5.908715,3.9469945
comp.graphics,-0.5749028,-3.3097959,2.0209928
talk.politics.mideast,-10.874773,0.605729,1.1668822
rec.autos,9.45987,1.0185009,1.596686
comp.graphics,-3.7168765,-8.553711,-0.746589
talk.politics.mideast,-6.6511526,-3.1560078,3.2239802
rec.sport.baseball,1.5849133,-0.4770617,-2.3083665
rec.sport.baseball,1.4553255,-2.3994246,-2.0126836
comp.graphics,0.02769818,-1.6175425,-0.19000033
sci.med,-1.0118165,3.0176415,0.39894685
rec.sport.baseball,2.7971323,2.7031498,-4.5545125
sci.med,0.91086155,6.1183553,-0.15659547
sci.med,-2.8598197,5.7703056,1.4512289
rec.sport.baseball,-1.6688616,0.703372,-6.730385
comp.graphics,2.027716,-4.260055,4.8696413
sci.med,-2.217296,0.671758,0.68727124
comp.graphics,2.2380574,-4.957781,6.5661387
rec.autos,5.2867565,-1.2108632,-0.0038358537
talk.politics.mideast,-4.27501,1.582609,1.9983239
rec.autos,5.1674986,0.5827182,3.463706
sci.med,-0.848832,9.29946,1.0484245
rec.autos,1.258153,-0.5822747,1.3808482
sci.med,-2.291476,3.382495,1.3051689
talk.politics.mideast,-7.657715,2.5693154,-1.3262199
comp.graphics,-4.7466373,2.3176656,-3.7598274
talk.politics.mideast,3.0559704,-3.124396,-1.8447396
talk.politics.mideast,3.6690238,-4.2641196,-3.2195778
rec.sport.baseball,-0.8126292,-0.71981114,-3.8978167
talk.politics.mideast,-7.494827,-0.08264375,-5.158826
sci.med,-3.6595657,1.2747726,-3.2507935
rec.sport.baseball,1.1228491,-0.1338765,-1.391646
rec.sport.baseball,2.9822211,-3.2980175,-2.4281719
sci.med,-0.9186689,6.4566407,-0.5895306
sci.med,2.212294,2.2627902,-10.587463
rec.sport.baseball,5.4804482,1.6735137,-3.9422784
rec.sport.baseball,3.6224337,7.27436,-3.8966987
rec.autos,3.2583392,1.476449,5.0187445
rec.sport.baseball,5.223401,1.4401497,-3.6868587
rec.sport.baseball,2.3857338,-2.6653054,-3.2517245
talk.politics.mideast,-3.8163128,0.13274585,6.2519507
sci.med,-1.2837025,3.755641,-0.078573346
rec.autos,3.0491564,-0.06687543,1.8323493
comp.graphics,-2.5816543,-3.487211,2.6815062
rec.sport.baseball,4.981292,-1.2227176,-1.588317
comp.graphics,0.1480485,-4.1263046,0.8053073
talk.politics.mideast,-9.2192335,0.5139525,2.1324124
rec.sport.baseball,3.8932836,-1.1147013,-3.3749225
talk.politics.mideast,-10.869972,0.636277,1.1475636
talk.politics.mideast,2.7297957,-2.7829952,-2.6859722
rec.sport.baseball,1.2970545,0.49574766,-4.4278774
sci.med,-0.49481475,4.097705,-0.43169618
comp.graphics,-2.8782485,-6.9900045,-2.9855118
sci.med,-3.5051146,3.095479,-0.25995767
