,x,y,z
rec.autos,-7.645008,3.0033605,-3.3675163
comp.graphics,-2.5908194,-4.8465347,-0.07668731
sci.med,-1.3480012,2.0840037,-1.5558128
comp.graphics,10.7277775,-4.012073,-2.1579893
rec.autos,-10.1880045,-0.04302591,0.057430413
comp.graphics,2.39229,-5.5686436,0.05978088
rec.sport.baseball,1.6821792,1.4700236,-6.5923986
rec.autos,-9.813659,-1.2960212,6.986428
sci.med,0.4743566,1.9647058,8.696634
talk.politics.mideast,1.5254775,10.760063,0.3063987
rec.sport.baseball,-7.036546,2.9156556,-8.862362
rec.sport.baseball,-3.1746202,-6.256426,-8.764065
rec.sport.baseball,-7.239949,-2.5488503,-8.5955515
sci.med,5.704816,1.1996044,0.99956864
talk.politics.mideast,8.10053,7.0011997,5.3531938
rec.autos,-7.6424227,-4.9628844,2.2817762
rec.autos,-3.1868286,8.206125,-4.235987
talk.politics.mideast,8.50288,8.064571,6.117067
rec.autos,1.5825466,5.080319,4.8757305
rec.autos,-6.7790923,-2.1348565,6.006363
rec.autos,-6.209679,-0.47559878,2.680363
comp.graphics,5.096558,-7.3495927,4.6314397
rec.autos,-10.55109,-0.787219,3.9472964
comp.graphics,3.0821514,-8.296223,-2.2955668
talk.politics.mideast,7.4387608,6.2884455,3.2674885
comp.graphics,3.6898782,-6.944398,-2.6732416
talk.politics.mideast,6.8581347,7.2435446,-5.652725
comp.graphics,3.4091303,-0.8686825,-3.3617997
rec.sport.baseball,-2.4797146,-0.27140534,-3.2435198
sci.med,0.05207666,-3.8633626,8.60531
comp.graphics,-1.2952573,-3.678048,2.5782828
rec.sport.baseball,-1.4737402,-1.4072841,-7.739872
sci.med,-3.483342,2.97393,-4.5737314
talk.politics.mideast,8.488776,6.123699,6.5506134
rec.sport.baseball,-9.604815,1.8704313,-7.041529
comp.graphics,2.4887426,-1.9392297,-5.5195794
sci.med,0.50563437,-3.311544,4.549364
rec.sport.baseball,-5.0694118,-10.080178,-4.996499
sci.med,3.6371257,-3.3159103,10.380798
comp.graphics,3.241005,-4.393913,-0.33503515
talk.politics.mideast,2.1292503,13.679122,0.9602316
rec.autos,-11.809819,-0.8040623,-0.3157615
comp.graphics,-3.7737217,-7.2269692,-0.3903566
talk.politics.mideast,1.3055444,8.207802,-3.5256636
rec.sport.baseball,-2.5663705,-0.006906592,-4.7131357
rec.sport.baseball,-0.4613043,1.2418283,-4.787631
comp.graphics,0.29606822,-0.8543151,-1.5994519
sci.med,4.0819654,0.26398826,5.057462
rec.sport.baseball,-3.729384,-3.0833976,-6.836913
sci.med,2.412085,0.5358644,7.0912566
sci.med,3.1048567,-1.2867795,10.846147
rec.sport.baseball,-5.8943505,8.641829,1.8627639
comp.graphics,0.51570547,-6.3518395,-5.0418553
sci.med,2.3845904,3.1894145,1.2373838
comp.graphics,-0.82032377,-10.150995,-3.375212
rec.autos,-4.0196967,1.9124581,-0.7754765
talk.politics.mideast,3.4466782,5.5418262,-0.5430362
rec.autos,-6.876011,0.8004704,4.274953
sci.med,0.5041307,-7.113828,8.466685
rec.autos,-3.0453513,-0.28323507,0.15166669
sci.med,3.8692157,-0.87708455,8.176623
talk.politics.mideast,5.3175454,9.258829,2.0153782
comp.graphics,-0.5940465,-1.0972713,13.639865
talk.politics.mideast,3.176008,3.0673597,-5.817474
talk.politics.mideast,4.339494,2.871429,-9.204725
rec.sport.baseball,0.6441259,7.2444644,-5.97732
talk.politics.mideast,3.6570246,4.620007,9.783243
sci.med,0.22579557,-1.0144657,11.729357
rec.sport.baseball,-1.1333008,3.8243735,-2.5979726
rec.sport.baseball,3.0297518,2.4526823,-7.140074
sci.med,4.8627934,-2.7086008,8.53812
sci.med,-4.873668,1.9349396,10.059381
rec.sport.baseball,-1.8782693,-4.276305,-6.530348
rec.sport.baseball,-8.612768,-7.129278,-5.3424215
rec.autos,-7.763789,3.6832492,5.721288
rec.sport.baseball,-1.9124488,-3.3266776,-6.627668
rec.sport.baseball,1.4599483,2.4653506,-7.830373
talk.politics.mideast,9.101519,4.7123814,4.158336
sci.med,5.3986354,0.82217133,5.4758544
rec.autos,-5.0336337,0.95254874,1.4620919
comp.graphics,5.310878,-5.73692,0.017009946
rec.sport.baseball,-0.1594804,5.822234,-4.6604414
comp.graphics,5.4533257,-2.547164,-3.0802228
talk.politics.mideast,4.4802465,11.896763,0.9949205
rec.sport.baseball,0.33738643,0.97201806,-8.064243
talk.politics.mideast,2.041994,13.702989,0.99402744
talk.politics.mideast,1.4024438,2.940818,-7.0864143
rec.sport.baseball,-6.945185,0.05751013,-5.791274
sci.med,5.3528852,-0.93212163,4.7255335
comp.graphics,-6.975277,7.1237082,-6.6728063
sci.med,-5.1418724,1.5912828,8.225221
sci.med,3.6811335,-0.6200804,12.875617
talk.politics.mideast,2.6875172,4.6989455,-2.504871
rec.sport.baseball,-10.647334,-2.9614694,-4.146024
rec.sport.baseball,2.6337063,0.11528227,-6.9189863
rec.sport.baseball,-4.9255652,-5.441149,-5.4136906
comp.graphics,4.845564,-5.4184017,-3.4440024
sci.med,8.70869,-5.200743,6.0992684
rec.sport.baseball,-3.7033813,1.0181001,-8.283176
talk.politics.mideast,6.195402,1.447724,-5.274264
sci.med,0.40382692,2.0411334,8.8546095
rec.sport.baseball,-1.5881513,2.6833568,-3.953495
comp.graphics,9.06356,-7.682585,1.654331
talk.politics.mideast,7.965815,8.478772,5.218419
comp.graphics,4.3371015,-2.9694521,0.6390211
sci.med,2.7994285,2.531885,10.190977
talk.politics.mideast,0.054836046,5.7128654,3.239615
sci.med,2.3676572,-1.1140395,8.832384
rec.autos,-0.6907968,0.32195863,-3.6559582
comp.graphics,5.786856,-2.3886635,-3.3360765
rec.autos,-2.2678308,4.408784,7.3734083
sci.med,2.129245,-1.8799394,7.9256783
sci.med,-1.407964,1.6542525,4.0552363
rec.autos,-12.70426,-4.607443,1.7815089
rec.sport.baseball,0.05606213,1.3180861,0.7087299
talk.politics.mideast,1.0306238,8.858664,-4.343511
sci.med,-1.7814525,-1.8129009,4.8440766
rec.autos,3.8472419,2.0331469,-4.4700522
rec.autos,-8.676242,-2.5994248,0.84594
comp.graphics,4.778664,-0.17081384,-1.4215046
talk.politics.mideast,-0.52870136,5.0174336,1.7750934
talk.politics.mideast,3.6226516,6.439135,3.484784
rec.sport.baseball,-4.859743,-1.0657301,-6.935917
sci.med,0.4313778,-0.74395823,4.9228435
rec.sport.baseball,-4.270093,6.165333,-6.433363
rec.autos,3.2985625,2.7166278,-6.211142
sci.med,0.7643613,-0.68560386,-1.0240946
talk.politics.mideast,7.247255,6.3322263,6.13647
sci.med,3.820889,-0.9650129,7.863566
comp.graphics,3.5978007,-9.464623,-3.573131
talk.politics.mideast,-0.13726197,10.271998,3.77729
talk.politics.mideast,3.247445,10.824689,1.7238243
rec.sport.baseball,-3.8777096,-4.6190434,-8.371274
comp.graphics,-2.570039,-6.260335,0.94590235
sci.med,11.164672,-2.0675514,3.50077
rec.autos,-5.6762753,-4.806047,1.6720613
comp.graphics,2.936034,-2.8797295,-2.9047108
rec.autos,-6.619654,-2.546929,3.1207182
talk.politics.mideast,6.860022,7.243933,-5.657428
rec.sport.baseball,-1.991116,-4.4133286,-9.331206
rec.sport.baseball,-3.7149036,-2.5002043,-7.3710594
rec.sport.baseball,1.7038217,5.278465,-8.771194
rec.autos,-6.405971,-0.6428885,0.040103067
comp.graphics,4.5378275,-6.3262525,3.5948467
talk.politics.mideast,2.779198,9.103479,-2.540852
talk.politics.mideast,2.638712,8.198396,-0.53852737
rec.autos,-3.2903104,-1.062478,-2.0558896
comp.graphics,3.519418,-8.878371,2.0462408
comp.graphics,-0.00069278106,-8.519697,-2.8868232
talk.politics.mideast,6.035221,5.981913,10.732992
comp.graphics,1.3790637,-11.882121,-4.0234156
rec.sport.baseball,-3.7200785,-5.367152,-10.004387
rec.autos,-4.530772,4.328575,-1.5393238
rec.autos,-8.137377,1.928513,1.5563575
rec.autos,-10.650736,-1.6949909,1.3354254
rec.autos,-3.1646476,-6.4719014,3.4229844
sci.med,-0.6087384,-6.692897,7.2114925
rec.autos,1.228544,5.1781316,9.960855
sci.med,-4.0648637,-1.4167663,0.8339564
rec.autos,-8.284096,0.8455203,8.805092
rec.sport.baseball,0.9782293,1.7641202,-6.510766
sci.med,1.2902691,1.9570917,1.3018129
rec.autos,-0.81257427,-0.7836041,-2.492716
sci.med,7.165807,0.39993855,-4.927682
comp.graphics,-3.1740093,-9.351226,1.9661409
comp.graphics,3.2446845,0.0082819415,-4.9243674
talk.politics.mideast,1.1620584,12.287399,-3.242727
sci.med,-2.9793582,0.97922426,6.5599484
rec.sport.baseball,-4.1523657,-0.16293053,-6.389437
comp.graphics,5.3835115,0.4629698,-4.257488
talk.politics.mideast,7.319232,8.777518,5.391293
rec.autos,-12.748916,-3.1613686,4.018389
comp.graphics,0.7335499,-1.7540084,0.3053817
comp.graphics,6.3358583,-2.6738658,0.51945764
sci.med,7.480539,1.209483,4.5792565
rec.sport.baseball,-9.194658,-5.180564,-6.357145
rec.sport.baseball,-5.5960155,-9.475164,-5.3683314
rec.sport.baseball,-2.6954536,-5.359212,-8.183076
rec.sport.baseball,-3.49386,-2.3152802,-7.391893
rec.sport.baseball,-8.668522,-3.6529646,-6.9403133
talk.politics.mideast,6.0442467,8.773878,-0.507086
rec.autos,-5.5584764,1.4051167,-2.5688283
rec.autos,-7.2621837,1.017797,4.188627
talk.politics.mideast,3.4011817,6.178903,4.0202513
talk.politics.mideast,-1.4334114,8.927866,2.666079
comp.graphics,0.79351574,-1.4360075,0.5631926
rec.autos,-4.792673,-0.9512676,3.7969003
comp.graphics,2.9245708,-10.161891,-1.3293934
sci.med,-0.30728316,1.6813477,7.446787
