,x,y,z
rec.autos,2.3179815,-3.8118258,-3.3440971
comp.graphics,0.11225708,-5.3292317,1.099401
sci.med,-0.50897986,-2.5829904,-0.5633621
comp.graphics,2.2476215,-7.6620874,-1.661837
rec.autos,6.6437845,-3.2313957,-2.1155763
comp.graphics,-2.1753333,-7.0656433,-0.6914637
rec.sport.baseball,-4.1192365,-0.24987166,0.3687643
rec.autos,4.464944,-2.8480377,-0.38789698
sci.med,2.8171415,0.5757466,-3.958765
talk.politics.mideast,2.5886028,5.6398063,0.67802244
rec.sport.baseball,-4.1333623,3.5279016,-0.49282798
rec.sport.baseball,-6.8599544,3.9095502,-0.07766294
rec.sport.baseball,-4.9884896,3.3747604,-2.0608313
sci.med,2.4178214,2.2278128,-3.0931294
talk.politics.mideast,-1.3941687,7.920661,0.39177108
rec.autos,6.05965,-1.5339175,-0.97023815
rec.autos,-1.7142237,-3.3503428,-2.713931
talk.politics.mideast,-1.8769673,8.806339,-0.40729988
rec.autos,4.4948006,-0.15381539,4.605784
rec.autos,5.3612967,-0.791619,2.137113
rec.autos,4.78975,-2.2650554,-2.218959
comp.graphics,2.774172,-5.4650183,1.4359488
rec.autos,4.387363,-2.0115235,0.69483894
comp.graphics,1.5034908,-8.30234,-0.7421158
talk.politics.mideast,-0.70034486,6.666413,1.2401857
comp.graphics,0.9919588,-7.7781734,0.4593777
talk.politics.mideast,0.75700253,2.6903713,3.85038
comp.graphics,-0.26802027,-1.4559113,0.30658832
rec.sport.baseball,-6.2647257,-1.0926579,3.5923257
sci.med,-2.8059132,0.58620036,-5.0649457
comp.graphics,-2.3049371,-2.5877352,5.558944
rec.sport.baseball,-4.0382023,1.5605019,1.2310636
sci.med,1.6251951,0.88406134,-1.7363616
talk.politics.mideast,-1.8227088,8.52613,-0.21157722
rec.sport.baseball,-4.6370683,4.0486917,-0.9567918
comp.graphics,-2.8870678,-8.072033,-1.4679184
sci.med,2.9654863,2.7970767,-1.2668977
rec.sport.baseball,-6.2881665,4.0813093,3.1349957
sci.med,3.1681242,2.683497,-4.7417603
comp.graphics,-0.2848999,-5.2274237,-0.6195256
talk.politics.mideast,3.067299,5.993797,0.7264677
rec.autos,5.8457513,-4.5902166,-1.0154889
comp.graphics,-1.7536341,-11.524592,-0.13117345
talk.politics.mideast,1.9109304,6.0044637,3.5925705
rec.sport.baseball,-4.1951437,-1.2439477,1.9484379
rec.sport.baseball,-3.0085342,-5.665509,1.1464869
comp.graphics,-0.44460255,-10.542549,-0.9127364
sci.med,2.5301218,10.04823,-2.1527462
rec.sport.baseball,-5.348114,1.6018527,2.4166145
sci.med,3.2754507,1.9597633,-3.3161676
sci.med,4.750182,2.0193686,-1.7976439
rec.sport.baseball,-4.3876286,0.46195328,2.484631
comp.graphics,1.4332961,-7.161085,-1.0631496
sci.med,1.5938214,2.1354673,-2.5673788
comp.graphics,0.80337685,-8.802171,0.56491023
rec.autos,3.0471723,-1.8465813,0.5436695
talk.politics.mideast,-2.3244722,0.3728355,3.1179745
rec.autos,4.9245276,-0.05983536,1.5415611
sci.med,6.4576464,2.8313022,-0.9887266
rec.autos,2.0806088,-2.01219,1.1784127
sci.med,3.906092,2.0820603,-0.26535657
talk.politics.mideast,0.87195015,0.47000265,3.7288046
comp.graphics,1.9153037,-4.1938243,4.72153
