,x,y,z
rec.autos,-0.06448289,-1.2932577,-0.075123824
comp.graphics,1.196964,-0.36475688,0.050707135
sci.med,0.7426939,-1.2200209,0.008073797
comp.graphics,1.0247086,-0.728158,0.015617938
rec.autos,-1.5118586,2.9490364,-1.3448439
comp.graphics,-1.4856104,2.923109,-1.3066016
rec.sport.baseball,-0.4192284,-0.3112188,-1.3497605
rec.autos,-0.09611452,-1.1153152,-0.00046425994
sci.med,-0.05390745,-0.67019844,1.7649698
talk.politics.mideast,-0.0859724,1.0838299,0.0168599
rec.sport.baseball,-0.47350088,0.09198363,-0.87949735
rec.sport.baseball,-0.39860353,-0.05280514,-1.7239379
rec.sport.baseball,-0.16705072,0.2626484,-1.3152332
sci.med,-0.11143806,-0.034888633,1.1817122
talk.politics.mideast,-1.3995383,1.3874024,0.5555926
rec.autos,-0.2483378,-1.1122304,0.010680387
rec.autos,-0.7678813,0.22868861,0.14098369
talk.politics.mideast,-1.3950899,1.4093018,0.53665745
rec.autos,-0.40788797,0.026877642,0.60367155
rec.autos,-0.029860064,-0.43180373,0.096832655
rec.autos,-0.27167723,-1.4332978,-0.03628946
comp.graphics,0.28990877,0.8999471,1.4830862
rec.autos,-0.15842932,-0.9987657,0.01689751
comp.graphics,1.656304,-0.6116574,0.1118672
talk.politics.mideast,-1.3393672,1.3732325,0.50879776
comp.graphics,1.2762665,-1.2449895,0.068955965
talk.politics.mideast,-0.92226034,0.7686686,0.5773806
comp.graphics,0.6310568,-1.5843972,-0.14707053
rec.sport.baseball,0.16855194,0.3530082,-0.28208324
sci.med,0.051384386,-0.22309256,1.780585
comp.graphics,0.6132168,-0.55710626,-0.07236265
rec.sport.baseball,-0.4475307,-0.34944943,-1.4614607
sci.med,-0.0045123515,-0.31318462,1.3018738
talk.politics.mideast,-1.3489382,1.3348848,0.51672846
rec.sport.baseball,0.47288442,1.1651087,-0.67497
comp.graphics,0.56398624,-1.584085,-0.16089003
sci.med,0.050770298,-0.20927541,1.7226005
rec.sport.baseball,-1.1318492,2.72772,-1.1986043
sci.med,-0.08681003,-0.0736791,1.2260642
comp.graphics,1.5974368,-1.2989342,0.12688857
talk.politics.mideast,-0.9580329,0.8929729,0.581939
rec.autos,0.42490926,0.5103424,-0.16482691
comp.graphics,1.6371181,-0.37300578,0.035894386
talk.politics.mideast,-0.09098396,1.3673011,-0.041443124
rec.sport.baseball,0.5342103,0.018590292,-0.21243373
rec.sport.baseball,0.8899567,-1.643345,-0.0027706197
comp.graphics,1.469089,-0.14610675,0.011198631
sci.med,-0.21342629,-0.05686139,1.7539133
rec.sport.baseball,-0.042928047,0.5135049,-1.1636375
