,x,y,z
rec.autos,-3.8969562,-11.549192,0.91269565
comp.graphics,15.730326,2.67942,2.132688
sci.med,7.807497,-13.3876705,-7.3127337
comp.graphics,10.827931,-4.1664767,-7.7035832
rec.autos,-11.54849,16.931208,-10.072553
comp.graphics,-11.286011,19.388992,-7.962792
rec.sport.baseball,-6.6694946,-11.230065,-12.490285
rec.autos,0.72052723,-15.556171,-0.72732794
sci.med,-7.947274,-11.335546,19.826908
talk.politics.mideast,2.9965901,16.187128,0.7128454
rec.sport.baseball,-9.655052,4.9499273,-14.197578
rec.sport.baseball,-7.00987,-3.9873433,-22.730625
rec.sport.baseball,3.884415,1.2608222,-18.387667
sci.med,-0.9685951,0.36118388,12.390222
talk.politics.mideast,-17.33049,17.15647,8.525282
rec.autos,-14.731844,-11.195569,2.3774908
rec.autos,-17.199173,-5.3709545,0.019300252
talk.politics.mideast,-17.333078,14.270987,6.462244
rec.autos,-11.8827505,-3.7834222,12.957128
rec.autos,-8.248311,-3.0156264,2.0493848
rec.autos,-9.432702,-21.188976,-0.46547386
comp.graphics,5.5043464,19.746126,16.40683
rec.autos,-9.222074,-7.2633977,-0.95835257
comp.graphics,21.259628,0.3944659,5.8739953
talk.politics.mideast,-17.887291,13.603964,5.7918625
comp.graphics,13.756946,-10.657425,2.0748198
talk.politics.mideast,-15.154143,0.551757,13.174782
comp.graphics,-1.8052641,-19.890299,-12.486194
rec.sport.baseball,3.6742227,8.974242,-0.3736908
sci.med,5.4514728,3.4504979,23.541052
comp.graphics,8.799906,-6.300072,-11.267441
rec.sport.baseball,-9.385295,-9.878494,-16.194906
sci.med,3.783414,-0.8274521,11.861412
talk.politics.mideast,-20.215134,12.196547,5.698759
rec.sport.baseball,8.130942,14.071933,-13.085787
comp.graphics,-1.8179022,-19.864561,-12.471769
sci.med,6.0552306,4.2847033,22.287777
rec.sport.baseball,0.9548949,17.074047,-17.185802
sci.med,-5.467153,11.3332815,17.509674
comp.graphics,19.376968,-12.822867,6.182947
