,x,y,z
rec.autos,0.12925984,-0.4176515,0.07250906
comp.graphics,0.006047387,-0.019328142,0.003342154
sci.med,0.114691034,-0.3706028,0.06433529
comp.graphics,0.04353612,-0.14056988,0.024392521
rec.autos,-0.34955162,1.1302618,-0.1962719
comp.graphics,-0.34960353,1.1304729,-0.19630937
rec.sport.baseball,0.10204604,-0.3297022,0.05723379
rec.autos,0.09661902,-0.31214508,0.054186285
sci.med,0.08782508,-0.2837084,0.049261495
talk.politics.mideast,-0.14354646,0.46426556,-0.080633596
rec.sport.baseball,0.028071878,-0.09053922,0.015708044
rec.sport.baseball,0.06115969,-0.19752994,0.03428423
rec.sport.baseball,0.046458937,-0.14998305,0.026023619
sci.med,-0.0024828948,0.008223883,-0.0014440309
talk.politics.mideast,-0.032790445,0.10621956,-0.018464675
rec.autos,0.07915166,-0.2556825,0.044379614
rec.autos,0.104318626,-0.3370271,0.05850645
talk.politics.mideast,-0.03806634,0.123279095,-0.021423342
rec.autos,-0.036201604,0.11726467,-0.0203841
rec.autos,-0.01668672,0.05415925,-0.009415272
rec.autos,0.10083392,-0.32579067,0.05655266
comp.graphics,-0.022505991,0.07296106,-0.012682232
rec.autos,0.0647041,-0.20898685,0.036269706
comp.graphics,-0.0003794745,0.0014596486,-0.00026021415
talk.politics.mideast,-0.036267135,0.1174663,-0.020411385
comp.graphics,0.11232596,-0.3629288,0.0630023
talk.politics.mideast,0.011643735,-0.03742552,0.0064819967
comp.graphics,0.1489116,-0.48121333,0.08354618
rec.sport.baseball,-0.06738733,0.21806395,-0.03787998
sci.med,-0.038166437,0.123579375,-0.02146864
comp.graphics,0.048253402,-0.15575954,0.02703311
rec.sport.baseball,0.12415969,-0.40117958,0.069646694
sci.med,0.053154767,-0.17162503,0.029791368
talk.politics.mideast,-0.033411525,0.108210236,-0.018810537
rec.sport.baseball,-0.090975314,0.29432473,-0.051121272
comp.graphics,0.15235524,-0.49234506,0.085475825
sci.med,-0.01819879,0.059048023,-0.010265967
rec.sport.baseball,-0.3111935,1.0062653,-0.17474164
sci.med,0.028092584,-0.0906348,0.01571857
comp.graphics,0.14460991,-0.46729577,0.08112715
talk.politics.mideast,-0.04838759,0.15664889,-0.027212316
rec.autos,-0.10627827,0.34377337,-0.059708234
comp.graphics,-0.06267393,0.20279604,-0.0352329
talk.politics.mideast,-0.08947096,0.28943956,-0.05027494
rec.sport.baseball,0.034978688,-0.11289934,0.019595485
rec.sport.baseball,0.16696945,-0.5395847,0.09368068
comp.graphics,-0.040543247,0.13127056,-0.022809368
sci.med,-0.13000557,0.4204968,-0.073029324
rec.sport.baseball,-0.058983497,0.1908926,-0.033161037
sci.med,0.058397487,-0.18857482,0.03273835
sci.med,-0.21494773,0.6951009,-0.1207123
rec.sport.baseball,0.018883359,-0.060884524,0.010550404
comp.graphics,0.024660632,-0.07951822,0.013792263
