,x,y,z
rec.autos,0.40085346,-6.889354,-1.4702764
comp.graphics,4.679838,4.1100388,-0.067028046
sci.med,2.244709,-7.4700985,2.508432
comp.graphics,0.42808893,0.6691427,-5.5373306
rec.autos,-3.3363075,12.854318,-1.486684
comp.graphics,-2.8793538,12.2140255,-2.200471
rec.sport.baseball,0.24405585,-4.1634974,7.3914313
rec.autos,-1.190959,-4.5401464,-2.2266998
sci.med,3.9880388,-2.8857145,-0.84454274
talk.politics.mideast,-0.83022094,6.5007596,-0.32810608
rec.sport.baseball,-1.5942241,-0.6844016,1.389021
rec.sport.baseball,0.05804601,0.055261467,7.0647025
rec.sport.baseball,-2.023983,0.7013464,5.448115
sci.med,-0.3339684,0.59079736,-1.2975366
talk.politics.mideast,-6.7042966,1.1016487,1.1984236
rec.autos,-1.8484654,-4.1378098,-4.1087747
rec.autos,2.8227658,-5.7300615,4.309335
talk.politics.mideast,-7.004229,1.1541238,1.0853008
rec.autos,-1.8140098,2.1397178,-2.6066585
rec.autos,-1.5998211,3.242648,-4.521155
rec.autos,1.3218762,-6.465104,-3.7215786
comp.graphics,-6.8765535,4.425352,-2.0622494
rec.autos,-0.43168274,-3.9538736,-4.625493
comp.graphics,-0.76190335,3.2445889,-6.7675376
talk.politics.mideast,-6.333552,1.0806861,1.8428849
comp.graphics,3.2666583,-9.715752,0.35573593
talk.politics.mideast,-3.911989,-0.7766297,-2.6936927
comp.graphics,0.8285051,-6.159599,3.6196802
rec.sport.baseball,1.7334015,4.5814543,0.65185326
sci.med,3.2083905,2.7963731,-2.426821
comp.graphics,3.4085724,1.3466283,0.35124117
rec.sport.baseball,-0.61082965,-3.8046067,5.9469843
sci.med,1.9558114,-1.0744554,-2.045922
talk.politics.mideast,-6.460394,0.95638937,0.7960953
rec.sport.baseball,-0.9298673,5.3062716,2.523106
comp.graphics,0.53806216,-6.207981,3.6665168
sci.med,3.4917603,2.7302985,-2.61119
rec.sport.baseball,-0.8795665,11.363573,-0.24817735
sci.med,-0.30561885,-0.5124075,-1.674333
comp.graphics,0.76973015,-10.320649,-1.6558229
talk.politics.mideast,-3.871241,1.8743798,-2.5719874
rec.autos,-1.0519817,5.7347794,-3.1105788
comp.graphics,0.7752501,5.143279,-6.354584
talk.politics.mideast,-3.4202425,4.4673824,-0.03588354
rec.sport.baseball,5.010148,3.1455874,2.9166696
rec.sport.baseball,-0.34798193,-8.643365,4.3969827
comp.graphics,1.8765488,4.392296,-5.706617
sci.med,-4.886281,9.784206,-1.5292028
rec.sport.baseball,0.337284,4.7449284,3.3490362
sci.med,3.7309034,-1.0222809,-0.84576064
sci.med,1.7545265,8.922896,-0.43914074
rec.sport.baseball,2.1220605,1.0092287,2.71997
comp.graphics,0.51493925,2.076072,-6.636511
sci.med,-1.9636493,-2.4940348,0.29840887
comp.graphics,-3.9816263,10.349946,-2.8107288
rec.autos,-0.724327,-5.348546,-5.270771
talk.politics.mideast,3.7902317,2.6954203,3.1372795
rec.autos,1.4160796,-3.8745496,-3.8225605
sci.med,1.9418206,-0.20353705,-1.5393168
rec.autos,-1.5045965,-5.7573347,-1.7439678
sci.med,2.731991,3.29291,-1.260546
