,x,y,z
rec.autos,3.386445,-7.1843686,-1.2204812
comp.graphics,6.4602127,3.2518356,0.3908789
sci.med,7.8755536,-2.5660534,0.07310892
comp.graphics,5.8900676,0.9964291,-3.7556963
rec.autos,-9.210954,11.029442,-1.9760885
comp.graphics,-8.258216,11.143051,-2.7366552
rec.sport.baseball,3.0083208,-5.505818,6.2005143
rec.autos,1.3551196,-3.8565207,0.28007072
sci.med,-2.7236469,-6.864685,-5.950877
talk.politics.mideast,-1.8048608,7.9333262,-0.117947094
rec.sport.baseball,-4.2900414,-0.018492278,6.2093453
rec.sport.baseball,-0.6900278,-3.7825859,9.77557
rec.sport.baseball,-3.2453654,-1.3891748,8.3179865
sci.med,-4.608543,0.36085197,-0.046276305
talk.politics.mideast,-10.07241,-0.681764,3.0732076
rec.autos,2.0690312,-3.4127798,-4.719752
rec.autos,3.4030063,-5.526326,2.2220438
talk.politics.mideast,-10.463248,-0.5168697,3.071819
rec.autos,-1.8265731,2.4077375,-1.7786084
rec.autos,1.380106,2.3028607,-4.440065
rec.autos,2.573284,-5.860352,-4.197982
comp.graphics,-10.663849,1.0422391,-2.0154119
rec.autos,1.8464779,-2.0478756,-3.1806428
comp.graphics,7.76257,3.3556745,-4.467635
talk.politics.mideast,-10.034703,0.3096163,3.3249233
comp.graphics,8.474903,-0.74942213,-1.7658327
talk.politics.mideast,-6.248474,-4.502605,0.34537652
comp.graphics,3.7158158,-6.5742397,2.459495
rec.sport.baseball,3.061135,5.8430076,2.096104
sci.med,-4.4793878,2.975177,-7.9520807
comp.graphics,6.024245,-0.3005785,-1.3438324
rec.sport.baseball,0.92508054,-8.199303,6.3332553
sci.med,-3.8237708,-1.569394,-6.575246
talk.politics.mideast,-9.768555,-1.144081,2.5862243
rec.sport.baseball,0.021565778,7.904548,4.6133795
comp.graphics,3.543259,-6.869811,2.7380235
sci.med,-5.244452,2.5855968,-7.3461037
rec.sport.baseball,-3.5428689,12.216599,0.71102536
sci.med,-5.222592,-1.3751683,-3.4222534
comp.graphics,9.788974,-4.0852456,-4.504333
talk.politics.mideast,-5.142284,2.5873587,-0.77637607
rec.autos,1.593299,5.1202507,-2.190692
comp.graphics,6.874009,6.0549774,-2.2430832
talk.politics.mideast,-5.0167756,5.6955976,0.8900132
rec.sport.baseball,5.6828184,2.4916937,5.787402
rec.sport.baseball,7.628417,-8.201612,2.304742
comp.graphics,6.522798,5.2024326,0.35631686
sci.med,-7.273857,6.664814,-4.3524823
rec.sport.baseball,-1.4786637,5.0553966,5.396103
sci.med,-5.011945,-3.2654772,-7.691422
sci.med,1.209764,11.896051,0.9423997
rec.sport.baseball,1.1566317,2.0189621,2.5948234
comp.graphics,6.5718155,3.5185034,-2.947619
sci.med,-4.548218,-6.268217,-1.1637746
comp.graphics,-6.043317,8.53302,-5.2288795
rec.autos,2.1222754,-2.557396,-0.44553247
talk.politics.mideast,4.2165413,1.7296845,4.3614273
rec.autos,1.686858,-2.3051324,-0.22346689
sci.med,-4.9178963,-1.1262664,-6.4265385
rec.autos,1.861469,-5.3686333,0.93661153
sci.med,-3.7538745,2.9364111,-6.1330743
talk.politics.mideast,-4.272669,-1.9450995,0.043794136
comp.graphics,0.7836479,9.089487,-0.31769055
talk.politics.mideast,1.3943577,-10.873235,4.106177
talk.politics.mideast,0.7794022,-10.862162,3.7863867
rec.sport.baseball,5.3953514,-7.4005475,0.05732423
talk.politics.mideast,-7.6821203,4.4367166,2.2627332
sci.med,-4.0943704,-0.69365114,-4.7926702
rec.sport.baseball,3.7100766,6.0475836,1.973063
rec.sport.baseball,1.7721126,-10.72994,5.183185
sci.med,-5.4013557,2.333355,-5.384479
sci.med,-1.632409,-2.902825,-7.694006
rec.sport.baseball,0.22984199,0.6943702,7.674638
rec.sport.baseball,-0.6160265,6.2745757,3.6748283
rec.autos,0.80961573,5.83386,-2.0572977
rec.sport.baseball,-2.3083744,11.013339,-5.8235755
rec.sport.baseball,5.274656,-7.8876123,4.113996
talk.politics.mideast,-8.821956,7.010543,-1.4677794
sci.med,-6.070287,-3.4687443,-7.5963306
rec.autos,-0.25420076,-1.1930814,-2.0567338
comp.graphics,7.9539156,-0.2145775,0.63923186
rec.sport.baseball,-0.08501708,-6.849421,4.487433
comp.graphics,8.110477,-0.38415092,-0.24886607
talk.politics.mideast,-6.036143,6.144491,-2.064968
rec.sport.baseball,5.019411,4.5255046,4.6480093
talk.politics.mideast,-5.071229,2.5689933,-0.88995653
talk.politics.mideast,1.5816274,-10.728126,5.236355
rec.sport.baseball,3.4677892,3.704266,5.592916
sci.med,-0.3273943,-10.390082,-3.7483938
comp.graphics,1.2832898,2.1230996,2.1735735
sci.med,-6.186768,-3.0884943,-4.5620666
sci.med,-4.251329,0.08516974,-2.5334382
talk.politics.mideast,-5.0437355,-6.2446637,2.3781898
rec.sport.baseball,0.85850406,2.5795617,8.099007
rec.sport.baseball,7.737412,-5.1030054,2.6828895
rec.sport.baseball,-1.4277061,-1.7278054,8.290351
comp.graphics,10.455028,-2.5236096,-3.5406175
sci.med,-5.2368417,-6.883152,-3.3489757
rec.sport.baseball,-0.28337976,-0.063296504,5.102309
talk.politics.mideast,5.7696233,1.455544,4.2122073
sci.med,-1.97603,-2.138143,-7.59885
rec.sport.baseball,-1.3971323,-10.222893,-5.3621635
comp.graphics,7.640166,3.597121,-5.417985
talk.politics.mideast,-10.460101,-0.88816625,1.3462926
