,x,y,z
rec.autos,-12.723867,-1.3772984,-4.9386907
comp.graphics,13.799963,-4.1679688,-5.597042
sci.med,4.2131324,-7.39307,-8.209592
comp.graphics,-7.9316325,1.4205872,-5.7190785
rec.autos,2.111297,7.3203845,0.53486234
comp.graphics,1.3734022,-4.804882,-7.820229
rec.sport.baseball,6.536395,-8.174312,-2.2313814
rec.autos,7.303768,11.030346,4.759702
sci.med,-8.581223,4.711725,0.9480912
talk.politics.mideast,-4.272234,-6.0404906,12.131092
rec.sport.baseball,-0.76590157,-5.691055,1.8750257
rec.sport.baseball,-1.9269643,-11.667294,3.4456222
rec.sport.baseball,-5.5323973,-5.763994,1.4079415
sci.med,3.7606404,6.5551577,-5.9189076
talk.politics.mideast,2.4066749,-3.6133022,15.985582
rec.autos,-2.6101327,11.205436,2.7614484
rec.autos,10.203544,-6.888576,-4.4974346
talk.politics.mideast,2.229393,-3.756731,18.388142
rec.autos,-1.4408804,9.203524,9.570959
rec.autos,8.630493,11.332689,-3.9649315
rec.autos,-0.38266125,10.451367,0.13949227
comp.graphics,8.344683,4.0386925,0.48986098
rec.autos,0.58050454,14.97226,0.120380886
comp.graphics,2.1755803,5.5190983,-12.453339
talk.politics.mideast,2.7253838,4.7423997,13.29
comp.graphics,4.057848,3.3176072,-13.690043
talk.politics.mideast,13.662828,-0.8166004,6.5544906
comp.graphics,-1.5374428,-10.2138195,-10.573285
rec.sport.baseball,-3.234803,-1.019303,8.475379
sci.med,-16.40485,6.5307045,-2.6687202
comp.graphics,6.1138835,9.887377,-8.474695
rec.sport.baseball,6.055292,-4.6666965,2.6620498
sci.med,-8.139333,2.4596565,-2.6762924
talk.politics.mideast,3.7910557,-1.8326106,17.587387
rec.sport.baseball,1.7843547,-2.0053735,4.426227
comp.graphics,-1.4027,-8.000046,-8.9447
sci.med,-9.118159,0.065644056,-3.0940516
rec.sport.baseball,-8.411652,-6.248453,4.420106
sci.med,-6.0161095,6.224383,-8.023665
comp.graphics,-0.7274656,-4.8426566,-11.842336
talk.politics.mideast,-6.4095063,-8.552777,11.0321665
rec.autos,-11.35067,4.5865984,3.556174
comp.graphics,-10.907158,-7.712166,-1.5995915
talk.politics.mideast,-5.351411,-4.1473975,9.2752075
rec.sport.baseball,-10.500188,-2.9967308,4.4724684
rec.sport.baseball,7.9280343,-6.8048034,-8.803569
comp.graphics,-12.60162,-7.9411798,-4.1185374
sci.med,-4.3742113,7.0363464,-15.233375
rec.sport.baseball,-0.89504576,-17.541363,2.8649924
sci.med,-3.4657125,9.953333,-4.1785526
sci.med,-14.511225,4.409904,-8.264533
rec.sport.baseball,-0.13785672,-14.176751,8.975806
comp.graphics,3.6214015,-0.7227151,-13.155377
sci.med,-3.5406368,4.52869,-4.637917
comp.graphics,8.182396,4.321079,-8.098383
rec.autos,0.71239424,12.377598,1.28289
talk.politics.mideast,-12.207793,1.1555916,-9.771626
rec.autos,5.38874,5.2991157,5.5429077
sci.med,-6.5557384,16.974077,0.53814125
rec.autos,0.22572604,2.6831362,-3.1622267
sci.med,12.5219555,5.201975,-2.100731
talk.politics.mideast,-2.765758,4.397311,10.895172
comp.graphics,-0.34939995,0.21805787,-19.354633
talk.politics.mideast,2.5596519,-0.8426637,1.7281951
talk.politics.mideast,1.1036806,-1.2395339,1.2264761
rec.sport.baseball,-14.46916,-1.5931319,-7.729441
talk.politics.mideast,8.558591,-7.963107,7.029611
sci.med,13.2549925,1.9173638,-2.9848223
rec.sport.baseball,11.52918,-0.14500734,1.6720825
rec.sport.baseball,1.5606265,-0.72240525,-0.3372925
sci.med,0.6128883,14.003328,-4.5942945
sci.med,-8.30592,3.5646884,-14.238512
rec.sport.baseball,-1.9355898,-8.772156,3.4695044
rec.sport.baseball,-9.068591,-11.801631,1.2427433
rec.autos,-7.8975105,5.7289596,5.636542
rec.sport.baseball,-4.7312217,-7.492479,1.7459617
rec.sport.baseball,6.561229,-2.994015,-9.716349
talk.politics.mideast,3.661017,-1.8777874,10.259932
sci.med,-3.3021474,8.031962,-8.868435
rec.autos,3.4972694,2.5904882,3.611382
comp.graphics,-0.88785803,1.6697855,-11.443225
rec.sport.baseball,5.0460043,-1.747729,-0.5232284
comp.graphics,1.1373659,0.0802509,-9.19962
talk.politics.mideast,2.1590576,-10.046661,12.258144
rec.sport.baseball,-6.780256,-7.5643544,-8.942119
talk.politics.mideast,-6.3517923,-8.455989,11.129794
talk.politics.mideast,-1.2577916,-2.5184457,9.971887
rec.sport.baseball,9.799283,4.3164773,5.2332993
sci.med,3.7397637,10.6654,-11.85551
comp.graphics,8.411517,2.756738,-8.559319
sci.med,-0.6999131,13.24462,-11.470339
sci.med,-7.740746,14.632649,4.0133214
talk.politics.mideast,2.2271092,-2.6150138,8.845871
rec.sport.baseball,-3.2736456,-15.361588,6.274144
rec.sport.baseball,5.1707945,-3.8519473,-5.526612
rec.sport.baseball,-3.261276,-6.677083,3.7862632
comp.graphics,2.243636,-3.6534088,-15.339519
sci.med,-7.772547,7.3419147,0.361254
rec.sport.baseball,5.8243423,-10.133072,0.7849908
talk.politics.mideast,5.586914,-6.6980333,7.7951083
sci.med,-8.580738,4.71668,0.9440797
rec.sport.baseball,-1.6173034,-4.196248,0.12890549
comp.graphics,5.010381,14.307482,-7.1307507
talk.politics.mideast,4.901016,-5.4791727,18.104368
comp.graphics,1.3751969,-1.3260589,-8.672813
sci.med,-11.926341,5.53027,-11.215102
talk.politics.mideast,-6.3216734,1.4982527,8.173956
sci.med,-3.9940689,7.243894,-4.6416354
rec.autos,4.560797,6.3957653,-6.8672624
comp.graphics,-2.7283359,-1.253401,-13.469413
rec.autos,11.395466,8.2515335,-1.7213578
sci.med,-6.231986,10.000458,-7.978072
sci.med,-7.671816,-10.424335,-6.0671678
rec.autos,2.165451,11.623591,10.594746
rec.sport.baseball,-12.206491,1.1574997,-9.773326
talk.politics.mideast,-5.4217296,-4.147115,9.303053
sci.med,-10.007072,5.338646,-3.6530206
rec.autos,4.126186,-2.433537,-2.8259885
rec.autos,-4.5977077,-2.2716284,0.2397175
comp.graphics,-4.9528365,1.3909433,-4.4121246
talk.politics.mideast,10.994134,-3.3768594,6.7463126
talk.politics.mideast,0.8340332,-8.454532,8.448053
rec.sport.baseball,0.23436907,-12.742709,-5.056514
sci.med,-3.972831,5.041504,-17.094568
rec.sport.baseball,-10.002404,-3.8258064,-9.861952
rec.autos,2.5207949,-2.4642315,1.484126
sci.med,-13.501921,-2.1405218,-7.620471
talk.politics.mideast,5.163141,-1.4321384,13.966982
sci.med,12.519641,5.1881185,-2.066932
comp.graphics,2.2436929,0.20418122,-13.348954
talk.politics.mideast,12.708342,-8.361394,8.032866
talk.politics.mideast,8.091121,-2.667883,9.56424
rec.sport.baseball,-8.312077,-6.2910204,4.5974226
comp.graphics,-2.7928925,-10.731596,-7.785486
sci.med,-6.538137,7.3756175,9.446838
rec.autos,0.8094115,9.620392,2.3589025
comp.graphics,1.4817257,-7.97828,-15.876867
rec.autos,-10.716186,1.5166172,3.2328866
talk.politics.mideast,13.662065,-0.8032306,6.5253344
rec.sport.baseball,0.173664,-11.293942,-2.2751188
rec.sport.baseball,-2.4628546,-14.120252,1.3323326
rec.sport.baseball,-0.912498,-0.25889418,-2.001013
rec.autos,0.5216872,14.943653,0.131174
comp.graphics,2.2244778,0.06482228,-5.0443745
talk.politics.mideast,-2.4640455,-3.7293713,11.472921
talk.politics.mideast,3.6398282,-1.1026285,10.162031
rec.autos,-7.693332,-8.664138,-10.263846
comp.graphics,-6.4626474,-7.9354463,-5.362065
comp.graphics,11.905155,4.2540174,-9.093113
talk.politics.mideast,0.23756248,1.1103251,18.677023
comp.graphics,-12.612613,-8.296286,-4.3891354
rec.sport.baseball,10.672373,-10.70567,-2.5365617
rec.autos,-6.641916,-0.9919243,-2.5479476
rec.autos,4.5024,8.1532,-1.988521
rec.autos,2.1147556,4.5933466,-3.8000898
rec.autos,9.213378,11.359049,-4.4246545
sci.med,-10.859223,11.174525,1.521799
rec.autos,-5.382626,7.6150184,13.5525465
sci.med,-2.7666054,-0.7321179,-3.2102184
rec.autos,2.88423,17.8675,3.8289852
rec.sport.baseball,2.5752776,-3.4022107,-0.5374286
