,x,y,z
rec.autos,-5.189595,-10.555953,0.8000246
comp.graphics,2.9716983,-8.180235,-0.9545631
sci.med,0.70200604,-5.092645,-0.78767765
comp.graphics,12.723588,-13.727047,1.6789397
rec.autos,-7.5915213,-7.5509696,-10.310279
comp.graphics,2.623891,-11.23051,-1.7670993
rec.sport.baseball,-6.268295,1.2962719,5.96348
rec.autos,-5.27126,-6.8806086,-4.580896
sci.med,9.475,-0.6572333,-4.1005044
talk.politics.mideast,5.848183,11.894583,0.31957728
rec.sport.baseball,-8.250067,9.471911,1.9629469
rec.sport.baseball,-13.60382,8.424544,3.5125437
rec.sport.baseball,-9.356527,6.9970655,-1.1447226
sci.med,6.610316,1.8116233,-6.535761
talk.politics.mideast,-0.41815645,14.779605,-4.9472775
rec.autos,-4.2412934,-6.0491657,-8.424383
rec.autos,-2.232434,-5.6861506,3.8372726
talk.politics.mideast,0.44817474,17.727497,-7.2857313
rec.autos,-5.5408754,-11.516847,-4.791247
rec.autos,-11.538854,-2.4028816,-2.33085
rec.autos,-8.773342,-3.1950233,-8.133649
comp.graphics,8.34252,-8.420606,-4.6483116
rec.autos,-6.6434197,-3.941849,-4.753016
comp.graphics,10.600786,-14.521788,2.0698621
talk.politics.mideast,-1.2474403,13.026985,-3.122643
comp.graphics,9.237376,-13.56841,0.72403646
talk.politics.mideast,-0.7618112,10.545128,4.114623
comp.graphics,-0.8953091,-2.095212,1.8300943
rec.sport.baseball,-8.569484,-2.907812,9.740407
sci.med,5.5011845,-2.1346164,10.46685
comp.graphics,0.7282586,-7.5996914,8.758181
rec.sport.baseball,-8.270215,3.7301397,6.5211277
sci.med,3.0308373,0.5899981,-2.5598216
talk.politics.mideast,0.39966947,16.796097,-6.033162
rec.sport.baseball,-9.712591,10.909942,1.4767857
comp.graphics,0.46037328,-16.455029,-1.9196749
sci.med,4.3569098,-2.6456459,-6.597487
rec.sport.baseball,-12.234005,5.094687,9.370081
sci.med,8.296852,0.97533613,-7.9255576
comp.graphics,1.3278669,-5.615957,-0.030211376
talk.politics.mideast,7.431635,11.537676,-0.84883153
rec.autos,-9.295869,-6.411276,6.79342
comp.graphics,13.870684,-18.173523,1.0143325
talk.politics.mideast,5.337787,11.632308,7.8469396
rec.sport.baseball,-3.3552332,-0.068849966,10.571732
rec.sport.baseball,-0.41002393,-11.023836,0.48984727
comp.graphics,12.806779,-16.546358,4.598445
sci.med,11.745651,9.518767,-7.4695983
rec.sport.baseball,-6.891892,2.6372285,9.532219
sci.med,6.979681,0.74996877,-4.8699803
sci.med,11.516782,2.4748988,-2.9543872
