,x,y,z
rec.autos,0.19612527,-0.38280162,0.0612589
comp.graphics,0.034658883,-0.07523819,0.011850123
sci.med,0.17730579,-0.34738365,0.05557012
comp.graphics,0.09043808,-0.17990024,0.028683327
rec.autos,-0.61305404,1.1743586,-0.18879361
comp.graphics,-0.610104,1.1686238,-0.18787396
rec.sport.baseball,0.12784687,-0.24489757,0.039140012
rec.autos,0.15316007,-0.29721212,0.047535423
sci.med,0.13001193,-0.24920292,0.039847594
talk.politics.mideast,-0.21567523,0.4124052,-0.066422455
rec.sport.baseball,0.02869202,-0.051546093,0.008120409
rec.sport.baseball,0.079516545,-0.14769861,0.02354523
rec.sport.baseball,0.057613034,-0.10714517,0.017031688
sci.med,-0.0074057095,0.015575852,-0.0026639847
talk.politics.mideast,-0.11796663,0.23951557,-0.038543984
rec.autos,0.13654876,-0.26670134,0.042626794
rec.autos,0.1324547,-0.25622267,0.040956635
talk.politics.mideast,-0.12936054,0.26238582,-0.042217467
rec.autos,-0.04884049,0.09386294,-0.015255312
rec.autos,-0.0030865741,0.0015968091,-0.0004609766
rec.autos,0.17348443,-0.3380341,0.05408132
comp.graphics,-0.0526424,0.103231765,-0.0167314
rec.autos,0.112711005,-0.2203735,0.035172414
comp.graphics,0.04366075,-0.095031805,0.015016084
talk.politics.mideast,-0.120147675,0.24263285,-0.039057747
comp.graphics,0.20424296,-0.40510133,0.064810075
talk.politics.mideast,-0.027786782,0.059730094,-0.009722649
comp.graphics,0.2411809,-0.47164908,0.0755142
rec.sport.baseball,-0.09221006,0.17500064,-0.028296553
sci.med,-0.035680838,0.06852309,-0.0111742765
comp.graphics,0.080024354,-0.15779065,0.025138864
rec.sport.baseball,0.15857199,-0.30374622,0.04859142
sci.med,0.08393336,-0.16112857,0.025705013
talk.politics.mideast,-0.11835931,0.24003464,-0.038631644
rec.sport.baseball,-0.1541996,0.29466692,-0.04751306
comp.graphics,0.24459878,-0.4780035,0.0765365
sci.med,-0.008441319,0.016488766,-0.002813768
rec.sport.baseball,-0.5452485,1.0437703,-0.1678266
sci.med,0.037919886,-0.07130925,0.011292419
comp.graphics,0.24829361,-0.49192256,0.07873441
talk.politics.mideast,-0.09450516,0.18584502,-0.029991701
rec.autos,-0.15432581,0.2927656,-0.047215216
comp.graphics,-0.044429094,0.073912494,-0.012120022
talk.politics.mideast,-0.19203722,0.36983773,-0.05956464
rec.sport.baseball,0.04563094,-0.09194777,0.01455537
rec.sport.baseball,0.27187493,-0.53350043,0.08543128
comp.graphics,-0.039579757,0.06599775,-0.010841416
sci.med,-0.24122812,0.46342593,-0.07460057
rec.sport.baseball,-0.09684787,0.18648905,-0.030136552
sci.med,0.09413709,-0.17969884,0.028699305
sci.med,-0.3481494,0.66408396,-0.106859185
rec.sport.baseball,0.031908814,-0.062331725,0.009821827
comp.graphics,0.07635806,-0.15616022,0.024842812
sci.med,0.08185807,-0.1551847,0.024762701
comp.graphics,-0.3539095,0.6752268,-0.10864415
rec.autos,0.13520943,-0.26424712,0.0422325
talk.politics.mideast,-0.035369452,0.069973014,-0.011400693
rec.autos,0.11438664,-0.22357589,0.035706315
sci.med,0.03569123,-0.06800918,0.010758096
rec.autos,0.18643363,-0.36265433,0.058033373
sci.med,-0.072165795,0.13736235,-0.022242572
talk.politics.mideast,-0.029483825,0.061275106,-0.0099860765
comp.graphics,-0.255979,0.4874527,-0.0784916
talk.politics.mideast,0.17687336,-0.3417053,0.054676328
talk.politics.mideast,0.19928224,-0.38694373,0.061936453
rec.sport.baseball,0.1903352,-0.36983904,0.05919202
talk.politics.mideast,-0.12839156,0.2536691,-0.040865403
sci.med,0.047074076,-0.09030021,0.01433099
rec.sport.baseball,-0.120432965,0.22737183,-0.036716606
rec.sport.baseball,0.10520274,-0.20236963,0.032307085
sci.med,-0.012085282,0.023639193,-0.0039660675
sci.med,0.107448004,-0.20632689,0.03296461
rec.sport.baseball,0.024987709,-0.045078352,0.0070652305
rec.sport.baseball,-0.1497261,0.28666836,-0.046228483
rec.autos,-0.08326002,0.15730973,-0.025457535
rec.sport.baseball,-0.42051578,0.80361664,-0.12926257
rec.sport.baseball,0.27301592,-0.53628373,0.0858745
talk.politics.mideast,-0.43639642,0.8384501,-0.1348245
sci.med,0.08085095,-0.15424177,0.0246096
rec.autos,0.120158166,-0.23412527,0.037399482
comp.graphics,0.13460933,-0.26912156,0.04297899
rec.sport.baseball,0.13572541,-0.26136816,0.041788287
comp.graphics,0.18719786,-0.3716456,0.059432756
talk.politics.mideast,-0.24846087,0.4777028,-0.076887436
rec.sport.baseball,-0.05324222,0.098221295,-0.01598107
talk.politics.mideast,-0.09669963,0.18994057,-0.030653195
talk.politics.mideast,0.16068567,-0.31030154,0.049638435
rec.sport.baseball,-0.020293035,0.037696913,-0.00625148
sci.med,0.18178943,-0.35286707,0.056474525
comp.graphics,0.015517002,-0.036616214,0.0056574144
sci.med,0.082449496,-0.15874386,0.025317483
sci.med,0.029324409,-0.055103797,0.008683024
talk.politics.mideast,0.015978524,-0.024377959,0.0037830574
rec.sport.baseball,-0.009925807,0.022014365,-0.0037146565
rec.sport.baseball,0.17661498,-0.34735483,0.055555012
rec.sport.baseball,0.06459262,-0.12046111,0.019171692
comp.graphics,0.24609073,-0.48851871,0.07818751
sci.med,0.13865353,-0.2680484,0.04286706
rec.sport.baseball,0.025028063,-0.046712972,0.007320515
talk.politics.mideast,-0.0044978843,0.0066019827,-0.0012532669
sci.med,0.104999684,-0.20097463,0.032124203
rec.sport.baseball,0.13428563,-0.25678828,0.04106452
comp.graphics,0.0069173267,-0.022012612,0.0033072014
talk.politics.mideast,-0.13676557,0.27644166,-0.044470087
comp.graphics,0.24717137,-0.48583558,0.07777735
sci.med,-0.36223784,0.6910662,-0.11119448
talk.politics.mideast,-0.09232649,0.17211354,-0.027851533
sci.med,0.09619067,-0.1839821,0.029385392
rec.autos,0.14783381,-0.292471,0.046748847
comp.graphics,0.25812805,-0.5108036,0.081771575
rec.autos,-0.18137048,0.3469539,-0.055912364
sci.med,0.15874477,-0.3048476,0.048795212
sci.med,-0.37260678,0.7126555,-0.11464591
rec.autos,-0.33243164,0.63415,-0.10204659
rec.sport.baseball,-0.042204123,0.07795671,-0.012717563
talk.politics.mideast,-0.2898324,0.55399567,-0.08916308
sci.med,0.09736004,-0.18661757,0.029805947
rec.autos,0.27767852,-0.54583824,0.08740583
rec.autos,0.060570776,-0.12135283,0.019279368
comp.graphics,0.2643482,-0.52143985,0.08348201
talk.politics.mideast,-0.07012766,0.12891129,-0.020917399
talk.politics.mideast,-0.061961096,0.12559234,-0.020295547
rec.sport.baseball,0.0712788,-0.13413706,0.02136215
sci.med,-0.6204876,1.1884922,-0.19106634
rec.sport.baseball,-0.07036192,0.12801766,-0.020780033
rec.autos,0.20879388,-0.40619597,0.065022215
sci.med,0.1552717,-0.29849046,0.047767866
talk.politics.mideast,-0.047346126,0.09927109,-0.016062804
sci.med,-0.062417474,0.11853921,-0.019220976
comp.graphics,0.19649556,-0.3925618,0.06277498
talk.politics.mideast,-0.19493286,0.37330022,-0.06013959
talk.politics.mideast,-0.09768585,0.19087788,-0.030807868
rec.sport.baseball,-0.0011961637,0.003855923,-0.0008015346
comp.graphics,0.08174972,-0.16499491,0.026271755
sci.med,0.08591041,-0.16435075,0.026227761
rec.autos,0.12739475,-0.24979165,0.03990634
comp.graphics,0.27208188,-0.53583,0.08579235
rec.autos,0.08079393,-0.16056448,0.025576074
talk.politics.mideast,-0.03489419,0.072513945,-0.011785096
rec.sport.baseball,-0.62659866,1.2002102,-0.192948
rec.sport.baseball,0.11730452,-0.22395489,0.035790455
rec.sport.baseball,0.15832129,-0.30444583,0.04870323
rec.autos,0.1708673,-0.33126038,0.053005606
comp.graphics,-0.00937027,0.016731497,-0.0028685105
talk.politics.mideast,-0.0995323,0.19727482,-0.03181461
talk.politics.mideast,-0.12305077,0.2509104,-0.04036824
rec.autos,0.047220867,-0.09461999,0.014990387
comp.graphics,-0.009009364,0.009695643,-0.0017801576
comp.graphics,-0.092442185,0.1710911,-0.027698917
talk.politics.mideast,-0.6574432,1.2593567,-0.20244633
comp.graphics,-0.104545824,0.19186197,-0.031045632
rec.sport.baseball,0.04753407,-0.08870739,0.014069351
rec.autos,0.17159544,-0.3336325,0.053376466
rec.autos,0.223361,-0.4381434,0.070128225
rec.autos,-0.07099628,0.13134915,-0.021308022
rec.autos,-0.17514367,0.3316478,-0.05346727
sci.med,0.0925395,-0.17701161,0.028260186
rec.autos,-0.024476709,0.04638293,-0.007631347
sci.med,0.1574549,-0.3065883,0.04903638
rec.autos,0.0816805,-0.1586688,0.025290577
rec.sport.baseball,0.2389889,-0.4677156,0.07488125
sci.med,0.1056916,-0.20299773,0.032427356
rec.autos,0.23385906,-0.45774022,0.07328034
sci.med,-0.053393666,0.09800563,-0.015948383
comp.graphics,-0.104021,0.19371112,-0.03132807
comp.graphics,0.2564673,-0.50740546,0.08121939
talk.politics.mideast,-0.16157438,0.30937192,-0.049869053
sci.med,0.08544773,-0.1635845,0.026108839
rec.sport.baseball,0.13574836,-0.26089033,0.041711077
comp.graphics,0.2359458,-0.4683895,0.07495225
talk.politics.mideast,-0.117601745,0.23895971,-0.038456958
rec.autos,0.07247524,-0.14346525,0.022830807
comp.graphics,-0.17404743,0.32648975,-0.052660767
comp.graphics,0.24492824,-0.48271057,0.077268034
sci.med,-0.11065386,0.21019953,-0.033946358
rec.sport.baseball,-0.13397722,0.25518,-0.04117509
rec.sport.baseball,-0.5691986,1.0898255,-0.17522217
rec.sport.baseball,-0.6110096,1.1704315,-0.18816496
rec.sport.baseball,0.11067705,-0.20912671,0.033414003
rec.sport.baseball,-0.3236128,0.61741775,-0.09936079
talk.politics.mideast,-0.3458848,0.66695285,-0.107270986
rec.autos,0.001941857,-0.009216768,0.0012700959
