,x,y,z
rec.autos,0.100122415,-0.3135469,0.04289065
comp.graphics,0.013139367,-0.04077751,0.00558405
sci.med,0.08976589,-0.2810579,0.038447868
comp.graphics,0.044919733,-0.14041857,0.019211989
rec.autos,-0.34051105,1.0682049,-0.14609955
comp.graphics,-0.33899987,1.0634665,-0.14545193
rec.sport.baseball,0.06990508,-0.21878105,0.029930662
rec.autos,0.08140801,-0.25484598,0.03486406
sci.med,0.07167202,-0.22430684,0.030685838
talk.politics.mideast,-0.1147301,0.36019465,-0.049264263
rec.sport.baseball,0.027551087,-0.08596701,0.011764758
rec.sport.baseball,0.047918137,-0.1498406,0.020502433
rec.sport.baseball,0.038956624,-0.12173261,0.016655246
sci.med,0.005696826,-0.01743298,0.002390872
talk.politics.mideast,-0.021629129,0.068245314,-0.009329205
rec.autos,0.07009803,-0.219389,0.030013114
rec.autos,0.07711087,-0.24137056,0.033017803
talk.politics.mideast,-0.026890224,0.08474386,-0.011584071
rec.autos,-0.020974452,0.0661981,-0.00904727
rec.autos,-0.003227999,0.010539412,-0.0014350066
rec.autos,0.08641529,-0.27053705,0.03700965
comp.graphics,-0.011354328,0.03603072,-0.0049231076
rec.autos,0.058119003,-0.18182021,0.024874797
comp.graphics,0.011569455,-0.035864588,0.0049097775
talk.politics.mideast,-0.025334658,0.079869024,-0.010918276
comp.graphics,0.09655425,-0.30234915,0.041361105
talk.politics.mideast,0.010163683,-0.031444106,0.0043076808
comp.graphics,0.1215603,-0.3807635,0.052084703
rec.sport.baseball,-0.047317006,0.14880688,-0.020348728
sci.med,-0.02178614,0.0687479,-0.009397992
comp.graphics,0.046171058,-0.14435063,0.019750083
rec.sport.baseball,0.08908415,-0.27890885,0.038154375
sci.med,0.05053579,-0.15803954,0.021622607
talk.politics.mideast,-0.022362294,0.070535064,-0.009642463
rec.sport.baseball,-0.07493143,0.23540461,-0.0321908
comp.graphics,0.12427434,-0.38926113,0.05324853
sci.med,-0.0045546517,0.014707626,-0.0020067645
rec.sport.baseball,-0.29996726,0.94105655,-0.1287124
sci.med,0.02934263,-0.0915583,0.012527749
comp.graphics,0.11894856,-0.372553,0.050962824
talk.politics.mideast,-0.03205655,0.10095308,-0.0138020925
rec.autos,-0.08385034,0.26337996,-0.03601837
comp.graphics,-0.039138902,0.123156205,-0.016839176
