,x,y,z
rec.autos,-15.523435,-12.005708,-8.556463
comp.graphics,-16.227943,-10.673666,-19.603895
sci.med,-10.905248,-3.8936024,-9.747172
comp.graphics,-16.375607,-12.637311,-12.756665
rec.autos,-5.5702724,11.239271,4.8741865
comp.graphics,-8.989054,-1.7699939,-12.857794
rec.sport.baseball,7.241412,-1.7719067,-5.43546
rec.autos,-13.985644,8.302473,9.539306
sci.med,-5.0800333,3.4458797,16.42857
talk.politics.mideast,10.963075,-10.736376,-0.6399815
rec.sport.baseball,4.869151,5.7948875,1.6878618
rec.sport.baseball,13.8319845,6.323932,0.47820053
rec.sport.baseball,5.3238564,12.481937,0.8720271
sci.med,-18.609573,-7.117522,1.6173167
talk.politics.mideast,24.040495,-0.26208544,-0.8191195
rec.autos,-13.239971,2.953759,3.851255
rec.autos,-6.9861765,-13.752833,-18.089155
talk.politics.mideast,28.740574,-2.798518,-0.15402254
rec.autos,-9.354549,15.912905,4.62547
rec.autos,-17.335886,-14.79133,0.59425086
rec.autos,-11.389033,8.341853,2.8335369
comp.graphics,-9.320774,11.47307,-5.474142
rec.autos,-19.28727,-1.1241664,-1.0954263
comp.graphics,-24.751005,-0.5600786,-10.735214
talk.politics.mideast,6.0777397,-11.361551,13.700043
comp.graphics,-12.939715,10.3211975,-16.836348
talk.politics.mideast,-13.843172,7.3387713,15.754051
comp.graphics,-1.4635403,-7.7639294,-18.880424
rec.sport.baseball,7.720087,-15.807533,-5.567363
sci.med,-11.907303,-5.955803,22.539347
comp.graphics,-1.0073603,-18.504866,-18.087856
rec.sport.baseball,16.853346,-4.371296,12.217689
sci.med,-6.942056,-2.9689927,1.6870059
talk.politics.mideast,25.52355,3.0092258,-0.65275234
rec.sport.baseball,18.170382,-12.184816,13.148299
comp.graphics,-6.899072,-7.925251,-18.457897
sci.med,-5.4719267,-11.926799,18.543026
rec.sport.baseball,20.208864,11.053473,-9.808536
sci.med,-10.23606,-6.37109,8.524061
comp.graphics,-2.0078497,3.5918758,-10.088284
talk.politics.mideast,3.0905218,-7.4445066,14.150663
rec.autos,-7.4978237,8.034335,15.823389
comp.graphics,-6.561706,20.60892,-11.36056
talk.politics.mideast,-15.531274,16.879349,13.180754
rec.sport.baseball,1.1507775,21.074865,-1.1116139
rec.sport.baseball,-16.189133,-5.732314,-19.703926
comp.graphics,14.7659235,0.22760758,-22.438694
sci.med,-3.8405864,-22.732107,10.672961
rec.sport.baseball,10.488751,-5.752735,1.49256
sci.med,-5.671555,-5.868029,10.230782
sci.med,-8.665098,-13.418639,14.467218
rec.sport.baseball,16.414886,-1.7557846,-2.2271924
comp.graphics,-9.649155,6.181579,-13.271684
sci.med,-6.504999,-4.806916,3.7438192
comp.graphics,-5.5629396,19.079535,-17.504223
rec.autos,-11.970647,0.5797007,5.8631477
talk.politics.mideast,-0.57873225,-19.04949,16.707075
rec.autos,-2.8993835,-21.258413,-4.2801957
sci.med,-15.447666,-9.476776,1.0902643
