,x,y,z
rec.autos,0.007272249,0.16823637,-0.05918881
comp.graphics,0.07927635,0.06388244,-0.3325982
sci.med,0.03995122,0.07633322,-0.15915829
comp.graphics,0.0923698,0.02988139,-0.3820069
rec.autos,0.039085694,0.15111354,-0.19863982
comp.graphics,0.10515478,0.05857977,-0.44380242
rec.sport.baseball,0.012362277,0.23047464,-0.024964022
rec.autos,0.045582302,0.085603304,-0.20254458
sci.med,0.029750308,-0.17315891,-0.07698612
talk.politics.mideast,-0.028877612,-0.672983,0.50773203
rec.sport.baseball,-0.088649765,0.27616692,0.35712942
rec.sport.baseball,-0.15261184,0.60957706,0.48295447
rec.sport.baseball,-0.13209286,0.5301392,0.43766013
sci.med,0.040880807,-0.120212406,-0.10122079
talk.politics.mideast,-0.037671465,-0.82541555,0.64553434
rec.autos,0.05908277,0.16912596,-0.29780364
rec.autos,-0.01922261,0.13203086,0.093420126
talk.politics.mideast,-0.041805875,-0.89191395,0.70046
rec.autos,0.00097337546,-0.30922398,0.18813795
rec.autos,0.05064048,0.10860357,-0.2362178
rec.autos,0.042204704,0.10783413,-0.20091672
comp.graphics,0.11416362,-0.10224899,-0.43957692
rec.autos,0.053762533,0.10923438,-0.24980162
comp.graphics,0.12390565,0.07865073,-0.53247476
talk.politics.mideast,-0.027714986,-0.6990365,0.5249093
comp.graphics,0.1057274,0.070559196,-0.44951284
talk.politics.mideast,-0.007123233,-0.4204133,0.276128
comp.graphics,0.046430077,0.14220503,-0.20343636
rec.sport.baseball,-0.046030108,0.292778,0.12335648
sci.med,0.047916275,-0.2675714,-0.15148287
comp.graphics,0.046834443,-0.014395587,-0.17426471
rec.sport.baseball,-0.06726865,0.33737487,0.2255782
sci.med,-0.0009254217,0.14134443,0.04562786
talk.politics.mideast,-0.04025251,-0.87223375,0.6879738
rec.sport.baseball,-0.10894837,0.41648814,0.39069936
comp.graphics,0.05489011,0.14693801,-0.21413358
sci.med,0.053253874,-0.2534092,-0.17877904
rec.sport.baseball,-0.17415524,0.660568,0.5549681
sci.med,0.052257724,-0.278365,-0.17096706
comp.graphics,0.098059565,0.06410722,-0.41852242
talk.politics.mideast,-0.030255953,-0.73815024,0.54907423
rec.autos,0.049832415,0.15746929,-0.251278
comp.graphics,0.083043136,0.070999995,-0.35110077
talk.politics.mideast,0.0010494199,-0.3626395,0.25548664
rec.sport.baseball,-0.031627018,0.2599887,0.14508834
rec.sport.baseball,0.021206684,0.14751905,-0.08340188
comp.graphics,0.05858885,0.048242234,-0.23831609
sci.med,0.03977948,-0.16265582,-0.10457166
rec.sport.baseball,-0.13259766,0.5097101,0.40313455
sci.med,0.04179341,-0.20796406,-0.12424961
sci.med,0.04779577,-0.3000819,-0.13968652
rec.sport.baseball,-0.0400783,0.09860747,0.19846457
comp.graphics,0.08868014,0.0918316,-0.377212
sci.med,0.0103046205,-0.2665668,0.12046068
comp.graphics,0.107422814,0.09239932,-0.46516332
rec.autos,0.0345535,0.1260379,-0.1651939
talk.politics.mideast,-0.015435153,-0.2598245,0.21426198
rec.autos,0.040415403,0.090760864,-0.20453492
sci.med,0.057203356,-0.30766696,-0.19095547
rec.autos,0.038786046,0.09367348,-0.17277382
sci.med,0.04433933,-0.22740115,-0.13601582
talk.politics.mideast,-0.01278463,-0.5250286,0.36709115
comp.graphics,0.0612593,-0.1763295,-0.19668317
talk.politics.mideast,0.014588272,0.2116565,-0.065985866
talk.politics.mideast,0.048591077,0.8068537,-0.15204006
rec.sport.baseball,-0.012033863,0.047707275,0.11456401
talk.politics.mideast,-0.0055371723,-0.5173035,0.3244049
sci.med,0.05028637,-0.16623078,-0.14337492
rec.sport.baseball,0.0077938335,0.08000275,-0.017837962
rec.sport.baseball,0.011929977,0.32403544,-0.060885917
sci.med,0.053009283,-0.29288307,-0.17091787
sci.med,0.03892879,-0.0985272,-0.14912091
rec.sport.baseball,-0.1228498,0.5151498,0.3882686
rec.sport.baseball,-0.16210333,0.6246412,0.518645
rec.autos,0.039291054,-0.016975073,-0.13148855
rec.sport.baseball,-0.118317544,0.49792498,0.37016538
rec.sport.baseball,-0.003112753,0.27386993,-0.006960217
talk.politics.mideast,-0.030544007,-0.70226675,0.54298043
sci.med,0.044286463,-0.20782124,-0.1375846
rec.autos,0.03485964,0.049350794,-0.13438559
comp.graphics,0.104143076,0.07193284,-0.44107422
rec.sport.baseball,0.035252582,0.11574161,-0.13958065
comp.graphics,0.089362286,0.077881716,-0.378844
talk.politics.mideast,-0.01705324,-0.584856,0.40944797
rec.sport.baseball,-0.028429504,0.32521048,0.07633152
talk.politics.mideast,-0.030024234,-0.72962487,0.5426181
talk.politics.mideast,0.0033724944,0.225544,-0.0302496
rec.sport.baseball,-0.0990019,0.39249483,0.2734718
sci.med,0.04352229,-0.16679706,-0.13418488
comp.graphics,0.08769196,0.098436296,-0.37791103
sci.med,0.04465771,-0.09361356,-0.1513352
sci.med,0.043998756,-0.29885235,-0.100291155
talk.politics.mideast,0.00479599,-0.12888418,0.10396671
rec.sport.baseball,-0.12180945,0.5205177,0.40484136
rec.sport.baseball,0.019545164,0.24585435,-0.10142832
rec.sport.baseball,-0.121193424,0.5442106,0.43621635
comp.graphics,0.10239598,0.07320779,-0.4346631
sci.med,0.07728431,-0.14056152,-0.29864338
rec.sport.baseball,-0.08218274,0.39173353,0.26145202
talk.politics.mideast,0.015464004,0.050435785,-0.021801488
sci.med,0.036755644,-0.19676389,-0.117627434
rec.sport.baseball,0.02461999,0.08398155,-0.041700896
comp.graphics,0.11914706,0.04861207,-0.5016928
talk.politics.mideast,-0.037534826,-0.8342296,0.65189797
comp.graphics,0.07747077,0.01831624,-0.3053849
sci.med,0.044556033,-0.23802449,-0.14047104
talk.politics.mideast,-0.0008940423,-0.3211576,0.20628563
sci.med,0.053947106,-0.2696887,-0.17244944
rec.autos,0.0380587,0.15360779,-0.17586662
comp.graphics,0.097598456,0.07947571,-0.41498
rec.autos,0.022989964,-0.077086866,-0.045858897
sci.med,0.045043733,-0.17417729,-0.14920923
sci.med,0.028252034,-0.20674522,-0.025887066
rec.autos,0.046798088,0.12238186,-0.22026464
rec.sport.baseball,0.0077636032,0.014504142,0.0008907304
talk.politics.mideast,-0.03113448,-0.5629313,0.41344926
sci.med,0.052556384,-0.028355584,-0.22647655
rec.autos,0.015998362,0.15891664,-0.0666581
rec.autos,0.046713114,0.14570688,-0.22729918
comp.graphics,0.05357492,0.026382271,-0.20314518
talk.politics.mideast,-0.0077861534,-0.2966075,0.23572591
talk.politics.mideast,-0.017553985,-0.53625077,0.3829736
rec.sport.baseball,-0.08724536,0.4719217,0.35465994
sci.med,0.04103053,-0.12299284,-0.14529772
rec.sport.baseball,0.015541337,0.20533927,-0.02724502
rec.autos,0.011629773,0.25145546,-0.060284257
sci.med,0.049102526,-0.006515246,-0.18990658
talk.politics.mideast,-0.03941809,-0.8550777,0.6708808
sci.med,0.04304716,-0.20021217,-0.13233078
comp.graphics,0.11212633,0.07989159,-0.48120633
talk.politics.mideast,-0.023305427,-0.61294746,0.45305184
talk.politics.mideast,-0.025326679,-0.6615318,0.48518828
rec.sport.baseball,-0.14401644,0.58175576,0.46107015
comp.graphics,0.093350925,0.07756497,-0.40023965
sci.med,0.032608155,-0.17557676,-0.08263733
rec.autos,0.061200034,0.121408306,-0.28075987
comp.graphics,0.09147674,0.08999346,-0.39254767
rec.autos,0.051853143,0.1242119,-0.24274303
talk.politics.mideast,-0.008171171,-0.3986976,0.26322535
rec.sport.baseball,-0.111233555,0.4746011,0.35498267
rec.sport.baseball,-0.10796025,0.4702421,0.3507691
rec.sport.baseball,0.011874357,0.22232054,-0.035543412
rec.autos,0.020376097,0.123631455,-0.10851314
comp.graphics,0.08790251,-0.026236998,-0.34031156
talk.politics.mideast,-0.0121301245,-0.5411898,0.3796221
talk.politics.mideast,-0.014395002,-0.5769211,0.4239679
rec.autos,0.04640835,0.13481343,-0.12503645
comp.graphics,0.0968498,0.03876601,-0.3986074
comp.graphics,0.10357633,0.07085496,-0.4409933
talk.politics.mideast,-0.036339484,-0.8049446,0.6424945
comp.graphics,0.11366597,0.060447816,-0.48293105
rec.sport.baseball,-0.12562384,0.5059801,0.39595357
rec.autos,0.019980276,0.09956233,-0.08560355
rec.autos,0.05117191,0.10832711,-0.22699001
rec.autos,0.04390843,0.13282989,-0.21215111
rec.autos,0.057675198,0.0711549,-0.25325385
sci.med,0.053818528,-0.29110044,-0.17858708
rec.autos,-0.006533666,-0.25244948,0.18835734
sci.med,0.041564982,0.088504925,-0.18356228
rec.autos,0.04000456,0.04638282,-0.15534367
rec.sport.baseball,0.0024038851,0.24912669,-0.0016336745
sci.med,0.01681417,0.003703781,-0.028740007
rec.autos,0.026265822,0.1314283,-0.13172254
sci.med,0.040872023,0.064986885,-0.14846464
comp.graphics,0.075228564,0.05003442,-0.30889165
comp.graphics,0.09472697,0.14856662,-0.10894297
talk.politics.mideast,-0.03670592,-0.84895384,0.643649
sci.med,0.036702644,-0.143887,-0.12864822
rec.sport.baseball,-86.82442,6.554158,-2.5936828
comp.graphics,0.038288895,0.083833635,-0.1399719
talk.politics.mideast,-0.037746836,-0.8320894,0.64952445
rec.autos,0.049373664,0.15632671,-0.2450503
comp.graphics,0.06362674,0.043468513,-0.25756523
comp.graphics,0.08120851,0.022758875,-0.31986305
sci.med,0.023195982,-0.13348013,-0.038289785
rec.sport.baseball,-0.16277672,0.62951684,0.5182149
rec.sport.baseball,-0.15597995,0.60861415,0.5038349
rec.sport.baseball,-0.13733815,0.56131244,0.4372186
rec.sport.baseball,-0.094439104,0.43635938,0.30102092
rec.sport.baseball,-0.14086589,0.57006437,0.4613805
talk.politics.mideast,-0.012360337,-0.589128,0.3889493
rec.autos,0.034438062,0.17420542,-0.15104419
rec.autos,0.048172284,0.11408982,-0.22629969
talk.politics.mideast,-0.011767336,-0.4827851,0.34232154
talk.politics.mideast,-0.021601146,-0.5827017,0.43324688
comp.graphics,0.057802778,0.017240461,-0.22813581
rec.autos,0.052346293,0.08276524,-0.22601537
comp.graphics,0.1338775,0.08031202,-0.5761837
sci.med,0.037498888,-0.1922005,-0.11778946
comp.graphics,0.12351586,0.09347758,-0.53419447
comp.graphics,0.12132665,0.07222555,-0.5185002
rec.sport.baseball,0.005085733,0.109731406,-0.0017381595
rec.autos,0.03633577,-0.0030468968,-0.1204856
comp.graphics,0.12609711,0.07422292,-0.5410292
rec.sport.baseball,-0.15618777,0.6097605,0.49773416
sci.med,0.06433235,-0.4022947,-0.22792365
rec.autos,0.03394154,0.15434547,-0.17363822
rec.sport.baseball,-0.15743133,0.61426824,0.50152725
comp.graphics,0.07955291,0.059662204,-0.33332455
talk.politics.mideast,-0.013094187,-0.47227705,0.3385336
sci.med,0.078077905,-0.33055386,-0.26573414
rec.sport.baseball,-0.15186416,0.6012814,0.48521617
rec.autos,0.022548143,0.02933107,-0.124664806
rec.autos,-0.014105959,-0.18607178,0.19910148
rec.autos,0.060392234,0.085495114,-0.2669619
