,x,y,z
rec.autos,0.92553216,-5.0926437,1.45949
comp.graphics,2.2367527,5.2917542,3.3684413
sci.med,1.7673337,-7.1155763,3.2328765
comp.graphics,-0.44956744,2.438024,4.6789145
rec.autos,-5.620816,11.417237,-2.595988
comp.graphics,-5.463593,11.256768,-1.6964601
rec.sport.baseball,6.2986465,-5.5131073,1.63462
rec.autos,1.1705656,-2.7336125,2.78845
sci.med,0.51226985,-3.5169475,-2.7240655
talk.politics.mideast,-1.7306002,6.6180563,-1.8670915
rec.sport.baseball,1.1871653,0.47990462,0.13657
rec.sport.baseball,7.014896,-1.054616,1.6418991
rec.sport.baseball,5.5500555,-0.69072926,-0.6882781
sci.med,-4.0006423,0.7551644,-1.1253636
talk.politics.mideast,-6.1266885,-0.2010998,-5.044827
rec.autos,-2.1437433,-2.54081,3.5075378
rec.autos,3.8746421,-5.480481,2.5716374
talk.politics.mideast,-6.2126126,-0.18121627,-5.360943
rec.autos,-2.3241663,2.125659,0.7646081
rec.autos,-1.707425,2.5569057,2.7362287
rec.autos,-1.479252,-4.0105467,2.6478283
comp.graphics,-3.8895993,1.0093704,-6.0934067
rec.autos,-0.8941141,-1.5133294,3.657888
comp.graphics,-0.9544384,4.909592,4.644188
talk.politics.mideast,-5.4687395,0.40395927,-5.1949906
comp.graphics,-0.09610113,-7.62524,4.0550146
talk.politics.mideast,-4.893633,-2.8846762,-2.8494232
comp.graphics,3.7655044,-5.8976545,1.2763568
rec.sport.baseball,1.5545708,5.4297047,-0.030289426
sci.med,-4.2161975,4.8785086,0.3551262
comp.graphics,0.6525548,0.85435414,2.205724
rec.sport.baseball,6.0701156,-5.3193827,-0.4828282
sci.med,-0.45935237,-1.2025418,-2.2781417
talk.politics.mideast,-6.3351054,-0.17507277,-4.7628565
rec.sport.baseball,0.82049984,4.5315166,-1.9185646
comp.graphics,4.002712,-6.1044526,0.9214717
sci.med,-4.5711675,4.0239267,0.84586245
rec.sport.baseball,-2.6923041,10.978963,-2.551421
sci.med,-2.507975,-0.8556519,-1.8516974
comp.graphics,-1.5947326,-8.924355,1.1934131
talk.politics.mideast,-4.9907985,3.005605,-0.9270358
rec.autos,-0.98549557,5.0242176,0.6819143
comp.graphics,0.028519634,6.5457945,3.429976
talk.politics.mideast,-3.250152,4.1788316,-3.1989446
rec.sport.baseball,5.6395254,5.488436,1.8446697
rec.sport.baseball,3.7317722,-8.819319,0.3378932
comp.graphics,1.8132449,6.3648925,2.732216
sci.med,-6.278249,7.925917,-2.1865556
rec.sport.baseball,3.3551593,3.7994535,-1.501433
sci.med,0.07796326,-1.4756843,-3.7602918
sci.med,0.11786311,9.134895,-2.3231254
rec.sport.baseball,2.369543,2.576955,2.3395119
comp.graphics,0.29829705,3.9557848,4.2653956
sci.med,-3.00019,-4.332854,-2.4520214
comp.graphics,-5.89227,9.047541,-0.93367285
rec.autos,0.85238504,-1.9033774,3.815904
talk.politics.mideast,4.480821,4.1201763,2.2375097
rec.autos,0.6208206,-1.2054274,3.3032835
sci.med,-0.9798401,-0.13447924,-2.7499
rec.autos,2.531119,-4.0051003,1.8435717
sci.med,-1.0873221,3.106479,-1.5790672
talk.politics.mideast,-4.5586295,-1.1175386,-1.5771517
comp.graphics,-0.7695367,8.02917,-1.2039871
talk.politics.mideast,6.152228,-8.058341,-1.2059122
talk.politics.mideast,5.8283677,-8.085782,-1.5422275
rec.sport.baseball,2.290691,-6.4053493,-0.1735729
talk.politics.mideast,-5.067999,3.268098,-4.4119444
sci.med,-2.097124,-0.902571,-3.78874
rec.sport.baseball,1.5737963,5.968798,0.33603793
rec.sport.baseball,6.529957,-7.7366314,-0.6333204
sci.med,-1.8952457,1.3718662,-1.0548581
sci.med,0.8025191,-1.2480804,-1.1463544
rec.sport.baseball,4.952198,1.3928627,-0.111647286
rec.sport.baseball,0.9068288,4.964338,-1.7064656
rec.autos,-1.4751953,4.9604025,0.6407543
rec.sport.baseball,-4.116448,8.945902,1.2325133
rec.sport.baseball,3.0535643,-8.707048,-1.2123712
talk.politics.mideast,-5.1954074,8.577339,-3.5249898
sci.med,-0.5846232,-1.1121985,-4.485886
rec.autos,0.9630425,-1.0136304,2.737274
comp.graphics,1.4983693,-7.7459917,4.741677
rec.sport.baseball,4.5426235,-4.2812934,-0.93108964
comp.graphics,1.3197465,-8.096626,4.2700686
talk.politics.mideast,-4.5349073,6.496508,-2.2181458
rec.sport.baseball,4.144625,5.977472,1.0043463
talk.politics.mideast,-4.710896,2.963053,-0.86130935
talk.politics.mideast,6.2642646,-7.6876802,-0.80542177
rec.sport.baseball,4.6696296,4.929348,0.45622307
sci.med,1.4259452,-6.5075245,-1.9711025
comp.graphics,1.9032584,2.9670773,2.6947267
sci.med,-1.1007664,-1.2509793,-1.8233553
sci.med,-2.6937637,-1.5237346,-0.8000169
talk.politics.mideast,-4.086876,-5.2063417,-2.648874
rec.sport.baseball,5.338869,2.2673643,-0.3916259
rec.sport.baseball,3.9332333,-8.289503,2.445708
rec.sport.baseball,5.490398,-0.42950746,1.6218735
comp.graphics,-1.0792507,-9.175959,3.0525928
sci.med,-1.8527064,-4.3888135,-3.3662908
rec.sport.baseball,3.5076504,0.69338965,1.4751235
talk.politics.mideast,4.617512,5.1954374,2.7367854
sci.med,0.7531693,-1.220145,-2.1162891
rec.sport.baseball,2.406947,-5.827048,-3.184586
comp.graphics,-1.5347902,4.9789243,4.3501673
talk.politics.mideast,-6.9862556,0.280207,-4.9750185
comp.graphics,0.69550335,-7.577279,1.1603892
sci.med,0.087358914,9.752629,-2.2848263
talk.politics.mideast,2.1290622,6.3827004,1.3318582
sci.med,-0.62137836,-1.523128,-3.4446466
rec.autos,2.523693,-3.4214318,5.392246
comp.graphics,-0.6937395,-9.731659,2.547622
rec.autos,-3.9073129,7.0764627,0.2110533
sci.med,1.2787949,-5.346764,-3.1183374
sci.med,-4.224977,8.511763,0.18302667
rec.autos,-0.6290191,9.268039,-1.5350314
rec.sport.baseball,4.1504245,5.3088546,1.4423888
talk.politics.mideast,-1.6483288,7.7494226,-1.7416612
sci.med,0.47746444,-1.0959255,-3.8473496
rec.autos,4.25629,-9.074318,0.3220034
rec.autos,0.35631698,0.3362876,4.9971113
comp.graphics,-0.24297164,-8.629007,0.07811886
talk.politics.mideast,2.6839118,6.337926,1.8598523
talk.politics.mideast,-5.452733,0.4676556,-3.9816582
rec.sport.baseball,5.779394,1.4919742,1.3407929
sci.med,-4.5113106,11.474843,-1.7998146
rec.sport.baseball,2.3053873,7.9676223,1.6945262
rec.autos,5.3704414,-8.7137165,-1.816674
sci.med,0.95524734,-5.162765,-2.8723843
talk.politics.mideast,-5.9464493,-0.8412658,-4.0096784
sci.med,3.7636366,5.244229,1.9497669
comp.graphics,-0.46119702,-8.539771,4.617838
talk.politics.mideast,-2.7577066,6.6912,-0.96921563
talk.politics.mideast,-4.405124,1.9352545,-1.4457015
rec.sport.baseball,5.3686833,0.7989181,3.0330932
comp.graphics,1.8012851,-0.44282925,6.9383125
sci.med,-0.2626675,-1.5719379,-1.3600483
rec.autos,-1.884857,-1.7949294,3.8167658
comp.graphics,1.3262308,-8.792199,0.92097336
rec.autos,-1.4894224,0.33486333,4.8862844
talk.politics.mideast,-4.5110383,0.17608915,-0.4505662
rec.sport.baseball,-4.4024034,11.747221,-2.2260008
rec.sport.baseball,5.0819983,-2.17492,0.93669564
rec.sport.baseball,5.0604625,-4.641609,-0.18782508
rec.autos,-0.15936793,-3.8403397,1.4316119
comp.graphics,-3.7432122,0.8426963,-6.077957
talk.politics.mideast,-5.4011655,2.041635,-2.626495
talk.politics.mideast,-6.589799,-1.2696185,-5.6491375
rec.autos,2.3345573,2.4160283,3.1660755
comp.graphics,0.112273544,4.737747,3.4667416
comp.graphics,0.8254604,6.4946604,1.1161591
talk.politics.mideast,-3.9756205,12.734932,-2.3223283
comp.graphics,-0.5837162,6.5746593,2.8183086
rec.sport.baseball,4.6939583,0.01155437,0.005899174
rec.autos,0.6931876,-3.6183455,1.6649048
rec.autos,2.1403189,-7.051509,1.4527751
rec.autos,0.17327377,4.309671,1.3230106
rec.autos,-1.767744,6.792627,0.81905186
sci.med,-2.1504853,-3.0495083,-3.322409
