,x,y,z
rec.autos,7.0627866,12.649152,-7.455135
comp.graphics,1.530626,9.228444,8.597168
sci.med,-12.372184,2.9504757,10.997235
comp.graphics,0.66886526,-7.419994,19.48773
rec.autos,5.9237905,15.570607,-4.3738303
comp.graphics,0.5285663,-2.9208732,15.908753
rec.sport.baseball,-7.9066033,2.7770977,1.8140508
rec.autos,13.8661995,9.300031,3.7694123
sci.med,9.094459,-0.91296136,-17.24433
talk.politics.mideast,8.109631,-15.54303,-5.0223207
rec.sport.baseball,-5.264011,-9.318687,-8.740316
rec.sport.baseball,-15.280442,4.0127444,-11.695264
rec.sport.baseball,-2.7882824,-6.684183,-16.755188
sci.med,7.9940333,-6.295601,3.25402
talk.politics.mideast,-7.01399,-16.937698,0.15975492
rec.autos,8.600941,18.926344,5.1851583
rec.autos,-11.925527,-5.6927023,-2.899923
talk.politics.mideast,-5.8936086,-19.77253,1.1676358
rec.autos,10.561334,-10.224558,5.055044
rec.autos,-0.25565466,17.58271,6.858752
rec.autos,2.741753,12.480999,0.46365175
comp.graphics,-0.5368551,12.506412,19.983057
rec.autos,11.605054,-7.2055817,17.380136
comp.graphics,0.5254686,0.5733927,16.313334
talk.politics.mideast,-5.865246,-16.295582,-4.57331
comp.graphics,-0.5008203,0.28411964,14.234582
talk.politics.mideast,12.729591,-9.728886,-13.904229
comp.graphics,-4.4342284,2.1921165,7.6561594
rec.sport.baseball,-12.61006,-5.4660134,-0.3309911
sci.med,13.7207575,-0.023037383,-8.813994
comp.graphics,9.544926,1.0360111,1.7252839
rec.sport.baseball,-8.1634655,-1.2375014,-4.0492125
sci.med,-0.69980145,3.440064,-6.595763
talk.politics.mideast,-9.403079,-17.618397,1.6018833
rec.sport.baseball,-0.9406226,-8.933203,-13.163131
comp.graphics,-6.884952,2.9775953,6.466974
sci.med,15.271471,6.977045,-6.4264264
rec.sport.baseball,-12.716908,-0.010544895,-18.896257
sci.med,13.092236,-4.0659385,-10.592419
comp.graphics,-1.5511602,-4.0999084,13.42415
talk.politics.mideast,7.65708,-20.826118,-3.8585775
rec.autos,5.2792926,17.35121,12.726476
comp.graphics,15.4045315,-3.414674,15.063806
talk.politics.mideast,9.945346,-11.409993,-9.148999
rec.sport.baseball,-5.1979437,-0.020499984,-2.81526
rec.sport.baseball,-5.828469,4.7943387,2.1756659
comp.graphics,1.5400921,1.0971897,3.288322
sci.med,2.7852235,-1.3861257,-6.773645
rec.sport.baseball,-7.273633,3.8618739,-10.744428
sci.med,6.84362,2.061911,-10.277284
sci.med,9.959119,-2.9074337,-13.875726
rec.sport.baseball,2.7704418,-1.5130439,-17.149136
comp.graphics,-10.9321785,3.9598505,13.512001
sci.med,2.2717423,-3.088158,-4.7593074
comp.graphics,1.6435373,-0.2418792,23.590015
rec.autos,-1.3088584,8.188872,-0.66836
talk.politics.mideast,-2.2439601,-8.574413,-3.9270997
rec.autos,-0.16607252,16.514376,0.29947788
sci.med,18.52883,1.1797981,-5.6088486
rec.autos,3.2771053,5.2492385,1.503883
sci.med,10.419259,-2.3745606,-5.4077845
talk.politics.mideast,-0.5938898,-17.546858,-4.9976835
comp.graphics,15.068229,-4.7885885,4.7716484
talk.politics.mideast,-7.5672565,-2.1895971,3.8202534
talk.politics.mideast,-13.533678,0.7019238,4.4832554
rec.sport.baseball,-10.102465,-7.5086536,-1.234906
talk.politics.mideast,15.392289,-11.04192,5.3465
sci.med,10.139592,-6.3494463,5.184025
rec.sport.baseball,-1.6989208,-0.08103717,-1.9255846
rec.sport.baseball,-9.478695,0.58463466,2.0738711
sci.med,11.571634,1.7029415,-11.87399
sci.med,-5.500191,19.859684,-4.9982333
rec.sport.baseball,-4.825508,8.939239,-12.865846
rec.sport.baseball,-3.3426206,-0.7103519,-19.303417
rec.autos,17.479124,7.1255417,-2.396693
rec.sport.baseball,-2.9943244,9.571111,-10.770728
rec.sport.baseball,-9.661957,0.36948556,-0.09625038
talk.politics.mideast,-9.649249,-14.030278,-2.5824056
sci.med,-17.242502,-9.3825655,2.661267
rec.autos,6.1240864,6.041036,-0.7975534
comp.graphics,7.9717097,0.38582563,14.36957
rec.sport.baseball,-15.600813,-3.214276,6.2320247
comp.graphics,-3.1577542,-0.9439483,10.518489
talk.politics.mideast,3.9721372,-18.086428,-8.697262
rec.sport.baseball,-11.008097,3.9215567,-1.1783862
talk.politics.mideast,6.950956,-20.933296,-4.566806
talk.politics.mideast,-8.130176,1.5085486,0.9319654
rec.sport.baseball,-3.4979923,3.4506712,-5.4328465
sci.med,3.4172378,1.1052458,-10.219236
comp.graphics,-11.597686,-3.8732295,15.521906
sci.med,19.173937,-1.7264832,3.5606353
sci.med,14.974991,-4.459283,-2.6488035
talk.politics.mideast,-5.9441905,-7.5516286,4.347454
rec.sport.baseball,-1.2662187,7.662556,-14.728623
rec.sport.baseball,-9.050055,4.1187224,6.122658
rec.sport.baseball,-4.250237,0.3742673,-13.104433
comp.graphics,-1.4802043,3.7811036,12.336008
sci.med,-15.237207,9.774613,10.996349
rec.sport.baseball,-11.041802,-2.6949806,-6.4958854
talk.politics.mideast,-10.818632,-5.236832,1.2291522
sci.med,9.610981,-0.56277764,-17.763649
rec.sport.baseball,-1.0433154,4.407202,-4.3624105
comp.graphics,14.489534,2.8208325,14.729483
talk.politics.mideast,-4.9684176,-20.242136,-1.156949
comp.graphics,3.4481676,-0.7054915,9.931145
sci.med,17.061287,-4.2135377,-11.783934
talk.politics.mideast,4.1870112,-10.4771185,3.8265643
sci.med,9.594472,1.1030791,-4.4471273
rec.autos,-4.6593823,8.187632,3.408208
comp.graphics,-3.7096477,-0.7391819,12.144978
rec.autos,14.235736,-7.529691,-5.188361
sci.med,10.833788,1.1279236,-8.159031
sci.med,6.9360647,0.69076526,-0.9892938
rec.autos,10.087294,16.33245,-8.969701
rec.sport.baseball,0.2867259,-0.08325547,-0.15403786
talk.politics.mideast,10.696224,-11.880571,-11.314836
sci.med,-6.998079,19.314543,2.1376574
rec.autos,-6.646262,-2.0988302,1.1433555
rec.autos,8.039225,13.201559,0.97805697
comp.graphics,0.1838814,-0.23151155,5.1314497
talk.politics.mideast,1.3246164,-10.327175,2.9285636
talk.politics.mideast,1.4845215,-13.327354,0.99691767
rec.sport.baseball,-7.023091,0.33984274,-7.871596
sci.med,4.720241,6.095228,-6.0902686
rec.sport.baseball,-5.809332,10.949551,-2.6505392
rec.autos,-8.119091,-1.6739124,2.5168417
sci.med,0.7498794,1.638301,-0.6349744
talk.politics.mideast,-6.515088,-17.089872,3.2045345
sci.med,9.764653,-2.2987409,-4.9263535
comp.graphics,-2.4162364,4.4264984,17.549768
talk.politics.mideast,7.562124,-16.274294,4.532929
talk.politics.mideast,3.3697765,-18.262852,-4.385643
rec.sport.baseball,-13.190812,1.021944,-9.575308
comp.graphics,-0.25098315,14.134744,12.602799
sci.med,6.42044,14.31716,-13.0648155
rec.autos,4.1317987,12.75622,8.544938
comp.graphics,-2.162987,3.7242193,8.511391
rec.autos,4.0268407,15.458758,6.7429547
talk.politics.mideast,12.734317,-9.726442,-13.911586
rec.sport.baseball,-11.053738,5.701546,-10.698221
rec.sport.baseball,-1.4679263,5.8719115,-11.118512
rec.sport.baseball,-15.650267,1.2884345,1.1281285
rec.autos,3.8193655,8.867864,-3.365753
comp.graphics,2.2409675,12.726685,18.502474
talk.politics.mideast,9.073804,-15.022709,-7.791192
talk.politics.mideast,3.7500572,-11.691301,-2.7645607
rec.autos,-2.1046453,7.664781,3.4673328
comp.graphics,6.02964,7.530031,16.554707
comp.graphics,2.6100004,9.061221,15.4092655
talk.politics.mideast,-11.546166,-16.276222,-6.792988
comp.graphics,2.9402597,-4.5171604,21.2346
rec.sport.baseball,-4.345957,6.007207,-13.999908
rec.autos,-1.7669357,8.863276,-5.480823
rec.autos,3.2663517,10.714103,5.8812594
rec.autos,4.7054405,18.808735,-1.5671833
rec.autos,-2.661518,19.792372,6.907507
sci.med,16.362444,-2.766048,-5.6968675
rec.autos,8.7247925,-6.058481,-19.156906
sci.med,2.1531396,12.835272,-2.238945
rec.autos,15.5750675,15.716429,0.13551217
rec.sport.baseball,-6.7139783,3.1039348,0.7465557
sci.med,2.4119093,-1.744575,0.10436735
rec.autos,-7.403699,14.104152,0.6707637
sci.med,-9.005372,-5.458989,9.847748
comp.graphics,17.989855,0.9817773,12.956984
comp.graphics,-3.951078,1.3701209,4.982988
talk.politics.mideast,13.401459,-15.7663555,-6.714923
sci.med,2.0089772,8.15119,-10.568858
rec.sport.baseball,-5.4438114,-0.90416545,-6.0690665
comp.graphics,-4.4796467,-0.06183488,7.753156
talk.politics.mideast,-3.5614939,-20.022863,0.37545592
rec.autos,11.412676,16.170898,10.732427
comp.graphics,4.141033,-0.0385525,5.1356106
comp.graphics,3.9021852,-5.782364,11.550526
sci.med,12.147385,-6.66123,-2.5888274
rec.sport.baseball,-9.902683,-3.1282477,-18.972443
rec.sport.baseball,-10.76817,-1.3633336,-19.127056
rec.sport.baseball,-13.093204,2.902463,-11.116973
rec.sport.baseball,-7.116895,3.660345,-6.1039124
rec.sport.baseball,-6.353732,-6.4897027,-16.201674
talk.politics.mideast,-1.2040716,-15.254799,-8.371678
rec.autos,-6.3608084,8.888332,4.6781282
rec.autos,0.03504595,16.710596,-1.5194021
talk.politics.mideast,1.2352148,-12.998096,2.4207008
talk.politics.mideast,11.984162,-11.901745,2.166717
comp.graphics,3.972176,-0.10448715,4.013608
rec.autos,7.5211496,7.1496806,4.0392375
comp.graphics,-0.90817463,2.1504285,20.597328
sci.med,10.938362,5.744264,-9.179527
comp.graphics,-5.469685,6.7007976,15.712811
comp.graphics,-0.29319435,4.2837944,19.447834
rec.sport.baseball,-4.3259096,3.7428098,-1.4333882
rec.autos,5.0523224,3.9469173,2.7465017
comp.graphics,7.4619308,3.0206623,17.684628
rec.sport.baseball,-10.867711,-9.943585,-15.942877
sci.med,14.453686,1.6223314,-14.414487
rec.autos,5.0589585,11.800431,-0.5876782
rec.sport.baseball,-7.313139,4.638048,-18.608564
comp.graphics,0.112269044,4.1276007,11.279659
talk.politics.mideast,-2.1176853,-12.167148,0.6091353
sci.med,-11.512094,15.572675,-7.098599
rec.sport.baseball,-15.411262,-4.366413,-14.561113
rec.autos,1.5489308,9.314098,-5.5820675
rec.autos,15.970172,-9.495188,-10.731783
rec.autos,7.647289,18.335604,9.907673
talk.politics.mideast,-9.637131,-12.581194,-0.45040077
rec.sport.baseball,-1.6397552,-3.406805,-18.081118
rec.autos,6.1946344,22.283213,4.712852
sci.med,9.49447,5.649393,-8.083017
comp.graphics,6.3127465,5.0744853,13.741604
rec.sport.baseball,-2.242866,3.6824903,-9.839436
comp.graphics,12.059795,-5.780249,4.788542
rec.sport.baseball,-7.291749,3.2139738,-7.7675447
talk.politics.mideast,-3.0177798,-22.545874,-1.4029592
sci.med,3.9542513,6.6496115,-4.5874257
rec.autos,-6.293979,14.613368,-4.3968544
rec.autos,-11.527734,-0.037419543,5.136185
rec.autos,-2.9501276,8.331387,5.511156
sci.med,-3.8634956,0.65697235,3.4893162
sci.med,14.244454,1.6935598,-14.199289
rec.autos,3.6579623,-5.9478436,-18.651804
talk.politics.mideast,-0.397978,-9.615272,-8.60493
talk.politics.mideast,-8.220271,-19.456919,0.38265353
comp.graphics,1.9790016,5.4576044,14.295187
sci.med,-18.846405,1.0755472,-2.9218552
sci.med,3.2834873,-5.125409,4.8518553
talk.politics.mideast,-2.4418259,-14.639369,7.418898
talk.politics.mideast,-4.683334,-6.6231437,2.3701332
sci.med,-19.408003,-4.604744,1.8004655
sci.med,-7.860916,-7.4149284,7.5861998
rec.autos,1.1642534,8.891695,-0.8792497
rec.autos,11.787382,18.891232,1.532254
talk.politics.mideast,11.677095,-14.679752,-0.33399835
comp.graphics,-4.6965003,10.539605,14.658748
talk.politics.mideast,5.9687138,-16.373293,-2.1509006
talk.politics.mideast,-0.29250142,-15.2660475,4.940586
talk.politics.mideast,-7.9093704,-19.58098,-1.495836
talk.politics.mideast,10.739715,-11.588081,-1.6583532
rec.autos,9.856917,1.9741741,3.8220603
talk.politics.mideast,8.212558,-15.397423,-8.272991
rec.autos,0.8216687,13.8846655,-8.8951
talk.politics.mideast,-9.72461,-16.632467,-6.612093
rec.sport.baseball,-9.364383,4.553217,-19.413548
rec.autos,-6.1866674,16.343082,0.8144291
talk.politics.mideast,-4.514248,-17.293615,-1.6238606
rec.sport.baseball,-15.880687,-0.22923739,3.6612666
talk.politics.mideast,-7.1895113,-5.5047073,6.495787
talk.politics.mideast,3.0945408,-8.874445,6.750959
sci.med,11.949226,-6.026928,-15.441709
rec.sport.baseball,-10.10183,8.7718935,-3.1550562
rec.sport.baseball,-6.705208,-2.8690114,-7.050514
sci.med,-2.436159,-5.110908,-5.8667355
rec.autos,7.130517,12.830105,-8.175033
rec.autos,5.092454,22.807156,-0.5516873
rec.sport.baseball,-3.764649,9.781415,-15.40948
rec.sport.baseball,-6.8458657,-4.2102466,-17.023964
sci.med,6.885807,1.7646521,-15.760488
rec.autos,2.1377623,11.716671,-3.1001372
talk.politics.mideast,0.34747112,-21.632385,3.7273867
rec.sport.baseball,-8.659336,8.574001,-5.254042
talk.politics.mideast,12.325878,-8.462749,-9.23091
sci.med,5.3215036,1.5456429,-5.569005
rec.autos,-8.083657,12.356028,-1.8029065
comp.graphics,-4.725212,-1.9517267,11.763851
rec.autos,-16.987686,-11.185168,-3.9144185
comp.graphics,12.614858,-4.8113093,4.862005
rec.autos,-3.5029094,10.796936,6.4789844
sci.med,12.331176,1.2782938,-4.8675485
sci.med,18.370344,-8.312963,-2.689941
rec.autos,10.825496,-8.863287,8.427104
rec.sport.baseball,-2.2958794,-2.3687208,-12.870658
comp.graphics,4.282763,2.0322015,16.595741
rec.autos,4.8390203,3.536144,-0.22902006
talk.politics.mideast,-3.1127648,-20.754467,0.36984572
comp.graphics,-4.282291,1.465534,12.597072
talk.politics.mideast,1.27291,-11.271402,-0.3691081
rec.autos,0.83479303,20.843811,-10.449548
talk.politics.mideast,1.7086531,-16.071451,3.0758476
rec.autos,4.0572753,13.635484,9.283191
rec.autos,4.8858023,4.76386,5.251376
rec.sport.baseball,-13.152273,0.6990735,-4.163475
comp.graphics,1.8376855,5.2741847,11.142643
talk.politics.mideast,7.5310135,-16.956718,-1.6780523
sci.med,-3.9100473,1.6583765,-1.5105984
sci.med,-13.085975,14.618846,-0.94015616
sci.med,-14.596141,13.032091,-5.4488673
comp.graphics,-13.815318,4.4036803,15.427102
rec.autos,3.6021357,-6.8981805,3.594778
rec.autos,-1.8970293,20.726547,3.1522684
talk.politics.mideast,-5.5158567,-16.16036,7.0801325
comp.graphics,-9.3125105,3.5208838,14.444815
rec.sport.baseball,-1.78683,-6.627981,-8.854407
rec.autos,15.654642,16.516848,5.7969313
sci.med,4.862367,9.55108,-14.622831
rec.autos,5.819858,10.042054,-0.84713656
rec.autos,-1.126752,9.716117,6.537532
comp.graphics,3.7822888,7.614117,10.160926
sci.med,-7.061154,19.273804,-1.4147186
rec.autos,9.733532,18.678154,1.5127579
rec.autos,3.2414072,-10.592954,-17.579912
talk.politics.mideast,0.25687492,-17.913048,-9.4906225
comp.graphics,10.245511,-2.3510003,18.267193
rec.sport.baseball,-10.750814,-7.532351,-7.388895
rec.autos,6.8631277,-6.4251585,-16.336374
talk.politics.mideast,-5.8480463,-8.893032,6.623299
comp.graphics,-9.055782,7.761161,11.326364
rec.autos,-1.9321783,16.208843,-3.4306583
comp.graphics,0.7541911,0.66114336,7.7494903
rec.autos,3.3496244,2.4147978,1.266556
rec.sport.baseball,-0.009087207,-0.7404622,-7.914595
talk.politics.mideast,3.5522196,-9.946131,-0.53389823
sci.med,-7.9015326,-13.233957,10.160934
sci.med,16.91559,-2.4650855,11.111134
rec.autos,12.386972,11.525519,10.754479
sci.med,-16.34626,12.800147,-2.9133797
rec.autos,5.959895,12.982177,-3.6680434
rec.autos,1.5812263,16.72194,-4.554627
rec.autos,-0.35659617,1.2661186,3.8877401
sci.med,8.082943,8.54923,-5.5041966
rec.sport.baseball,-7.1754394,1.5238804,-16.63266
comp.graphics,2.571874,6.497743,14.509012
comp.graphics,12.008931,1.7438211,6.8029404
talk.politics.mideast,-10.528919,-1.6921989,0.5604488
rec.sport.baseball,-8.374746,0.23326756,-1.5036752
talk.politics.mideast,1.2654251,-14.653849,-5.201196
rec.autos,11.984193,17.261906,4.8077545
sci.med,6.804795,8.83913,-8.944355
comp.graphics,2.4815545,6.9211383,17.292072
talk.politics.mideast,-9.557074,-18.088243,-8.281068
sci.med,1.6958162,3.1221867,-3.1197376
talk.politics.mideast,5.2340355,-10.649085,-14.032209
talk.politics.mideast,0.9735676,-5.438234,0.4740109
sci.med,-1.5966581,12.310511,18.596836
rec.sport.baseball,-8.84504,-6.7022967,-9.822376
sci.med,10.931002,3.6119852,1.2555722
rec.autos,8.046064,11.141372,10.595311
rec.sport.baseball,-7.370827,-0.39954644,-13.386923
sci.med,0.97010636,-2.0095816,-2.433942
talk.politics.mideast,-0.4902052,-8.953875,-6.963854
talk.politics.mideast,-1.0955089,-15.027221,5.0045276
comp.graphics,-7.9068527,-2.771783,14.164186
sci.med,20.782534,0.97878605,-2.6507232
comp.graphics,-6.349829,-3.2692878,5.308271
comp.graphics,-0.30038744,-2.3499348,13.708423
talk.politics.mideast,-3.710513,-10.4401455,1.6543903
comp.graphics,-4.157233,-2.1337278,8.964646
talk.politics.mideast,-6.848747,-13.046053,-9.455741
rec.autos,1.3297302,12.48759,0.4817789
sci.med,-4.451794,16.460018,-5.976793
rec.sport.baseball,-14.361455,9.757104,-9.147966
rec.sport.baseball,-1.1594285,-10.315788,-17.989332
comp.graphics,-12.914835,-1.3714144,13.828282
rec.autos,11.983268,17.25759,4.799593
talk.politics.mideast,-4.9855185,-15.751859,-2.5098486
sci.med,8.444459,2.7805438,-0.26361927
talk.politics.mideast,2.9351895,-11.27052,8.263457
sci.med,-15.415503,-4.7473598,12.35671
sci.med,12.839396,-4.6340036,-6.677638
talk.politics.mideast,-3.560097,-18.26294,-2.4675226
sci.med,4.5492287,5.3022885,-18.032341
sci.med,4.608981,5.376025,-14.406618
rec.autos,-2.63887,10.490059,4.3154087
rec.sport.baseball,0.52969724,2.2046452,-2.1960344
comp.graphics,-2.4004931,-0.61193484,17.561464
talk.politics.mideast,-7.92109,-15.351368,-1.0973665
sci.med,7.141725,0.017661233,4.668601
sci.med,-5.5139713,1.0214504,3.1682255
sci.med,-10.945685,-7.0617504,4.0889235
sci.med,-13.176999,-6.0709085,6.7364883
rec.autos,10.6053505,10.7581835,4.860696
talk.politics.mideast,5.194849,-10.666863,-1.1867694
rec.sport.baseball,-9.18606,3.7778146,-8.432412
rec.sport.baseball,-8.222249,-0.37929857,-3.731812
comp.graphics,-3.8354173,0.28769073,6.2865543
rec.sport.baseball,-11.425713,-4.6499925,-7.950863
sci.med,-15.334822,13.333807,-6.67451
comp.graphics,-2.7926798,5.311549,11.004651
comp.graphics,10.151663,-0.71370494,4.1297708
rec.autos,15.937175,-9.116602,0.86644036
comp.graphics,0.649675,-0.9431031,12.883267
talk.politics.mideast,-1.6755922,-17.776468,5.298893
rec.sport.baseball,-11.352708,-7.063972,-14.679595
rec.sport.baseball,0.36482468,7.656501,-18.891867
rec.autos,2.2105613,1.3562653,0.67936724
rec.autos,5.0403605,17.844444,7.0337806
comp.graphics,-2.7570214,1.2410339,15.231817
talk.politics.mideast,-3.2741024,-6.616852,0.39735126
talk.politics.mideast,1.1843276,-13.94437,-4.922235
rec.autos,6.9406176,16.688986,3.8082697
talk.politics.mideast,2.9429822,-22.345242,0.078577496
talk.politics.mideast,3.1497266,-18.83329,5.746185
sci.med,-7.8044977,-7.7848487,2.477799
talk.politics.mideast,10.648741,-13.907046,0.21846047
rec.sport.baseball,-8.970011,-9.800673,-9.276522
rec.sport.baseball,-12.670256,8.855633,-14.898235
sci.med,-3.7455368,-1.9758629,1.1113192
rec.sport.baseball,-15.718768,9.660242,-0.79490244
comp.graphics,-5.00562,5.026349,13.137188
rec.sport.baseball,-9.059865,-2.0573256,-3.8018749
rec.autos,10.9859085,7.3358984,10.802988
talk.politics.mideast,2.2714927,-14.345732,0.25241223
talk.politics.mideast,1.3885316,-14.14706,-8.11321
comp.graphics,-13.256968,-1.8394965,4.924572
rec.sport.baseball,-19.355371,-2.4290903,-6.979056
sci.med,7.675726,-2.590885,-2.2791474
rec.sport.baseball,-8.501625,5.8404403,-4.03651
comp.graphics,9.74162,4.9229403,4.539743
sci.med,16.849836,1.2282808,-9.111034
rec.autos,5.627454,13.480785,4.9702425
talk.politics.mideast,0.62553656,-7.3250813,-3.7917461
rec.autos,6.1302295,-4.7185454,-17.230745
rec.sport.baseball,-12.333107,-9.556469,-14.368544
rec.sport.baseball,-7.359977,-6.710794,-10.035699
rec.autos,-11.003084,9.064453,9.343919
rec.autos,20.305347,-4.9861517,-7.622967
comp.graphics,10.888732,12.925675,14.262513
rec.autos,-16.98246,-11.186568,-3.9111304
comp.graphics,-4.1399727,11.9838705,9.26321
sci.med,-2.2307544,-2.2064452,-0.08468236
rec.sport.baseball,-15.979212,2.1411498,-10.42701
rec.sport.baseball,-10.93744,0.39788842,-11.225051
sci.med,5.570055,-0.6844581,-2.5702615
rec.sport.baseball,-9.248709,-0.3803562,-20.415224
rec.autos,-4.2411966,15.251424,1.617163
comp.graphics,-4.6095376,3.8985744,18.887388
rec.sport.baseball,-8.585844,1.9083405,-14.276016
rec.autos,8.210175,13.538752,5.1524606
comp.graphics,4.863331,2.4154336,19.31132
sci.med,0.2228414,11.686473,-12.354044
rec.autos,8.593767,21.089277,2.0931585
comp.graphics,-0.26472613,-1.6561927,19.903706
sci.med,3.2762866,-0.9804232,-4.5542917
rec.sport.baseball,-7.9920225,-5.1160016,-19.347542
sci.med,6.3635464,-6.243477,7.984263
talk.politics.mideast,-5.487003,-11.861394,-3.5233002
rec.autos,15.745793,10.239031,-3.2761796
talk.politics.mideast,-0.60396564,-11.749137,2.635309
rec.sport.baseball,0.5740789,-3.234199,-14.1506195
sci.med,8.647268,-3.263365,8.975288
