,x,y,z
rec.autos,3.4320276,-5.049157,2.4373255
comp.graphics,-1.6067166,2.783408,-6.1947756
sci.med,2.1939614,-7.4435005,2.8150043
comp.graphics,3.0500653,0.19657141,-2.934773
rec.autos,-0.47780603,12.82987,-0.80972797
comp.graphics,-0.4495924,12.186392,-1.8295821
rec.sport.baseball,-1.5272101,-2.7629695,6.038697
rec.autos,4.3722196,-4.5215898,0.057864115
sci.med,-0.63829094,-4.392504,-3.0730188
talk.politics.mideast,-2.0951757,6.2683625,-0.7207661
rec.sport.baseball,-0.8158813,0.034791127,2.076614
rec.sport.baseball,-5.3246727,-1.0706916,3.7759786
rec.sport.baseball,-2.9135337,0.51672757,3.373366
sci.med,0.22862111,0.02866391,-1.3548415
talk.politics.mideast,3.6662805,5.1310153,3.9636323
rec.autos,5.119401,-3.2029238,-1.6532371
rec.autos,1.8887942,-3.8613818,5.3415594
talk.politics.mideast,3.6970472,5.180607,4.1954174
rec.autos,0.15504186,2.0248518,-0.46463448
rec.autos,0.8080717,4.4154463,-3.3330035
rec.autos,3.580741,-2.689253,1.9377968
comp.graphics,-7.3248405,3.317127,4.468841
rec.autos,4.9046288,-2.401583,-0.3840022
comp.graphics,1.4905577,3.1851397,-6.678657
talk.politics.mideast,3.971488,5.003245,3.1573925
comp.graphics,3.7279272,-8.728118,0.74329627
talk.politics.mideast,-0.18811058,1.1415119,3.7161932
comp.graphics,2.0395315,-5.4373136,4.5999117
rec.sport.baseball,-3.7030702,3.2483046,-2.9742665
sci.med,-4.3343196,5.251146,3.2102387
comp.graphics,4.1098657,0.82253677,-2.5948286
rec.sport.baseball,-2.7764678,-3.84215,4.534581
sci.med,0.5596713,-1.8372153,-2.698357
talk.politics.mideast,3.3917925,4.521257,4.060088
rec.sport.baseball,-4.593009,4.0680976,-0.61041343
comp.graphics,1.8185271,-5.558272,4.5237217
sci.med,-4.601474,5.1825976,3.578346
rec.sport.baseball,-3.000428,10.989428,-1.0519935
sci.med,0.35528976,-0.65366554,-1.3403342
comp.graphics,1.8471758,-9.306551,-1.8628832
talk.politics.mideast,2.6766198,4.4297934,-0.3046372
rec.autos,-2.0120535,4.9390097,-2.8133664
comp.graphics,-0.0753205,4.7918153,-6.607958
talk.politics.mideast,-0.14433964,5.9745646,1.4539813
rec.sport.baseball,-5.2080283,0.8286079,-4.862162
rec.sport.baseball,-0.5468431,-8.324145,4.214639
comp.graphics,-1.3363004,3.958952,-6.308358
sci.med,1.6089652,10.144984,-0.49438238
rec.sport.baseball,-5.0675554,3.0631063,0.25681457
sci.med,-1.4783345,-2.7673502,-3.6890059
sci.med,-4.717488,7.8333464,-2.1391149
rec.sport.baseball,-4.7688212,-1.3029574,-1.4566616
comp.graphics,2.189239,2.9607704,-5.2427583
sci.med,0.28687203,-1.3034273,1.7725741
comp.graphics,1.2759864,10.936019,-1.960413
rec.autos,6.0892043,-3.2936983,0.7459137
talk.politics.mideast,-6.048413,-0.6910714,-3.0056376
rec.autos,2.604454,-2.9462671,-0.750906
sci.med,-1.4474293,-1.0227165,-3.6566412
rec.autos,4.2745953,-5.0131803,1.0356561
sci.med,-2.0311434,1.4896057,-3.8439453
talk.politics.mideast,2.7794201,2.5159414,1.258269
comp.graphics,-2.78612,6.748315,-2.3202589
talk.politics.mideast,-2.136427,-5.976604,5.909935
talk.politics.mideast,-2.525108,-6.7598104,2.7922788
rec.sport.baseball,-0.091836445,-5.491336,2.4129753
talk.politics.mideast,4.011753,5.519162,1.1331686
sci.med,2.0773327,-0.20970209,-2.3426113
rec.sport.baseball,-3.5210705,3.899272,-3.9138007
rec.sport.baseball,-0.4109032,-3.046651,6.709299
sci.med,-0.29584113,0.47425455,-1.2443724
sci.med,1.2300582,-4.363964,-3.1670263
rec.sport.baseball,-5.059267,-0.3360441,1.2009171
rec.sport.baseball,-3.9484174,3.9630432,-0.28068355
rec.autos,-1.1521887,3.0598416,-1.9321204
rec.sport.baseball,-2.4179626,9.732067,-4.344031
rec.sport.baseball,-0.98231024,-9.266321,1.7903514
talk.politics.mideast,-0.13746352,10.243217,0.7482239
sci.med,-2.510851,-2.580513,-3.7766888
rec.autos,4.647631,-4.6288967,-0.08787139
comp.graphics,4.7410264,-8.81914,2.9882123
rec.sport.baseball,-1.5197062,-3.145541,2.0765083
comp.graphics,2.965562,-8.690074,2.5014112
talk.politics.mideast,0.8341053,7.9196672,0.26936874
rec.sport.baseball,-4.69131,2.5250144,-4.7542496
talk.politics.mideast,2.4097686,4.3558297,-0.3151788
talk.politics.mideast,-2.285193,-5.5181246,4.3368797
rec.sport.baseball,-5.7447853,1.9860421,-2.4453425
sci.med,-1.6928533,-6.4220023,-0.590334
comp.graphics,4.240661,4.527025,-3.4399643
sci.med,0.74571407,-3.7629242,-5.520705
sci.med,2.0914564,0.48429996,-1.565353
talk.politics.mideast,1.7380239,1.1243297,5.4632106
rec.sport.baseball,-5.7305584,1.2802383,1.6002828
rec.sport.baseball,1.2478675,-8.133297,4.795712
rec.sport.baseball,-3.679968,-0.41402504,2.92356
comp.graphics,3.5434713,-10.001339,-0.4843001
sci.med,0.5792132,-6.374982,-4.020726
rec.sport.baseball,-4.6903515,-0.5005123,-0.7926333
talk.politics.mideast,-4.336326,0.7023005,-5.1790557
sci.med,-0.4887932,-4.093007,-3.3583689
rec.sport.baseball,-4.57526,-3.3988602,0.1269485
comp.graphics,1.7121613,2.6621249,-7.1737885
talk.politics.mideast,3.2136989,4.966914,4.3029494
comp.graphics,0.9006375,-8.0929785,0.9154868
sci.med,-4.8508887,8.175161,-2.0692456
talk.politics.mideast,-3.1511524,3.5468848,-5.3290334
sci.med,-1.2315617,-2.6822724,-3.1651535
rec.autos,5.7412086,-6.2778835,3.7628078
comp.graphics,2.7284582,-10.5815935,0.2603966
rec.autos,1.4837881,6.814102,-1.90361
sci.med,-1.8733776,-5.954011,-2.0645483
sci.med,-0.5603108,9.3112955,-3.5990841
rec.autos,-3.612944,8.276421,-2.267963
rec.sport.baseball,-4.0574355,1.8398215,-4.0034084
talk.politics.mideast,-2.409389,7.9255724,-1.1355516
sci.med,-0.16977394,-3.588143,-4.8552647
rec.autos,-0.42126054,-9.473351,3.7584374
rec.autos,6.8978376,-1.6102539,0.043586694
comp.graphics,0.69254065,-8.960135,-1.0448968
talk.politics.mideast,-3.053721,3.2233055,-5.6870193
talk.politics.mideast,2.8251746,3.1575503,3.0871449
rec.sport.baseball,-4.6884522,-1.3244386,2.5305755
sci.med,-1.4967182,12.011945,-1.582824
rec.sport.baseball,-3.3338752,4.661007,-7.260128
rec.autos,-1.7962819,-5.73927,2.184425
sci.med,-1.6623251,-5.694362,-2.0812082
