,x,y,z
rec.autos,1.6156646,-7.370693,3.6504922
comp.graphics,-3.0228665,5.7904696,6.538378
sci.med,-0.7859815,-12.130853,3.4775393
comp.graphics,1.4661562,2.4713173,3.3281252
rec.autos,1.9882455,17.94277,-0.3606978
comp.graphics,0.92982954,17.03961,-0.09858224
rec.sport.baseball,-6.7436266,-11.332926,1.7158657
rec.autos,3.5680633,-4.032058,5.9970546
sci.med,0.009518689,-5.0328956,-5.506625
talk.politics.mideast,-1.5344378,9.136438,-3.2771776
rec.sport.baseball,5.523968,-0.872803,-0.6357811
rec.sport.baseball,-9.792811,-5.2097445,1.4597732
rec.sport.baseball,-7.09053,-2.5608346,3.737045
sci.med,1.544553,2.7628515,-4.376461
talk.politics.mideast,9.085456,7.29929,-1.5707445
rec.autos,4.369785,-1.9230342,4.128752
rec.autos,-2.3887465,-9.701636,6.2651486
talk.politics.mideast,9.527439,7.4063125,-1.526232
rec.autos,-1.3771046,1.578118,-0.38477203
rec.autos,-1.9052355,3.473428,2.6659896
rec.autos,-0.885314,-4.5027604,5.154452
comp.graphics,4.749654,6.1290684,-10.318977
rec.autos,2.5512745,-1.1040996,5.018502
comp.graphics,1.6124489,6.3116055,4.710554
talk.politics.mideast,7.990894,7.2714696,-0.79345846
comp.graphics,4.9195924,-11.459689,5.537046
talk.politics.mideast,7.55453,0.4078204,-0.3633012
comp.graphics,-1.1221433,-9.914468,3.9908462
rec.sport.baseball,-5.7558484,5.1646175,-1.5210407
sci.med,-1.2600757,2.72601,-7.035114
comp.graphics,-0.45233738,1.5395505,3.121175
rec.sport.baseball,-6.259052,-9.327122,1.0912075
sci.med,0.385238,-1.6963375,-3.3338223
talk.politics.mideast,9.1222725,6.476015,-2.4066422
rec.sport.baseball,-5.518946,5.7525177,-5.7382126
comp.graphics,-1.2768736,-9.9288845,3.6151152
sci.med,-2.2092497,1.9367633,-6.917049
rec.sport.baseball,-1.0271405,15.283464,-4.150801
sci.med,3.6651742,-0.29704627,-3.1591165
comp.graphics,7.7394824,-10.373503,1.8931272
talk.politics.mideast,6.803692,3.5890014,-7.165793
rec.autos,-4.012417,7.3015733,0.42680952
comp.graphics,-0.84998775,8.434721,5.835428
talk.politics.mideast,2.4762547,8.416098,-3.3152254
rec.sport.baseball,-12.05642,3.9364908,-1.6836922
rec.sport.baseball,-0.8385384,-13.306431,-0.75338507
comp.graphics,-2.7785115,7.4336643,5.863846
sci.med,3.7273195,13.407091,0.048382916
rec.sport.baseball,-6.730679,1.8952612,-2.032166
sci.med,0.17321281,-2.3898695,-6.969258
sci.med,-5.659168,11.823802,-4.2239833
rec.sport.baseball,-5.51666,1.7085993,5.1689215
comp.graphics,0.71553946,4.29867,6.317442
sci.med,6.611224,-2.4558265,-3.201797
comp.graphics,1.9816366,14.950358,1.6959991
rec.autos,2.5835245,-2.8127692,7.53912
talk.politics.mideast,-12.775258,3.15909,0.46499938
rec.autos,-0.64503735,-2.3236363,3.9041317
sci.med,1.8399844,-0.1723983,-7.231389
rec.autos,3.4915104,-5.674045,5.981209
sci.med,-3.0482993,3.5790937,-5.003067
talk.politics.mideast,3.791133,3.0095294,-4.6350656
comp.graphics,-3.222077,10.227495,-1.643482
talk.politics.mideast,-3.943818,-11.325555,-3.3575275
talk.politics.mideast,-2.9751678,-10.957911,-3.0882258
rec.sport.baseball,-0.22515547,-8.408219,0.16701837
talk.politics.mideast,6.214881,8.693532,-0.47834754
sci.med,1.5401733,0.006361366,-1.5619316
rec.sport.baseball,-6.972935,6.5485773,-1.7463334
rec.sport.baseball,-6.4645467,-12.645409,-0.13105337
sci.med,2.448613,2.0239341,-5.762272
sci.med,-2.30667,-4.198439,-3.7244067
rec.sport.baseball,-8.680846,-2.0279467,-0.9562754
rec.sport.baseball,-3.7673469,6.5357,-3.1081414
rec.autos,-2.5946562,3.474962,0.61431956
rec.sport.baseball,-3.3882031,14.6703005,3.1771617
rec.sport.baseball,3.5902002,-15.108882,-1.1016306
talk.politics.mideast,2.926264,13.514147,-3.2119675
