,x,y,z
rec.autos,3.9704683,-2.4250665,-10.461252
comp.graphics,-8.875368,-1.3056781,-4.4301248
sci.med,3.7540598,-5.165807,1.8450464
comp.graphics,-8.194746,-5.310939,14.577087
rec.autos,-0.38716856,-1.8180867,-16.203165
comp.graphics,-7.9978976,-5.4933352,0.5724465
rec.sport.baseball,3.5840173,-11.49053,-1.9333124
rec.autos,-12.902777,-5.2950864,-6.72545
sci.med,3.4741805,3.9842434,12.327095
talk.politics.mideast,-5.646483,11.337882,-5.64636
rec.sport.baseball,1.3997891,3.0757244,-12.703728
rec.sport.baseball,11.884316,-8.870582,0.7082994
rec.sport.baseball,15.706446,-2.2609515,0.088382885
sci.med,-8.998782,6.093682,-1.0348107
talk.politics.mideast,-1.7058653,10.424872,-8.182572
rec.autos,-5.6765313,-8.340981,-12.058575
rec.autos,8.029397,3.9386868,-2.9659226
talk.politics.mideast,-0.26140204,15.001964,-9.474741
rec.autos,-3.2720823,6.0286326,-12.127033
rec.autos,-9.321317,-5.834245,-8.747946
rec.autos,-2.7939265,-3.8652067,-11.611167
comp.graphics,-15.262836,2.7034764,6.470337
rec.autos,-4.6028533,-15.730106,-6.663174
comp.graphics,-9.211365,-10.183536,9.692324
talk.politics.mideast,-2.7246904,10.415055,-10.857899
comp.graphics,-5.730221,-6.6063128,5.7703776
talk.politics.mideast,2.3076987,9.452758,3.9232912
comp.graphics,2.5876763,-6.4620376,3.7739847
rec.sport.baseball,3.1007383,-2.1151848,0.36208364
sci.med,-0.16168952,5.736471,14.107521
comp.graphics,-6.727632,-4.0016575,10.229475
rec.sport.baseball,7.373765,0.57609516,-4.126036
sci.med,7.1625047,-4.362978,10.448025
talk.politics.mideast,4.588716,13.748101,-7.7364607
rec.sport.baseball,12.862665,5.226449,4.7013116
comp.graphics,-1.0162666,-14.293995,6.459978
sci.med,-1.7955062,1.9359205,5.148404
rec.sport.baseball,15.322556,5.944186,-2.6355457
sci.med,-0.07931622,5.4564257,12.558253
comp.graphics,-5.9828987,-6.5403843,0.0661273
talk.politics.mideast,-8.857212,16.30676,2.7245708
rec.autos,-3.4679317,-11.4315815,-14.386136
comp.graphics,-17.296015,-4.8209963,-6.134662
talk.politics.mideast,1.335784,6.956285,-1.9715347
rec.sport.baseball,7.809965,-2.279068,-4.374909
rec.sport.baseball,1.7982191,-11.991896,-1.8656883
comp.graphics,1.3794265,-5.8986616,8.060418
sci.med,0.21566764,0.93440855,13.512149
rec.sport.baseball,11.889313,-2.3257372,1.1344159
sci.med,3.747958,5.357295,10.288746
sci.med,1.3455719,11.229263,12.274875
