,x,y,z
rec.autos,1.0431358,-0.7312656,1.4232416
comp.graphics,0.6443442,-1.0016004,-0.88626504
sci.med,2.0258722,-0.52773154,0.2735126
comp.graphics,0.9523915,-1.1512303,-0.3284783
rec.autos,-1.8418814,3.1154127,-1.6544082
comp.graphics,-1.8357811,3.1169827,-1.659929
rec.sport.baseball,1.2324549,1.0316844,0.983192
rec.autos,0.6673387,-0.46645245,1.3037305
sci.med,0.005921291,-0.67240316,1.9786094
talk.politics.mideast,-1.3890489,-0.15914896,-1.5686791
rec.sport.baseball,-0.9505865,0.56057113,0.21092834
rec.sport.baseball,0.95529336,1.8359408,0.12697816
rec.sport.baseball,0.6175755,1.4252677,-0.10064318
sci.med,-1.0270311,0.09223682,0.5234253
talk.politics.mideast,-1.921283,1.1059886,0.40985155
rec.autos,0.50299054,-1.5394683,0.8287204
rec.autos,1.313693,-0.096111916,0.9676888
talk.politics.mideast,-1.9308597,1.1194882,0.34931868
rec.autos,-0.8935302,-0.73252785,-0.49382085
rec.autos,-0.054463338,-1.3349462,-0.19841573
rec.autos,0.7818826,-1.0269575,1.463724
comp.graphics,0.07025281,0.122075684,0.6316167
rec.autos,0.33051732,-1.484473,0.6630352
comp.graphics,1.1806836,-1.3711851,-0.9042599
talk.politics.mideast,-1.7263881,0.923201,0.3225921
comp.graphics,1.7469827,-0.8796077,-0.16393127
talk.politics.mideast,-0.76047695,0.73159903,0.96217847
comp.graphics,1.5934666,0.22578433,1.0191656
rec.sport.baseball,-0.35521394,-0.5499772,-1.1744049
sci.med,-1.833362,-1.3101866,0.01245741
comp.graphics,1.0265398,-0.86654735,0.046600923
rec.sport.baseball,1.3270707,1.13017,1.0511739
sci.med,-0.90844345,-0.9615279,1.0634307
talk.politics.mideast,-1.8351418,1.0572281,0.43897718
rec.sport.baseball,-0.59580785,0.21604364,-1.6884452
comp.graphics,1.5511881,0.35915908,1.0515368
sci.med,-1.6244606,-1.1448902,0.04047318
rec.sport.baseball,-1.6249298,2.228712,-2.0751553
sci.med,-0.8666285,-0.6118237,0.81650907
comp.graphics,2.3312318,-0.7014722,0.20890811
talk.politics.mideast,-1.3253293,0.3223728,0.15808031
rec.autos,-0.6079771,-1.1142839,-1.0697589
comp.graphics,0.8838873,-1.4419419,-1.3327491
talk.politics.mideast,-1.4220161,0.07071462,-0.7284932
rec.sport.baseball,0.22626708,-0.286909,-0.8659591
rec.sport.baseball,2.113024,0.20748875,1.0566738
comp.graphics,0.7253919,-1.1149114,-1.2729757
sci.med,-2.1325748,2.1182842,-1.4445676
rec.sport.baseball,-0.07076306,0.7931902,-1.201578
sci.med,-0.96716577,-0.9077088,1.2704211
sci.med,-1.2016636,-0.26052248,-2.9296517
rec.sport.baseball,0.022264367,0.16736355,-0.8631532
comp.graphics,0.9332907,-1.3700014,-1.0751623
sci.med,-0.06832554,0.012168425,1.3787735
comp.graphics,-1.9933374,2.27476,-1.6680872
rec.autos,0.5534987,-1.0103806,0.65675217
talk.politics.mideast,-0.2098475,0.061515443,-0.5371814
rec.autos,0.31585893,-1.0197313,0.59995866
sci.med,-0.969373,-0.8530608,0.8988522
rec.autos,1.051098,-0.44095844,1.4865991
sci.med,-0.9249536,-0.85714716,-0.12541613
talk.politics.mideast,-0.8778188,0.41156954,0.51324755
comp.graphics,-1.1126634,-0.46901688,-2.1988318
talk.politics.mideast,1.4069093,1.1845063,1.6785412
talk.politics.mideast,1.337445,1.0282519,1.681517
rec.sport.baseball,1.3476725,0.15727758,1.0322943
talk.politics.mideast,-1.8766246,0.75900483,-0.25792238
sci.med,-0.4598145,-0.70976645,1.4269751
rec.sport.baseball,-0.12602212,-0.53952503,-1.3169578
rec.sport.baseball,1.4226869,1.2790948,1.5335646
sci.med,-1.2028081,-0.72580034,0.40524575
sci.med,-0.6035214,-0.99560267,1.4533439
rec.sport.baseball,0.36614212,1.2783953,-0.557182
rec.sport.baseball,-0.45920902,0.43228403,-1.4144512
rec.autos,-0.78239787,-0.97575146,-1.1925151
rec.sport.baseball,1.6646596,-4.3807654,-0.06943685
rec.sport.baseball,1.9920996,0.0045046424,0.97317046
talk.politics.mideast,-2.2745707,1.9587733,-1.1620086
sci.med,-0.97442067,-0.88762283,1.1923265
rec.autos,0.11845981,-1.2920274,0.41582838
comp.graphics,1.7553478,-0.6915026,0.0865536
rec.sport.baseball,1.1505712,1.0765761,0.9403825
comp.graphics,1.768895,-0.8641179,-0.16203341
talk.politics.mideast,-2.178146,1.5317897,-1.1634798
rec.sport.baseball,0.12646587,-0.20521021,-1.0936651
talk.politics.mideast,-1.3179319,0.24755841,0.10590189
talk.politics.mideast,1.4346858,1.2872995,1.5421073
rec.sport.baseball,0.039789714,0.40693608,-0.8045947
sci.med,1.216758,-0.14850082,1.5323297
comp.graphics,0.021537254,0.04191553,-0.9033124
sci.med,-0.6809264,-0.77492994,0.8975594
sci.med,-1.0671762,-0.67136604,0.6140822
talk.politics.mideast,0.037806023,0.9060111,1.221666
rec.sport.baseball,0.20984116,1.0960393,-0.9263869
rec.sport.baseball,2.0834112,-0.07167014,0.77500856
rec.sport.baseball,0.56830376,1.4423444,0.026268458
comp.graphics,2.3372362,-0.7373774,0.123216316
sci.med,-0.18680431,-0.3621289,1.6878489
rec.sport.baseball,0.124533564,0.7080441,-0.20773892
talk.politics.mideast,-0.33178902,-0.27709174,0.110129505
sci.med,-0.73109317,-1.1447884,1.194648
rec.sport.baseball,0.50958127,-0.30370703,2.231425
comp.graphics,0.9555812,-1.4757358,-0.9203321
talk.politics.mideast,-2.04965,1.2074834,0.52321935
comp.graphics,1.8158692,-0.35309824,0.7147873
sci.med,-1.2206444,-0.24029568,-2.952528
talk.politics.mideast,-0.05554036,-0.64548653,-1.2035394
sci.med,-0.79528964,-0.80632335,1.2734615
rec.autos,0.20562354,-0.50995904,-0.5730035
comp.graphics,2.365202,-0.6679673,0.2197733
rec.autos,-1.4364182,0.4248592,-1.9152622
sci.med,0.45803475,-0.30587846,2.2154465
sci.med,-1.6207272,0.7629191,-2.1761816
rec.autos,-1.2080342,-0.27136847,-2.7422867
rec.sport.baseball,0.15230083,-0.45320487,-0.907611
talk.politics.mideast,-1.3886315,-0.12730634,-1.7646432
sci.med,-0.9682371,-0.9315972,1.1492461
rec.autos,2.1910722,0.21512003,1.0221399
rec.autos,0.24165064,-1.5248027,0.24897552
comp.graphics,1.94908,-0.38367304,0.78010225
talk.politics.mideast,-0.035307758,-0.60071635,-1.1432555
talk.politics.mideast,-1.5755858,0.75942165,0.24120778
rec.sport.baseball,0.4015721,0.99132985,-0.63913673
sci.med,-1.8152107,3.2432373,-1.6455721
rec.sport.baseball,0.42656776,-1.1254492,-1.1465055
rec.autos,1.3956065,0.8883207,1.5603682
sci.med,0.48103574,-0.3261162,2.0983655
talk.politics.mideast,-1.4598389,1.0142448,0.46587464
sci.med,-0.6751161,-0.7555278,-0.33084834
comp.graphics,1.9406013,-0.9110804,-0.25399634
talk.politics.mideast,-1.3747516,-0.18043241,-1.1327538
talk.politics.mideast,-1.2356098,0.18021344,-0.008269479
rec.sport.baseball,0.24469247,1.2179893,-0.59071743
comp.graphics,1.3492559,-1.2660972,-0.72220314
sci.med,-0.7648807,-1.0357385,1.3051987
rec.autos,0.46634734,-1.5995272,0.7650633
comp.graphics,2.1736357,-0.27549228,0.65096444
rec.autos,0.056300666,-1.3593589,-0.013952679
talk.politics.mideast,-1.1605712,-0.46069035,0.58567274
rec.sport.baseball,-1.8308414,3.2264898,-1.6382169
rec.sport.baseball,0.60181683,1.3341153,0.006342356
rec.sport.baseball,1.298248,1.0340475,0.9200621
rec.autos,0.689683,-0.93048203,1.5468223
comp.graphics,0.15197,0.0018098438,0.70192814
talk.politics.mideast,-1.2233671,0.44117534,0.031585228
talk.politics.mideast,-2.4276931,1.4309167,0.83732545
rec.autos,-0.0837308,-0.596068,-0.5683624
comp.graphics,0.7598999,-1.3207421,-1.0168604
comp.graphics,0.0068225563,-0.7519089,-1.272501
talk.politics.mideast,-1.9147103,3.5631788,-1.3942393
comp.graphics,0.812068,-1.458776,-1.3761932
rec.sport.baseball,0.29585275,1.2747694,-0.43326718
rec.autos,0.9172721,-0.79464996,1.4601549
rec.autos,1.7856326,-0.17108408,0.8506861
rec.autos,-0.4387831,-1.4083573,-0.98187685
rec.autos,-0.68662226,-1.0604792,-1.2917298
sci.med,-0.55079204,-0.47401607,1.6063082
rec.autos,-0.4842174,-1.7386659,1.0614492
sci.med,1.2101668,-0.4635951,0.6110023
rec.autos,-0.1988125,-1.4971651,0.95441484
rec.sport.baseball,1.7048085,0.6121828,0.9688226
sci.med,0.026511181,0.6880062,0.9997514
rec.autos,1.6280495,-0.07007877,1.089027
sci.med,-0.004853927,-0.708738,-0.92403805
comp.graphics,0.8169269,-1.3374221,-1.2868563
comp.graphics,2.4238377,-0.3822368,0.24078329
talk.politics.mideast,-1.2464502,-0.4070471,-1.1903957
sci.med,-0.9641664,-0.9813316,1.0647534
rec.sport.baseball,1.3567613,0.9563977,0.9384996
comp.graphics,2.4267426,-0.46986035,0.3559536
talk.politics.mideast,-1.852268,1.0833945,0.45058683
rec.autos,0.10534317,-1.4293566,0.25248647
comp.graphics,0.6101966,-1.351593,-1.5644794
comp.graphics,2.135321,-0.31099755,0.6225107
sci.med,-1.2899454,-0.55481994,-0.3946428
rec.sport.baseball,-0.5087508,-0.22069192,-1.3499497
rec.sport.baseball,-1.62539,2.245142,-2.0656896
rec.sport.baseball,-1.8309847,3.15309,-1.6552119
rec.sport.baseball,1.0339988,1.5881578,0.39377388
rec.sport.baseball,-1.1987228,-0.18160614,-2.5534027
talk.politics.mideast,-2.2769294,1.8437427,-1.1372602
rec.autos,0.14106703,-1.3447834,-0.16747427
rec.autos,-0.03534014,-1.3891962,-0.063639894
talk.politics.mideast,-0.85280347,0.44842666,0.54264987
talk.politics.mideast,-1.256131,0.16287327,-0.059231564
comp.graphics,2.4465709,-0.42322075,0.20776409
rec.autos,0.66689706,-0.36890402,1.1270578
comp.graphics,-1.8446788,3.0762644,-1.6596793
sci.med,-0.98207563,-1.0047208,0.32093173
comp.graphics,1.9010235,-1.1909043,-0.2941236
comp.graphics,1.5221316,-1.1256362,-0.52591145
rec.sport.baseball,1.4483919,0.50670254,1.0421516
rec.autos,0.16982715,-0.5961105,0.016052442
comp.graphics,-1.8760581,2.2219956,-1.8020711
rec.sport.baseball,0.14252508,1.2278168,-0.7903274
sci.med,-0.909574,-0.879196,0.8978586
rec.autos,0.6218278,-1.0892513,1.2646865
rec.sport.baseball,-0.8217081,0.025835471,-1.720039
comp.graphics,2.3050926,-0.6351985,0.28497696
talk.politics.mideast,-2.3570669,1.4112483,0.84683293
sci.med,-1.8905874,3.5572255,-1.4352695
rec.sport.baseball,0.08268283,1.0252516,-0.8623918
rec.autos,0.117919296,-0.4525974,-0.8759035
rec.autos,-1.2445732,-0.44286072,-1.387229
rec.autos,-0.8634701,-1.0177058,-0.8479737
talk.politics.mideast,-1.8820761,0.8765537,0.1466872
rec.sport.baseball,0.048215497,1.1643455,-1.0658834
rec.autos,0.25730062,-1.2531186,-1.3009294
sci.med,-1.8411101,3.0982623,-1.6673071
comp.graphics,2.1642292,-0.6751587,-0.017808864
rec.sport.baseball,-1.9016763,2.2597475,-1.7513783
comp.graphics,1.6865067,-0.5688378,0.46530962
rec.sport.baseball,0.24378787,0.5351464,-0.7144194
talk.politics.mideast,-2.2007499,1.4614638,-0.024369821
sci.med,-0.5813641,-0.7037914,1.6070389
rec.autos,0.2821915,-1.4413158,0.4379845
rec.autos,2.1414576,2.8648968,1.3819635
rec.autos,-0.48099616,-1.2726645,-1.0196725
sci.med,0.1475908,-0.2831427,-1.1239139
sci.med,-0.8026781,-0.84766215,0.99736
rec.autos,-0.84389454,-0.7971056,-0.9892966
talk.politics.mideast,-1.2786194,0.48196796,0.2306408
talk.politics.mideast,-1.9641806,1.1517998,0.47716972
comp.graphics,2.0563064,-0.26320386,0.6012846
sci.med,-0.9073777,-0.780806,0.8940609
sci.med,1.1126555,0.005251309,1.037598
talk.politics.mideast,-1.0896342,-0.3059928,-0.9081212
talk.politics.mideast,-1.2915666,-0.1774177,-0.87937415
