,x,y,z
rec.autos,-0.6691138,-11.467347,2.499294
comp.graphics,7.842251,8.373081,-4.9551044
sci.med,6.553214,-9.834961,4.9191794
comp.graphics,2.584884,3.1712458,-7.8870907
rec.autos,-10.724116,18.839153,-6.1151485
comp.graphics,-9.3833065,17.553373,-5.930733
rec.sport.baseball,7.27405,-2.5356581,10.688679
rec.autos,-3.7944934,-7.685406,5.6551166
sci.med,0.6105929,-7.7928143,-8.89544
talk.politics.mideast,-4.0887523,9.938839,0.77622443
rec.sport.baseball,2.34358,-1.7514374,1.8924128
rec.sport.baseball,11.886006,0.12604046,5.2004533
rec.sport.baseball,7.8768344,-0.73887914,1.610806
sci.med,-3.5536263,-1.0345241,-3.9624243
talk.politics.mideast,-14.323267,4.128154,6.4511175
rec.autos,-8.303008,-8.154103,-0.93032974
rec.autos,6.427738,-9.829747,9.932134
talk.politics.mideast,-14.845233,4.1413035,6.0519967
rec.autos,-2.2365546,1.6567824,-1.1246912
rec.autos,-0.92144305,6.8723545,-5.6209583
rec.autos,-1.7223647,-10.142884,-1.8994399
comp.graphics,-8.951801,2.6222312,11.321297
rec.autos,-6.9433584,-8.4873495,1.4729648
comp.graphics,5.1996975,6.0924582,-10.59892
talk.politics.mideast,-12.820065,3.7479308,7.1776547
comp.graphics,9.960608,-12.154181,0.09396734
talk.politics.mideast,-9.968915,-1.2020367,-3.0379252
comp.graphics,2.5708652,-10.431702,6.23491
rec.sport.baseball,4.173805,7.961677,0.93342274
sci.med,-0.6437393,1.9092548,-11.303862
comp.graphics,-3.3332736,-1.2382245,8.568727
rec.sport.baseball,9.706216,-5.467527,8.675746
sci.med,-3.1000733,-3.091377,-6.4081607
talk.politics.mideast,-14.112534,3.58207,4.6662602
rec.sport.baseball,2.133459,11.044597,5.221347
comp.graphics,2.4573376,-10.558326,6.1794972
sci.med,-0.17943066,1.528611,-10.200227
rec.sport.baseball,-5.75986,18.0423,-0.16882423
sci.med,-4.881271,-2.3705504,-4.1165047
comp.graphics,5.950471,-15.015832,-4.212063
talk.politics.mideast,-10.1940975,3.4866805,-3.1330585
rec.autos,0.2618105,10.773864,-1.1917269
comp.graphics,5.354985,9.487492,-9.400614
talk.politics.mideast,-8.314929,7.573758,0.97904915
rec.sport.baseball,9.118398,11.02523,3.91948
rec.sport.baseball,1.143077,-17.306639,6.534847
comp.graphics,6.2409997,9.676551,-6.3381186
sci.med,-10.732438,12.248132,-5.7644634
rec.sport.baseball,0.7489574,7.2923946,4.444249
sci.med,0.9186865,-2.6082332,-9.263783
sci.med,-2.0885925,15.098768,3.3951304
