,x,y,z
rec.autos,-8.517068,-6.280691,-4.679963
comp.graphics,-9.340629,-6.463403,-11.239314
sci.med,-6.801397,-1.6838607,-5.8023643
comp.graphics,-9.391609,-7.360308,-6.767697
rec.autos,-3.183561,6.5076957,2.375978
comp.graphics,-5.8078995,-0.795125,-7.8606877
rec.sport.baseball,3.8182552,-0.7768195,-3.216729
rec.autos,-7.621875,4.7929735,5.574933
sci.med,-2.7673185,2.2951527,10.166233
talk.politics.mideast,6.307023,-6.5945563,-0.9185648
rec.sport.baseball,2.618056,2.8970304,0.6463298
rec.sport.baseball,7.932361,3.9374614,0.67983234
rec.sport.baseball,2.189393,6.266348,0.21488284
sci.med,-10.248178,-4.3241286,0.36477816
talk.politics.mideast,13.915959,0.16895407,0.06642729
rec.autos,-7.2322593,1.5149822,1.8202667
rec.autos,-4.2823057,-7.765626,-10.49757
talk.politics.mideast,16.254377,-1.2099435,0.6169207
rec.autos,-4.7543945,9.081177,2.0220683
rec.autos,-10.413761,-8.356582,0.08586655
rec.autos,-6.5620184,4.0755496,0.88387895
comp.graphics,-4.4855804,6.966951,-3.5041409
rec.autos,-10.834819,-0.58715725,-0.5521153
comp.graphics,-15.070045,-0.37846053,-5.9769254
talk.politics.mideast,3.6010053,-6.524507,7.53331
comp.graphics,-7.084978,6.4477644,-8.942579
talk.politics.mideast,-7.8666687,3.6363556,8.722946
comp.graphics,-1.4899848,-4.3911066,-11.700783
rec.sport.baseball,4.7814593,-9.09758,-3.8476646
sci.med,-7.727659,-2.8042195,12.664029
comp.graphics,-0.29695112,-10.933283,-10.683939
rec.sport.baseball,9.320292,-2.1774194,8.068642
sci.med,-3.3654287,-1.6528407,0.82377505
talk.politics.mideast,15.034758,1.8620753,0.17533432
rec.sport.baseball,9.382468,-6.503831,7.783764
comp.graphics,-4.617852,-4.1117735,-10.881294
sci.med,-3.6233487,-7.4801664,10.580415
rec.sport.baseball,11.749319,6.0406337,-4.430825
sci.med,-5.8257833,-3.577042,4.3864946
comp.graphics,-1.3356985,1.8859234,-6.2421126
talk.politics.mideast,1.9924372,-4.4825497,7.9593196
rec.autos,-4.353759,4.4773803,9.5480585
