,x,y,z
rec.autos,2.5360982,-7.051164,-0.5873251
comp.graphics,-7.063806,-3.1312068,-1.1351638
sci.med,8.684845,-6.642626,3.0657272
comp.graphics,-5.423185,-4.555008,2.3427715
rec.autos,-4.7876754,14.397382,-1.9878813
comp.graphics,-5.3409266,13.532471,-1.4554565
rec.sport.baseball,9.641112,-1.6842179,-4.033972
rec.autos,0.8864294,-5.1499176,-2.6173189
sci.med,2.5456479,-2.3722858,5.221671
talk.politics.mideast,-5.3826027,5.5600657,-1.25038
rec.sport.baseball,4.944268,2.7828295,-1.5774841
rec.sport.baseball,9.164104,2.4716244,-5.183894
rec.sport.baseball,6.2460976,3.6256573,-3.1981826
sci.med,1.3925766,2.1175764,1.3439476
talk.politics.mideast,2.190284,11.30935,-2.7840207
rec.autos,-3.2006896,-5.3776493,2.9270713
rec.autos,4.487791,-4.388543,-3.588465
talk.politics.mideast,2.4408882,11.386819,-2.7538946
rec.autos,-0.65828556,2.2293227,-0.11278728
rec.autos,-4.1093407,-1.0644746,2.5347524
rec.autos,0.038101707,-5.9401493,2.9308677
comp.graphics,-1.8440802,8.893699,7.0504947
rec.autos,-1.6481318,-4.4999433,0.70965505
comp.graphics,-8.534752,-6.2297354,0.9001753
talk.politics.mideast,1.7709209,10.869801,-2.1470807
comp.graphics,-0.09689124,-11.80208,3.05367
talk.politics.mideast,4.661131,7.230016,4.092727
comp.graphics,5.062282,-8.165605,-2.4628081
rec.sport.baseball,-3.7734222,0.8657647,-4.3774233
sci.med,-1.9404649,0.19300868,4.0680366
comp.graphics,-5.0438056,-3.52829,-0.06860683
rec.sport.baseball,10.115912,-1.0398859,-2.3591633
sci.med,1.2703911,0.07444966,2.7185328
talk.politics.mideast,3.2951002,10.428873,-2.651568
rec.sport.baseball,-6.2636957,3.3923569,-5.595647
comp.graphics,5.1378055,-8.133462,-2.299794
sci.med,-2.0594556,0.26381773,4.5758586
rec.sport.baseball,-8.090792,10.381834,-3.3555324
sci.med,2.2383275,4.759678,4.4658666
comp.graphics,-0.73850745,-11.778237,-1.304493
talk.politics.mideast,0.27619222,8.10898,3.3287761
rec.autos,-7.5950828,2.7012045,-0.41104358
comp.graphics,-9.881159,-3.8614445,0.6595235
talk.politics.mideast,-2.869187,8.248846,-0.994016
rec.sport.baseball,-4.713264,-2.3386815,-5.185029
rec.sport.baseball,8.4634285,-10.155842,1.341718
comp.graphics,-8.844505,-2.6706831,-0.8354765
sci.med,-4.2654805,11.69752,1.8321569
rec.sport.baseball,1.1996543,2.4823263,-7.813282
sci.med,2.4087868,0.3884724,5.2506514
sci.med,-10.567176,4.947053,-1.8720008
rec.sport.baseball,-0.11286548,-1.2924454,-6.242331
comp.graphics,-7.7215533,-4.883022,2.2594476
sci.med,5.916154,3.4698126,1.3248911
comp.graphics,-4.904442,9.846796,0.61660326
rec.autos,-1.4292836,-5.7942405,-2.6208441
talk.politics.mideast,0.7250509,5.4670773,-3.0942085
rec.autos,0.070253305,-4.0320272,3.5111318
sci.med,0.0027981908,1.5983438,3.549223
rec.autos,1.7535518,-5.862623,-2.2071486
sci.med,-3.7677503,2.7415974,5.500234
talk.politics.mideast,0.643527,4.264165,0.23968978
comp.graphics,-8.212891,3.7668343,0.110628024
talk.politics.mideast,10.787194,-3.5601888,1.7019705
