,x,y,z
rec.autos,10.146031,-11.914637,8.96912
comp.graphics,-1.469913,-6.508967,-14.781885
sci.med,13.739944,-4.096143,-4.3300157
comp.graphics,1.7816844,-9.977296,-4.916206
rec.autos,-10.613886,20.207209,-4.325239
comp.graphics,-8.599512,17.798676,-5.7433605
rec.sport.baseball,10.452361,10.98132,9.999466
rec.autos,5.396074,-2.2151794,9.17843
sci.med,3.8514059,-6.1815853,17.86234
talk.politics.mideast,-18.022432,0.45805737,-8.898937
rec.sport.baseball,-4.2213516,7.657901,6.968764
rec.sport.baseball,14.42656,20.491745,-4.990009
rec.sport.baseball,13.677958,13.970387,-7.6628404
sci.med,-1.9988998,6.200564,12.82655
talk.politics.mideast,-14.14882,18.047226,7.528315
rec.autos,2.8695843,-23.273064,2.2757716
rec.autos,15.385045,-3.3581307,8.468771
talk.politics.mideast,-14.088832,18.00045,6.3112564
rec.autos,-12.343784,-7.449622,-1.2868052
rec.autos,-10.675181,-15.735067,3.4295392
rec.autos,11.9997225,-16.701675,11.646701
comp.graphics,-1.2982626,21.42322,7.007239
rec.autos,0.25171423,-21.702108,1.3061652
comp.graphics,4.430111,-13.099305,-11.398401
talk.politics.mideast,-9.614218,12.7174225,8.79422
comp.graphics,9.041977,-5.214966,-9.463913
talk.politics.mideast,-0.006681576,11.52181,17.860304
comp.graphics,15.663893,-0.85549456,7.7334747
rec.sport.baseball,-2.9771845,-0.25298673,-15.4947815
sci.med,-21.133522,-12.51617,5.0971456
comp.graphics,3.5712833,-8.271907,-3.712014
rec.sport.baseball,18.06697,8.061114,4.844661
sci.med,-10.419142,-9.12176,15.54164
talk.politics.mideast,-10.710957,14.449088,10.654219
rec.sport.baseball,0.024541212,8.816777,-20.545713
comp.graphics,15.687784,-0.5226148,7.7531343
sci.med,-19.447655,-11.484634,4.2190895
rec.sport.baseball,-3.7775807,14.313371,-20.506302
sci.med,-4.9958215,-2.3052895,10.005592
comp.graphics,17.840359,-11.3254595,-10.155395
talk.politics.mideast,-6.8196573,2.058378,4.818668
rec.autos,-13.693027,-14.344749,-6.7334604
comp.graphics,-1.8547573,-14.696008,-19.56266
talk.politics.mideast,-17.91535,3.604313,-5.121014
rec.sport.baseball,5.544275,-1.2916021,-11.81083
