,x,y,z
rec.autos,5.0795217,-14.228656,1.6750557
comp.graphics,-12.317458,-6.306297,0.6311991
sci.med,-5.786961,-19.24806,5.5321746
comp.graphics,-7.156734,-7.681844,9.994704
rec.autos,-6.768481,32.016586,-3.2202504
comp.graphics,-7.0685654,30.729116,-0.34931532
rec.sport.baseball,15.666213,-11.863314,-15.923702
rec.autos,2.8984077,-10.605184,-0.99516356
sci.med,15.671887,-1.722364,7.249252
talk.politics.mideast,-8.1004,12.843976,-2.0868611
rec.sport.baseball,8.047232,1.3633943,-7.0213256
rec.sport.baseball,7.1953664,-5.357514,-20.396818
rec.sport.baseball,0.9662592,-9.264403,-18.250992
sci.med,11.660166,5.846262,0.14509554
talk.politics.mideast,4.8411927,18.955843,-14.2390995
rec.autos,4.346242,-8.918755,9.23288
rec.autos,15.362686,-0.36329582,-12.424658
talk.politics.mideast,4.9144063,17.935709,-14.520464
rec.autos,1.8087806,5.926893,1.1202959
rec.autos,-4.396675,3.0710604,7.441396
rec.autos,9.897368,-8.112739,-2.23244
comp.graphics,8.44649,23.731905,-1.2216697
rec.autos,2.076521,-6.7427516,6.54838
comp.graphics,-11.9342165,-6.9036007,11.778148
talk.politics.mideast,3.976806,18.108591,-11.992938
comp.graphics,-8.830018,-15.136987,7.324533
talk.politics.mideast,14.632319,12.213841,-6.1507635
comp.graphics,5.238348,-19.74676,-1.0188227
rec.sport.baseball,-10.891256,1.766555,-4.575319
sci.med,0.2406989,9.726122,10.679512
comp.graphics,-3.397978,0.4514847,14.866826
rec.sport.baseball,13.379955,-8.283228,-15.891767
sci.med,11.514232,5.581255,5.288766
talk.politics.mideast,6.1187987,16.10522,-14.99179
rec.sport.baseball,-1.4230031,17.825163,5.709653
comp.graphics,5.1796274,-19.859238,-0.74952435
sci.med,1.6340928,11.133166,9.693877
rec.sport.baseball,-13.607326,22.36366,-2.6454277
sci.med,12.006932,8.243188,-0.5248921
comp.graphics,-5.81263,-14.124055,16.50422
talk.politics.mideast,5.5582576,5.3034143,-13.658159
rec.autos,-9.797107,3.5016186,0.1930564
comp.graphics,-17.591469,-3.7987103,6.930762
talk.politics.mideast,-3.0111208,15.134482,-4.8959465
rec.sport.baseball,-12.6713295,-7.149841,-8.332108
rec.sport.baseball,1.2791183,-26.960577,3.620691
comp.graphics,-15.939826,-4.104562,3.006576
sci.med,-1.0542241,24.988596,0.8681603
rec.sport.baseball,-7.424502,2.7936575,-13.263414
sci.med,16.527887,5.5179424,9.583002
sci.med,-18.427605,12.3622055,-1.613147
rec.sport.baseball,-5.188068,-3.049771,-8.318987
comp.graphics,-13.895292,-7.0941167,8.974258
sci.med,14.61024,3.1079068,-4.898217
comp.graphics,-3.3922026,27.946522,4.69109
rec.autos,0.44414842,-7.9815927,-1.6693116
talk.politics.mideast,-1.104853,10.93939,-10.526547
rec.autos,4.4227962,-5.332176,-0.6871934
sci.med,15.875492,10.183729,4.7920446
rec.autos,4.3891525,-11.849627,-1.8756248
sci.med,0.7480164,5.827792,9.187103
talk.politics.mideast,5.6135526,6.9982524,-3.9200575
comp.graphics,-13.729308,7.6893253,3.1949384
talk.politics.mideast,15.305588,-16.426838,-7.4959908
talk.politics.mideast,15.997386,-14.593079,-6.9949183
rec.sport.baseball,7.5452986,-19.520527,5.3332047
talk.politics.mideast,0.5844912,13.774907,-19.03719
sci.med,11.164183,14.132995,5.980553
rec.sport.baseball,-13.791724,0.32519072,-1.6730037
rec.sport.baseball,13.805198,-15.811124,-14.428541
sci.med,12.513852,12.586394,2.409119
